miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	30807	10242.294923	N
hsa-let-7a-2	30544	10154.856238	N
hsa-let-7a-3	30539	10153.193906	N
hsa-let-7b	42736	14208.287591	N
hsa-let-7c	5272	1752.763295	N
hsa-let-7d	4180	1389.709896	N
hsa-let-7e	3127	1039.622690	N
hsa-let-7f-1	23436	7791.684481	N
hsa-let-7f-2	23586	7841.554454	N
hsa-let-7g	2263	752.371650	N
hsa-let-7i	1769	588.133207	N
hsa-mir-100	1126	374.357259	N
hsa-mir-101-1	28671	9532.146517	N
hsa-mir-101-2	28757	9560.738634	N
hsa-mir-103a-1	76585	25461.945554	Y
hsa-mir-103a-2	76579	25459.950755	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	261	86.773752	N
hsa-mir-105-2	275	91.428283	N
hsa-mir-106a	4846	1611.132574	Y
hsa-mir-106b	4380	1456.203193	N
hsa-mir-107	1347	447.832352	Y
hsa-mir-10a	4905	1630.748096	N
hsa-mir-10b	11765	3911.468165	N
hsa-mir-1-1	1	0.332466	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	0	0.000000	N
hsa-mir-1180	153	50.867372	N
hsa-mir-1181	3	0.997399	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	1	0.332466	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	9	2.992198	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	6	1.994799	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	1	0.332466	N
hsa-mir-1229	2	0.664933	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.332466	N
hsa-mir-1238	1	0.332466	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	1	0.332466	N
hsa-mir-1243	2	0.664933	N
hsa-mir-124-3	1	0.332466	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	1	0.332466	N
hsa-mir-1248	3	0.997399	N
hsa-mir-1249	14	4.654531	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	0	0.000000	N
hsa-mir-1254-2	2	0.664933	N
hsa-mir-1255a	1	0.332466	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	1	0.332466	N
hsa-mir-1257	1	0.332466	N
hsa-mir-1258	1	0.332466	N
hsa-mir-125a	1475	490.388062	N
hsa-mir-125b-1	267	88.768551	N
hsa-mir-125b-2	360	119.687934	N
hsa-mir-126	2685	892.672505	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	0	0.000000	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	8	2.659732	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	3	0.997399	N
hsa-mir-1269b	1427	474.429670	N
hsa-mir-127	170	56.519302	N
hsa-mir-1270	56	18.618123	N
hsa-mir-1271	28	9.309062	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.332466	N
hsa-mir-1276	2	0.664933	N
hsa-mir-1277	1	0.332466	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	1302	432.871360	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	1008	335.126214	N
hsa-mir-1283-1	2	0.664933	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	1	0.332466	N
hsa-mir-1285-1	1	0.332466	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	265	88.103618	N
hsa-mir-1288	2	0.664933	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	1	0.332466	N
hsa-mir-129-1	5	1.662332	N
hsa-mir-1292	2	0.664933	N
hsa-mir-129-2	5	1.662332	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	1	0.332466	N
hsa-mir-1295a	41	13.631126	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	71	23.605120	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	119	39.563511	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	57	18.950589	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	39	12.966193	N
hsa-mir-1307	9207	3061.018903	N
hsa-mir-130a	343	114.036003	N
hsa-mir-130b	122	40.560911	N
hsa-mir-132	210	69.817961	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	1	0.332466	N
hsa-mir-133a-2	0	0.000000	N
hsa-mir-133b	0	0.000000	N
hsa-mir-134	37	12.301260	N
hsa-mir-1343	48	15.958391	N
hsa-mir-135a-1	3	0.997399	N
hsa-mir-135a-2	0	0.000000	N
hsa-mir-135b	126	41.890777	N
hsa-mir-136	9	2.992198	N
hsa-mir-137	1	0.332466	N
hsa-mir-138-1	0	0.000000	N
hsa-mir-138-2	5	1.662332	N
hsa-mir-139	37	12.301260	N
hsa-mir-140	17792	5915.243655	N
hsa-mir-141	10013	3328.986888	N
hsa-mir-142	2118	704.164010	N
hsa-mir-143	62931	20922.448203	N
hsa-mir-144	18	5.984397	N
hsa-mir-145	448	148.944984	N
hsa-mir-1468	2	0.664933	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	91	30.254450	N
hsa-mir-146b	535	177.869568	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	1	0.332466	N
hsa-mir-148a	168502	56021.267216	N
hsa-mir-148b	486	161.578710	N
hsa-mir-149	64	21.277855	N
hsa-mir-150	189	62.836165	N
hsa-mir-151a	27163	9030.787061	N
hsa-mir-151b	6	1.994799	N
hsa-mir-152	242	80.456889	N
hsa-mir-153-1	1	0.332466	N
hsa-mir-153-2	5	1.662332	N
hsa-mir-1537	0	0.000000	N
hsa-mir-1538	1	0.332466	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	1	0.332466	N
hsa-mir-155	5550	1845.188977	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	467	155.261847	N
hsa-mir-15b	1024	340.445678	N
hsa-mir-16-1	554	184.186431	N
hsa-mir-16-2	604	200.809755	N
hsa-mir-17	19656	6534.961178	Y
hsa-mir-181a-1	30305	10075.396749	N
hsa-mir-181a-2	29659	9860.623401	N
hsa-mir-181b-1	13954	4639.237295	N
hsa-mir-181b-2	13464	4476.328719	N
hsa-mir-181c	3017	1003.051377	N
hsa-mir-181d	1698	564.528087	N
hsa-mir-182	48106	15993.632602	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	21618	7187.260416	N
hsa-mir-184	0	0.000000	N
hsa-mir-185	518	172.217638	N
hsa-mir-186	748	248.684929	N
hsa-mir-187	1306	434.201226	N
hsa-mir-188	97	32.249249	N
hsa-mir-18a	439	145.952786	Y
hsa-mir-18b	204	67.823162	Y
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	13	4.322064	N
hsa-mir-190b	0	0.000000	N
hsa-mir-191	688	228.736940	N
hsa-mir-1910	4	1.329866	N
hsa-mir-1911	0	0.000000	N
