id	filename	md5	size	state
c85c96a9-1960-43ee-85fe-94687288aba9	mirnas.quantification.txt	2e34be62a9201ff93b65971ac5a50505	50171	submitted
cb19bc84-943a-42a2-be38-f0056df7714f	mirnas.quantification.txt	49634eecc05cbd204f9e19101de5645f	50126	submitted
bc1b09ad-5fa7-4c79-bbfa-9683943d148f	mirnas.quantification.txt	d4ff480ff1c24a396d17ba5df6691887	50241	submitted
09ca8fa1-fd22-4ec3-b725-7d45cead49a5	mirnas.quantification.txt	0b0ad4d9861ac70f3ab141471da289de	50212	submitted
7eabbda8-1365-4b44-95e9-d3be50e9b396	mirnas.quantification.txt	01d1d09e510a72825dd33203c2d73734	50212	submitted
9362469a-0b21-4daa-acef-acb5279a87d7	mirnas.quantification.txt	78e142a942d9a7fecbe783bd8ec71bcd	50210	submitted
5a92e01a-1d58-47ef-ab77-bfa167ca2e29	mirnas.quantification.txt	f0878fbd897bb5bafa4feb82c4784f12	50343	submitted
6888a5cb-d6f6-4a97-9a96-c176c54398ae	mirnas.quantification.txt	7322c5d8f36d9f4f5a0e9ea14b0f1551	50197	submitted
608b2e0c-018a-4a3b-b80a-cc4d3220a7a1	mirnas.quantification.txt	d072ea774567e310648dab8aa537b32d	50136	submitted
9cbb923b-1c99-4f6e-b6ca-e295c526868d	mirnas.quantification.txt	823b4954200d891d1d198ecf26e36832	50318	submitted
a1697f0f-b66d-4d3c-af5a-7caafa0175eb	mirnas.quantification.txt	c8082c6a773253893e2295cd756161ea	50174	submitted
f602182a-bc5a-44cc-aeff-91d01a27ba9f	mirnas.quantification.txt	6d445fc3b2f7e863fc3e1bf686647efe	50167	submitted
eca9ff4e-3cf1-44ed-90a3-32f74e9e65bd	mirnas.quantification.txt	29569bd1972c61a5c2014359738e234e	50154	submitted
fd61800b-2711-4598-8af5-471a154fce74	mirnas.quantification.txt	bd1f1a809a17bddd35aef26fa48f7e49	50209	submitted
3c818f19-c3b2-4713-8126-4da231f1758c	mirnas.quantification.txt	42476f9effb8d62f004965ea1b5e5354	50152	submitted
774c480b-f6ef-47c4-b513-51970933bccb	mirnas.quantification.txt	1991ebf0f279b1df33e30122e87898ee	50190	submitted
d5c59d84-9691-4322-ba09-84e36082c98f	mirnas.quantification.txt	79f450569cfaee4132c93f8300d0fb00	50142	submitted
3a56703b-a205-4585-bdbe-f0e7b77af515	mirnas.quantification.txt	9dc96e23bc11b8afe4c8ca93077e6141	50266	submitted
dc20393a-e932-4297-b6aa-4d7b8f66ea72	mirnas.quantification.txt	62c165dba054884ac431310523eb4a07	50304	submitted
c2650900-1dfc-4f65-97d8-8ab60df1ff0b	mirnas.quantification.txt	99bd9dd4818e0edeca7b3bbd123c9ff8	50193	submitted
6030ccad-29f7-43b5-ba7f-197049ac1c5c	mirnas.quantification.txt	d6963660717222134321be4a62ac302c	50228	submitted
