miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	56597	10167.389979	N
hsa-let-7a-2	56118	10081.339838	N
hsa-let-7a-3	56868	10216.073879	N
hsa-let-7b	144950	26039.598873	N
hsa-let-7c	5451	979.247006	N
hsa-let-7d	3647	655.166727	N
hsa-let-7e	7800	1401.234020	N
hsa-let-7f-1	16695	2999.179739	N
hsa-let-7f-2	16723	3004.209810	N
hsa-let-7g	2305	414.082617	N
hsa-let-7i	3016	541.810488	N
hsa-mir-100	52079	9355.752120	Y
hsa-mir-101-1	23306	4186.815394	N
hsa-mir-101-2	23513	4224.001989	N
hsa-mir-103a-1	104968	18857.017003	Y
hsa-mir-103a-2	105066	18874.622251	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	9	1.616808	N
hsa-mir-105-2	10	1.796454	N
hsa-mir-106a	164	29.461843	Y
hsa-mir-106b	4728	849.363391	N
hsa-mir-107	1555	279.348577	Y
hsa-mir-10a	47787	8584.714118	N
hsa-mir-10b	122428	21993.625463	N
hsa-mir-1-1	33	5.928298	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	0	0.000000	N
hsa-mir-1180	193	34.671560	N
hsa-mir-1181	1	0.179645	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	17	3.053972	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	12	2.155745	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	12	2.155745	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	9	1.616808	N
hsa-mir-1229	3	0.538936	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-1243	1	0.179645	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	6	1.077872	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	2	0.359291	N
hsa-mir-1247	10	1.796454	N
hsa-mir-1248	10	1.796454	N
hsa-mir-1249	8	1.437163	N
hsa-mir-1250	1	0.179645	N
hsa-mir-1251	0	0.000000	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	10	1.796454	N
hsa-mir-1254-2	2	0.359291	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	3149	565.703324	N
hsa-mir-125b-1	1570	282.043258	N
hsa-mir-125b-2	1663	298.750279	N
hsa-mir-126	9041	1624.173946	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	1	0.179645	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	1	0.179645	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	104	18.683120	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	6	1.077872	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	3863	693.970131	N
hsa-mir-1270	2	0.359291	N
hsa-mir-1271	60	10.778723	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	4	0.718582	N
hsa-mir-1277	1	0.179645	N
hsa-mir-1278	1	0.179645	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	1045	187.729430	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	849	152.518934	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	5	0.898227	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	2	0.359291	N
hsa-mir-1287	272	48.863545	N
hsa-mir-1288	5	0.898227	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	4	0.718582	N
hsa-mir-129-1	8	1.437163	N
hsa-mir-1292	3	0.538936	N
hsa-mir-129-2	2	0.359291	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	0	0.000000	N
hsa-mir-1295a	28	5.030071	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	68	12.215886	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	1	0.179645	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	134	24.072482	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	3	0.538936	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	134	24.072482	N
hsa-mir-1307	14361	2579.887405	N
hsa-mir-130a	1039	186.651557	N
hsa-mir-130b	236	42.396311	N
hsa-mir-132	410	73.654609	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	3	0.538936	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	35	6.287589	Y
hsa-mir-133a-2	34	6.107943	Y
hsa-mir-133b	22	3.952199	Y
hsa-mir-134	956	171.740990	N
hsa-mir-1343	11	1.976099	N
hsa-mir-135a-1	4	0.718582	N
hsa-mir-135a-2	0	0.000000	N
hsa-mir-135b	399	71.678509	N
hsa-mir-136	148	26.587517	N
hsa-mir-137	3	0.538936	N
hsa-mir-138-1	26	4.670780	N
hsa-mir-138-2	15	2.694681	N
hsa-mir-139	112	20.120283	N
hsa-mir-140	7493	1346.082886	N
hsa-mir-141	6245	1121.885443	N
hsa-mir-142	13855	2488.986840	N
hsa-mir-143	823001	147848.333304	N
hsa-mir-144	66	11.856596	N
hsa-mir-145	11534	2072.029896	N
hsa-mir-1468	57	10.239787	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	1093	196.352408	N
hsa-mir-146b	3859	693.251549	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	10	1.796454	N
hsa-mir-148a	85163	15299.140109	N
hsa-mir-148b	676	121.440282	N
hsa-mir-149	210	37.725531	N
hsa-mir-150	5659	1016.613246	N
hsa-mir-151a	13767	2473.178045	N
hsa-mir-151b	7	1.257518	N
hsa-mir-152	2320	416.777298	N
hsa-mir-153-1	6	1.077872	N
hsa-mir-153-2	37	6.646879	N
hsa-mir-1537	2	0.359291	N
hsa-mir-1538	3	0.538936	N
hsa-mir-1539	1	0.179645	N
hsa-mir-154	26	4.670780	N
hsa-mir-155	2246	403.483540	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	559	100.421771	N
hsa-mir-15b	2200	395.219852	N
hsa-mir-16-1	1084	194.735600	N
hsa-mir-16-2	1108	199.047089	N
hsa-mir-17	15881	2852.948394	Y
hsa-mir-181a-1	8557	1537.225578	N
hsa-mir-181a-2	16685	2997.383285	N
hsa-mir-181b-1	2194	394.141979	N
hsa-mir-181b-2	2223	399.351696	N
hsa-mir-181c	1129	202.819642	N
hsa-mir-181d	437	78.505034	N
hsa-mir-182	54689	9824.626580	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	33825	6076.505222	N
hsa-mir-184	24	4.311489	N
hsa-mir-185	557	100.062481	N
hsa-mir-186	951	170.842763	N
hsa-mir-187	908	163.118012	N
hsa-mir-188	57	10.239787	N
hsa-mir-18a	452	81.199715	Y
hsa-mir-18b	16	2.874326	Y
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	16	2.874326	N
hsa-mir-190b	1	0.179645	N
hsa-mir-191	2455	441.029426	N
hsa-mir-1910	2	0.359291	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	1	0.179645	N
hsa-mir-1915	2	0.359291	N
hsa-mir-192	3496	628.040274	Y
hsa-mir-193a	3417	613.848288	N
hsa-mir-193b	455	81.738651	N
hsa-mir-194-1	380	68.265247	N
hsa-mir-194-2	457	82.097942	N
hsa-mir-195	149	26.767163	N
hsa-mir-196a-1	694	124.673899	N
hsa-mir-196a-2	760	136.530494	N
hsa-mir-196b	1981	355.877512	N
hsa-mir-197	2259	405.818930	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	56	10.060142	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	17519	3147.207538	Y
hsa-mir-199a-2	32728	5879.434232	Y
hsa-mir-199b	46441	8342.911427	Y
hsa-mir-19a	146	26.228227	N
hsa-mir-19b-1	423	75.989999	N
hsa-mir-19b-2	319	57.306879	N
hsa-mir-200a	3968	712.832896	N
hsa-mir-200b	2391	429.532121	N
hsa-mir-200c	41192	7399.952789	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	22473	4037.170786	N
hsa-mir-203b	234	42.037021	N
hsa-mir-204	26	4.670780	N
hsa-mir-205	5566	999.906225	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	2	0.359291	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	3328	597.859849	N
hsa-mir-20b	60	10.778723	N
hsa-mir-21	2001362	359535.451400	N
hsa-mir-210	4960	891.041120	N
hsa-mir-211	0	0.000000	N
hsa-mir-2110	12	2.155745	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	2	0.359291	N
hsa-mir-2115	1	0.179645	N
hsa-mir-2116	15	2.694681	N
hsa-mir-2117	0	0.000000	N
