"GSM552961"	"GSM552962"	"GSM552963"	"GSM552964"	"GSM552965"	"GSM552966"	"GSM552968"	"GSM552969"	"GSM552970"	"GSM552971"	"GSM552972"	"GSM552973"	"GSM552974"	"GSM552975"	"GSM552976"	"GSM552977"	"GSM552978"	"GSM552979"	"GSM552980"	"GSM552981"	"GSM552982"	"GSM552983"	"GSM552984"	"GSM552985"	"GSM552986"	"GSM552987"	"GSM552988"	"GSM552989"	"GSM552990"	"GSM552991"	"GSM552992"	"GSM552993"	"GSM552994"	"GSM552995"	"GSM552996"	"GSM552997"	"GSM552998"	"GSM552999"	"GSM553000"	"GSM553001"	"GSM553002"	"GSM553003"	"GSM553004"	"GSM553005"	"GSM553006"	"GSM553007"	"GSM553008"	"GSM553009"	"GSM553010"	"GSM553011"	"GSM553012"	"GSM553013"	"GSM553014"	"GSM553015"	"GSM553016"	"GSM553017"	"GSM553018"	"GSM553019"	"GSM553020"	"GSM553021"	"GSM553022"	"GSM553023"	"GSM553024"	"GSM553025"	"GSM553026"	"GSM553027"	"GSM553028"	"GSM553029"	"GSM553030"	"GSM553031"	"GSM553032"	"GSM553033"	"GSM553034"	"GSM553035"	"GSM553036"	"GSM553037"	"GSM553038"	"GSM553039"	"GSM553040"	"GSM553041"	"GSM553043"	"GSM553045"	"GSM553046"	"GSM553047"	"GSM553048"	"GSM553049"	"GSM553050"	"GSM553051"	"GSM553052"	"GSM553053"	"GSM553054"	"GSM553055"	"GSM553056"	"GSM553057"	"GSM553058"	"GSM553059"	"GSM553060"	"GSM553061"	"GSM553062"	"GSM553063"	"GSM553064"	"GSM553065"	"GSM553066"	"GSM553067"	"GSM553069"	"GSM553070"	"GSM553071"	"GSM553072"	"GSM553073"	"GSM553074"	"GSM553075"	"GSM553076"	"GSM553077"	"GSM553079"	"GSM553081"	"GSM553082"	"GSM553083"	"GSM553084"	"GSM553085"	"GSM553086"	"GSM553087"	"GSM553089"	"GSM553090"	"GSM553091"	"GSM553092"	"GSM553093"	"GSM553094"	"GSM553095"	"GSM553096"	"GSM553097"	"GSM553098"	"GSM553099"	"GSM553100"	"GSM553101"	"GSM553102"	"GSM553103"	"GSM553104"	"GSM553105"	"GSM553106"	"GSM553107"	"GSM553109"	"GSM553110"	"GSM553111"	"GSM553112"	"GSM553113"	"GSM553114"	"GSM553115"	"GSM553116"	"GSM553117"	"GSM553118"	"GSM553119"	"GSM553120"	"GSM553121"	"GSM553122"	"GSM553123"	"GSM553124"	"GSM553125"	"GSM553126"	"GSM553127"	"GSM553128"	"GSM553129"	"GSM553130"	"GSM553131"	"GSM553132"	"GSM553133"	"GSM553134"	"GSM553135"	"GSM553136"	"GSM553137"	"GSM553138"	"GSM553139"	"GSM553140"	"GSM553141"	"GSM553142"	"GSM553143"	"GSM553144"	"GSM553145"	"GSM553146"	"GSM553147"	"GSM553148"	"GSM553149"	"GSM553150"	"GSM553151"	"GSM553152"	"GSM553154"	"GSM553155"	"GSM553156"	"GSM553157"	"GSM553158"	"GSM553159"	"GSM553160"	"GSM553161"	"GSM553162"	"GSM553163"	"GSM553164"	"GSM553165"	"GSM553166"	"GSM553167"	"GSM553168"	"GSM553169"	"GSM553170"
"hsa-miR-151:9.1"	13.62542403	13.52922804	13.39810351	13.89837164	13.8733475	13.59587108	13.46056032	12.9520494	13.30506662	13.74969558	14.72985339	13.56210515	14.11251571	13.71916543	13.77830857	13.77830857	14.38515339	13.56210515	13.52922804	13.81121603	13.65844844	13.99896396	13.95259811	14.11251571	12.89121244	13.42806792	13.68797489	13.8733475	12.83590352	13.30506662	13.65844844	13.65844844	14.06964569	14.11251571	12.91949901	13.46056032	13.42806792	14.42369104	14.38515339	13.71916543	13.92701501	13.74969558	13.39810351	14.06964569	14.13487161	13.74969558	13.36777517	13.39810351	12.7442169	14.15426481	13.99896396	14.06964569	13.84039635	13.95259811	13.84039635	13.71916543	13.17523758	13.272167	14.09148115	13.30506662	13.81121603	14.04554433	14.38515339	13.77830857	13.39810351	13.62542403	13.71916543	13.10929022	14.28550923	14.76947504	13.56210515	14.11251571	13.77830857	13.68797489	13.10929022	14.23198182	13.74969558	13.81121603	14.02375392	14.11251571	13.77830857	13.77830857	13.77830857	13.74969558	13.68797489	13.77830857	13.62542403	12.50154452	13.30506662	13.39810351	13.52922804	13.62542403	14.17385068	13.8733475	13.81121603	13.39810351	14.34555499	13.49715303	13.77830857	13.74969558	13.74969558	13.56210515	13.95259811	13.65844844	13.20895208	13.74969558	13.07790606	13.20895208	13.89837164	14.38515339	13.30506662	13.52922804	13.42806792	13.59587108	13.65844844	13.42806792	13.59587108	13.46056032	13.65844844	14.23198182	13.20895208	13.56210515	14.09148115	13.42806792	13.30506662	13.10929022	13.65844844	13.97684458	14.17385068	13.52922804	13.20895208	13.89837164	13.74969558	13.62542403	14.02375392	12.80436513	13.1440406	14.4934469	13.99896396	13.84039635	13.68797489	13.24120069	14.09148115	13.81121603	14.04554433	13.77830857	13.71916543	13.30506662	13.81121603	14.23198182	14.40484209	13.8733475	13.1440406	13.62542403	13.74969558	13.49715303	13.74969558	13.36777517	13.52922804	13.52922804	13.77830857	13.8733475	14.02375392	13.39810351	13.10929022	13.01723847	13.68797489	13.97684458	13.52922804	13.71916543	14.11251571	14.17385068	13.81121603	13.71916543	13.24120069	14.04554433	13.77830857	14.11251571	13.1440406	13.81121603	14.11251571	13.81121603	13.59587108	13.52922804	13.56210515	13.74969558	13.46056032	13.68797489	13.07790606	13.8733475	14.02375392	13.36777517	13.71916543	13.59587108	13.49715303	13.68797489	13.62542403	13.77830857	13.68797489	13.49715303	13.59587108
"hsa-miR-1537"	8.235183504	8.845108281	10.67138998	8.235183504	8.192473048	10.11444672	9.852354504	10.12767257	9.200809842	11.26025437	8.642975697	9.778107788	9.200809842	9.100509084	8.159576858	10.22527916	8.142405299	9.744089744	10.2665123	8.38903917	9.584027884	8.371256537	8.279031749	9.417069042	10.45020885	9.045860381	9.755390665	10.74339345	10.04809367	8.972323276	10.39193864	8.386190682	8.111679769	9.813836382	10.84189959	10.75878959	9.979373637	8.314811451	8.260167348	9.800823156	8.383007753	8.463046675	10.12767257	8.505752467	8.117806691	10.68563604	10.30748999	10.5374791	10.59938578	10.25218693	9.523457535	9.150049156	9.455840423	8.151142517	8.190209079	10.67138998	10.56799688	9.523457535	9.124961493	11.65385037	9.417069042	8.26489571	9.645316034	8.622715939	10.91420204	8.857723271	8.67838784	10.11444672	9.388084963	7.983484028	8.857723271	11.06388014	9.744089744	8.42964799	9.624699327	8.140110975	8.243953746	8.442870137	8.103012025	8.716751019	9.926801619	11.1991076	8.798756154	9.965078391	8.972323276	8.148978419	8.95755439	8.994945721	10.56799688	10.183835	9.912910517	8.838173918	7.915522191	9.789187644	8.248808724	9.573512565	10.2665123	8.544124354	8.371256537	10.25218693	8.767904311	9.388084963	8.223330092	9.584027884	9.60493224	8.13189353	9.800823156	9.357560082	8.06305284	8.343767361	10.5374791	9.800823156	9.721511116	10.79299167	10.65632755	9.6891248	8.913806652	9.445907282	8.892443896	9.912910517	9.445907282	8.288862395	9.699701773	10.41999099	10.02099185	10.98694451	9.397874306	8.269755539	8.913806652	9.864368198	10.37679365	8.32287704	9.710744634	10.71526743	10.52245986	9.053678361	9.721511116	9.965078391	8.516779307	9.445907282	8.410012776	10.14057566	9.514681669	8.986789114	8.913806652	9.979373637	9.744089744	9.888710015	8.354864319	8.320312471	8.354864319	7.951449479	9.778107788	8.845108281	8.722296322	8.42636246	9.100509084	8.524309248	10.40495541	10.62849263	8.556499631	10.02099185	8.159576858	9.778107788	9.33955861	10.3354245	8.246436975	10.71526743	9.455840423	9.377909458	8.133769207	8.314811451	8.722296322	8.181660383	10.19944333	8.088591865	8.817862372	11.32870809	8.127779165	8.463046675	9.069239462	9.174687547	8.773494441	10.06132224	8.942202225	8.279031749	9.166307687	8.618318906	9.912910517	10.52245986	8.248808724	9.273777015	8.179503046	10.8259177	9.417069042	8.10953703	8.762183246	8.502059342	8.744924314	8.439665353	8.928225459
"hsa-miR-154*"	9.283843373	10.07486167	11.12038935	9.573512565	9.150049156	11.37395263	11.12038935	10.2665123	10.29290654	10.77529517	9.475156946	11.26025437	10.59938578	10.96862185	9.023770798	10.28023523	8.585509647	10.89418652	10.93240244	9.678858889	10.94923853	9.710744634	10.25218693	10.74339345	11.75180379	10.46450294	11.42271916	10.183835	10.34949966	10.45020885	11.06388014	9.888710015	9.045860381	10.29290654	9.699701773	10.77529517	10.71526743	8.864498962	9.330032371	10.36450765	9.330032371	10.5843706	10.93240244	9.656400786	8.994945721	10.56799688	10.8259177	10.3354245	10.36450765	10.71526743	9.303132129	9.388084963	10.49409731	10.04809367	9.209538743	9.100509084	10.16948283	10.70032737	10.62849263	10.50834115	11.17862251	9.634663042	10.56799688	10.94923853	9.864368198	10.14057566	9.93827586	10.71526743	10.67138998	8.56087249	10.94923853	10.62849263	9.827103646	8.871701311	10.37679365	9.045860381	9.778107788	9.789187644	9.107835693	9.573512565	10.62849263	10.41999099	10.25218693	9.93827586	10.89418652	8.871701311	10.70032737	10.43529175	10.65632755	9.979373637	11.08180196	9.926801619	8.360681043	10.62849263	9.347688848	10.67138998	10.28023523	9.87709073	9.827103646	10.98694451	11.21856247	11.57759743	9.321075916	10.67138998	9.368457781	9.283843373	10.21332862	10.2665123	9.150049156	8.535998353	8.965407292	10.91420204	10.87803547	10.6420229	10.8259177	11.02591755	10.28023523	11.39858397	10.39193864	10.19944333	11.21856247	9.744089744	10.16948283	10.3354245	10.56799688	10.07486167	10.39193864	9.174687547	9.95150721	10.79299167	9.979373637	10.19944333	10.49409731	10.52245986	9.60493224	9.813836382	9.710744634	10.43529175	9.33955861	10.3354245	9.710744634	9.624699327	10.04809367	10.22527916	10.28023523	10.72901278	9.900225475	10.50834115	9.475156946	9.800823156	9.293453469	8.487651569	10.59938578	10.34949966	10.72901278	10.04809367	10.14057566	9.615992617	14.13487161	10.45020885	11.60201854	10.50834115	9.357560082	11.12038935	10.87803547	10.6420229	10.50834115	10.86016408	10.4779186	9.93827586	9.07723748	9.092162274	10.67138998	9.475156946	10.80915487	8.607951588	9.965078391	9.645316034	7.981645012	9.001858258	9.699701773	10.94923853	10.00783239	10.30748999	11.12038935	9.347688848	9.656400786	10.02099185	10.21332862	10.70032737	8.65235862	10.40495541	8.878024099	10.87803547	11.00640033	9.926801619	10.71526743	9.40686427	10.14057566	10.46450294	10.56799688
"hsa-miR-17*"	10.23844555	10.02099185	10.39193864	9.273777015	10.29290654	10.80915487	11.30617334	11.60201854	11.04447478	11.52956193	9.766313232	10.62849263	10.21332862	10.65632755	10.36450765	11.10060438	10.4779186	10.45020885	11.46495816	9.912910517	10.77529517	10.86016408	10.07486167	10.30748999	10.39193864	9.699701773	10.30748999	11.42271916	12.25408738	10.32224609	11.02591755	9.900225475	9.800823156	11.98474477	11.82093643	10.93240244	11.08180196	10.00783239	9.813836382	10.03443344	9.061182776	10.00783239	10.89418652	9.95150721	9.455840423	11.10060438	11.37395263	11.65385037	11.57759743	11.15732631	10.74339345	11.10060438	10.37679365	9.445907282	9.427149109	12.71636748	12.59102906	10.86016408	11.30617334	12.25408738	10.61333496	9.544770932	10.50834115	9.593963293	10.08702345	9.926801619	10.8259177	11.23969738	10.71526743	9.031142311	10.37679365	11.28454709	9.755390665	11.06388014	11.57759743	8.878024099	10.32224609	9.744089744	9.766313232	10.02099185	11.46495816	11.26025437	10.00783239	11.32870809	10.68563604	9.852354504	10.71526743	9.732383669	11.46495816	12.89121244	11.13800467	10.1009592	8.744924314	10.74339345	9.455840423	11.7028028	11.67833959	9.494718379	10.32224609	11.21856247	10.12767257	10.87803547	9.813836382	10.52245986	11.12038935	9.417069042	11.39858397	10.71526743	10.08702345	9.465345237	11.96376742	10.36450765	11.50922902	11.96376742	11.00640033	10.11444672	10.79299167	10.22527916	10.23844555	10.96862185	10.8259177	10.62849263	11.15732631	11.23969738	11.00640033	11.98474477	10.67138998	9.069239462	9.979373637	11.52956193	11.96376742	9.888710015	10.93240244	11.30617334	11.52956193	11.12038935	11.62716859	12.9520494	9.264465041	10.08702345	9.116885431	11.89347396	10.41999099	10.40495541	10.46450294	10.74339345	11.37395263	11.60201854	10.59938578	9.926801619	9.264465041	9.475156946	10.77529517	9.397874306	10.36450765	9.979373637	10.23844555	9.755390665	11.28454709	11.23969738	9.789187644	10.6420229	9.417069042	10.45020885	10.72901278	11.48680914	9.645316034	11.96376742	10.29290654	11.50922902	9.800823156	11.06388014	9.553904759	9.255423878	11.35182242	9.514681669	9.800823156	10.87803547	9.95150721	11.67833959	10.50834115	10.06132224	9.615992617	11.50922902	10.80915487	9.150049156	10.70032737	10.06132224	11.7028028	10.46450294	8.612747876	10.36450765	9.445907282	10.96862185	10.04809367	10.06132224	10.08702345	10.183835	11.52956193	9.427149109	10.12767257
"hsa-miR-181c"	11.72864573	12.65354174	10.96862185	12.18115616	11.62716859	12.30336564	11.13800467	12.27894596	11.72864573	11.06388014	12.1545575	12.47104622	12.9520494	12.56310486	11.87129403	12.38501774	11.96376742	12.43940771	11.1991076	12.35675627	10.70032737	11.89347396	12.03146883	12.43940771	11.44444613	11.35182242	12.50154452	11.65385037	11.23969738	11.87129403	11.42271916	11.82093643	12.10522849	12.1545575	11.42271916	11.52956193	12.00853066	11.1991076	11.35182242	11.48680914	12.68670493	11.48680914	12.07930066	11.7973357	11.7028028	12.03146883	12.41248887	12.03146883	11.39858397	11.08180196	11.7973357	11.94184224	12.38501774	12.1545575	12.98706062	12.03146883	11.65385037	11.52956193	12.83590352	10.74339345	12.1545575	11.52956193	11.91872972	10.93240244	12.50154452	12.27894596	12.53627712	12.07930066	12.20739794	11.60201854	11.48680914	12.10522849	11.7973357	12.38501774	12.53627712	11.21856247	11.67833959	12.1545575	12.50154452	11.15732631	11.8456266	12.23260106	13.17523758	12.20739794	12.18115616	11.21856247	12.10522849	12.23260106	12.35675627	10.2665123	11.39858397	11.39858397	12.62071533	12.27894596	11.50922902	12.23260106	11.21856247	12.27894596	11.32870809	11.77413327	12.20739794	11.94184224	12.1545575	12.03146883	11.87129403	13.39810351	11.8456266	12.18115616	11.50922902	11.10060438	12.50154452	12.41248887	12.62071533	10.72901278	12.35675627	13.10929022	12.20739794	12.05594243	12.47104622	11.21856247	12.53627712	12.20739794	11.89347396	11.13800467	11.30617334	11.32870809	12.43940771	12.00853066	12.71636748	12.1545575	11.52956193	11.46495816	12.32976974	13.77830857	11.91872972	12.03146883	11.67833959	11.46495816	12.43940771	11.82093643	12.27894596	12.62071533	12.18115616	12.56310486	13.1440406	11.96376742	11.98474477	12.12903054	11.75180379	11.15732631	12.30336564	11.96376742	12.27894596	12.43940771	12.35675627	12.1545575	11.23969738	12.38501774	10.3354245	12.03146883	10.91420204	12.12903054	11.13800467	12.50154452	11.96376742	11.39858397	11.91872972	11.37395263	11.77413327	12.7442169	11.04447478	11.82093643	12.18115616	12.30336564	11.55454279	13.1440406	12.43940771	11.1991076	9.174687547	12.20739794	12.00853066	12.41248887	13.10929022	11.37395263	12.50154452	12.71636748	12.53627712	12.12903054	11.98474477	11.8456266	12.62071533	12.27894596	12.18115616	12.56310486	11.75180379	11.7028028	11.8456266	12.00853066	12.18115616	11.8456266	12.23260106
"hsa-miR-181d"	8.257993187	8.39765214	8.04465108	8.291465945	8.084395819	8.568860371	8.111679769	8.422933487	8.39765214	7.981645012	8.420087328	8.269755539	8.64763324	8.214516978	8.13189353	8.26489571	7.997465746	8.548352276	8.061022388	8.838173918	8.181660383	8.38903917	8.260167348	8.129878859	8.239614163	8.099025978	8.2814769	8.598660349	8.183935474	8.340772331	8.11579428	8.340772331	8.071475144	8.594101345	8.38903917	8.223330092	8.314811451	8.291465945	8.196976607	8.333341581	8.539965568	8.207830216	8.35202218	8.205624859	8.422933487	8.469953976	8.565086464	8.090667323	8.317594909	8.181660383	8.274433065	8.346772521	8.400668971	8.223330092	8.301785832	8.756440277	8.237358053	8.088591865	8.607951588	8.456133547	8.811056223	8.56087249	8.075802558	8.181660383	8.146872702	8.357593455	8.662359427	8.188232064	8.148978419	8.335837456	8.539965568	8.374460939	8.140110975	8.103012025	8.192473048	8.43662588	8.422933487	8.845108281	8.449378057	8.227698249	8.06305284	8.054906868	8.524309248	8.838173918	8.343767361	8.502059342	8.39765214	8.148978419	8.296497664	7.953671512	8.241744509	8.304386059	8.196976607	8.400668971	8.138037555	8.276636012	8.056958124	8.16832788	8.119746907	8.272207614	8.320312471	8.301785832	8.386190682	8.36858789	8.257993187	8.466475912	8.175237344	8.301785832	8.230031044	7.934736967	8.067047568	8.711176388	8.831737965	8.16832788	8.279031749	8.286392531	8.466475912	8.170483686	8.330800429	7.951449479	8.36601972	9.084929664	8.097052434	8.232521744	8.246436975	8.296497664	8.544124354	8.38903917	8.38903917	8.35202218	8.279031749	8.086488808	8.612747876	8.39765214	7.985601035	8.10953703	8.170483686	8.69438589	8.394981005	8.293929752	8.42964799	8.239614163	8.301785832	8.340772331	8.505752467	8.456133547	8.170483686	8.622715939	8.052957	7.959859182	8.463046675	8.320312471	8.487651569	8.36320655	8.756440277	8.689753046	8.473235568	8.079946096	8.214516978	8.28385675	8.311921538	8.260167348	8.416453056	8.466475912	8.094928641	8.232521744	8.394981005	8.524309248	8.243953746	8.928225459	7.947116605	8.394981005	8.466475912	8.357593455	8.335837456	8.459520755	8.463046675	8.257993187	7.999424088	8.26489571	8.246436975	8.416453056	8.463046675	8.175237344	9.100509084	8.439665353	8.374460939	8.576651474	8.317594909	8.140110975	8.304386059	8.452901457	8.49468767	8.343767361	8.253225288	8.456133547	8.166147784	8.230031044	8.52825149	8.127779165	8.086488808
"hsa-miR-18a*"	9.732383669	9.93827586	9.069239462	9.100509084	9.852354504	9.246034438	9.045860381	10.94923853	9.744089744	10.34949966	9.445907282	8.864498962	9.43733282	9.124961493	9.397874306	10.04809367	10.1009592	9.200809842	9.273777015	8.986789114	10.4779186	9.584027884	9.427149109	9.813836382	9.514681669	9.264465041	9.273777015	8.864498962	10.28023523	9.60493224	9.183298673	10.22527916	9.852354504	9.656400786	10.77529517	9.912910517	9.888710015	9.293453469	10.40495541	9.465345237	9.017373571	9.465345237	9.293453469	9.455840423	9.699701773	9.827103646	9.200809842	10.32224609	10.62849263	10.08702345	9.699701773	10.74339345	9.218309079	9.533533354	9.218309079	10.74339345	11.26025437	9.40686427	10.40495541	10.43529175	9.183298673	9.494718379	10.15501812	9.00891358	8.738907078	8.871701311	9.544770932	9.43733282	9.678858889	11.17862251	8.56087249	9.417069042	8.738907078	9.789187644	10.59938578	10.1009592	10.96862185	9.544770932	10.1009592	9.864368198	10.56799688	9.6891248	9.357560082	9.283843373	9.00891358	9.357560082	9.667846616	10.41999099	10.46450294	11.91872972	9.800823156	9.721511116	10.23844555	9.800823156	9.593963293	10.36450765	9.678858889	9.864368198	9.744089744	9.864368198	9.07723748	9.445907282	9.157794965	9.514681669	10.75878959	9.95150721	9.200809842	9.523457535	9.840067594	9.183298673	10.06132224	9.283843373	9.656400786	10.07486167	9.427149109	9.100509084	9.710744634	9.330032371	9.573512565	11.1991076	9.368457781	9.533533354	9.505343358	10.02099185	10.34949966	10.55263636	9.061182776	9.246034438	9.544770932	10.25218693	9.60493224	9.732383669	9.069239462	9.347688848	9.645316034	10.65632755	10.89418652	11.72864573	9.13326689	9.827103646	9.60493224	10.16948283	9.755390665	9.900225475	9.888710015	9.48479555	9.87709073	9.744089744	9.645316034	9.912910517	9.427149109	10.12767257	10.183835	9.33955861	9.475156946	9.368457781	8.928225459	10.40495541	10.11444672	9.33955861	9.60493224	9.368457781	9.732383669	9.912910517	9.900225475	9.584027884	9.061182776	10.70032737	9.544770932	9.116885431	10.19944333	9.789187644	9.455840423	9.544770932	9.900225475	9.993718202	9.573512565	8.845108281	8.296497664	9.634663042	10.06132224	9.330032371	9.852354504	10.32224609	9.523457535	9.789187644	9.755390665	9.615992617	10.2665123	9.744089744	9.07723748	9.427149109	9.656400786	9.505343358	9.183298673	8.878024099	9.174687547	9.017373571	9.840067594	10.03443344	9.283843373
"hsa-miR-191"	15.09288593	15.06021383	15.04610703	15.112566	14.98983981	15.1812612	14.9034848	15.13278036	15.15544046	14.98983981	15.09288593	15.24111461	14.98983981	15.07495281	14.9519413	15.07495281	14.87956753	14.79505765	15.15544046	15.24111461	15.04610703	14.85611595	14.97781894	14.86694893	14.91477737	14.85611595	15.09288593	15.21034013	14.8208146	15.32346888	15.03159045	14.89097639	14.9034848	15.32346888	15.07495281	14.83350721	14.9519413	15.00359253	14.97781894	14.97781894	15.01747901	15.112566	15.21034013	14.97781894	14.926346	15.13278036	15.15544046	14.83350721	14.75614825	15.07495281	15.21034013	14.9034848	15.32346888	14.85611595	14.87956753	14.83350721	15.01747901	14.57582331	14.79505765	14.93864948	15.00359253	15.07495281	14.93864948	15.00359253	14.9519413	15.04610703	15.15544046	15.07495281	15.13278036	14.72985339	15.01747901	14.97781894	14.79505765	14.85611595	15.03159045	14.71704165	15.24111461	15.13278036	15.07495281	14.87956753	14.926346	15.00359253	14.68988488	15.09288593	15.03159045	15.07495281	15.112566	14.56149725	15.01747901	14.97781894	14.64846652	15.1812612	14.86694893	14.66185906	14.75614825	14.52673754	14.98983981	14.89097639	14.8208146	15.112566	15.07495281	14.926346	15.13278036	15.21034013	14.74309703	15.04610703	14.86694893	15.00359253	14.86694893	14.98983981	14.9519413	15.04610703	14.9519413	15.13278036	15.112566	15.07495281	15.1812612	15.09288593	15.07495281	15.04610703	15.07495281	15.21034013	15.21034013	14.78196015	14.98983981	15.09288593	15.1812612	14.78196015	14.98983981	14.97781894	15.15544046	14.86694893	15.03159045	14.83350721	14.89097639	14.59097395	14.72985339	14.9034848	15.1812612	15.15544046	14.9034848	14.64846652	14.68988488	14.91477737	15.01747901	15.15544046	15.1812612	15.04610703	15.09288593	15.13278036	14.97781894	14.83350721	14.91477737	14.926346	15.24111461	15.07495281	15.21034013	15.21034013	14.83350721	15.06021383	14.8208146	15.1812612	14.78196015	15.03159045	15.07495281	15.112566	15.03159045	15.07495281	15.21034013	15.13278036	14.64846652	15.06021383	15.09288593	15.03159045	14.98983981	14.9034848	15.15544046	14.98983981	15.03159045	15.01747901	15.13278036	14.9034848	15.21034013	14.8208146	15.06021383	14.98983981	14.87956753	15.112566	14.67495	14.93864948	14.78196015	14.8208146	14.93864948	15.112566	15.03159045	15.06021383	15.13278036	14.84495458	15.01747901	15.01747901	15.24111461
"hsa-miR-200a"	14.70363883	14.66185906	14.97781894	14.4934469	14.40484209	14.64846652	14.8208146	14.91477737	14.83350721	14.8208146	14.80778831	14.67495	14.67495	14.61928846	13.8733475	14.89097639	14.30530852	14.63338186	14.79505765	14.59097395	14.4934469	14.2487833	14.2487833	14.56149725	13.36777517	14.50923535	14.66185906	15.03159045	14.66185906	14.64846652	14.72985339	14.21140633	14.17385068	14.93864948	14.96484213	14.72985339	14.74309703	13.30506662	14.59097395	14.2487833	14.40484209	14.67495	14.8208146	14.34555499	14.86694893	14.76947504	14.83350721	14.84495458	14.76947504	14.61928846	14.9519413	14.47620498	14.70363883	13.71916543	14.70363883	14.926346	14.86694893	14.83350721	14.54420664	14.68988488	14.67495	14.8208146	14.87956753	14.64846652	14.93864948	14.74309703	14.84495458	14.47620498	15.21034013	14.26801642	14.74309703	14.79505765	14.30530852	9.87709073	14.2487833	14.56149725	14.71704165	14.63338186	14.42369104	14.50923535	14.67495	14.85611595	14.44119994	14.91477737	14.28550923	14.59097395	14.61928846	14.72985339	14.45898538	14.85611595	14.87956753	14.72985339	14.44119994	14.78196015	13.04668546	14.76947504	15.21034013	14.60570234	13.8733475	14.89097639	14.52673754	14.61928846	14.64846652	14.79505765	14.8208146	14.26801642	14.63338186	14.85611595	14.21140633	14.2487833	12.00853066	14.85611595	14.97781894	11.26025437	15.07495281	14.74309703	14.67495	14.44119994	14.56149725	14.91477737	14.76947504	14.68988488	14.9519413	14.9034848	14.72985339	14.70363883	14.63338186	13.84039635	14.71704165	14.34555499	14.86694893	14.11251571	14.79505765	15.09288593	13.24120069	14.76947504	15.04610703	14.87956753	14.06964569	14.32487575	14.17385068	14.74309703	14.36670746	14.38515339	14.47620498	14.56149725	11.87129403	14.89097639	14.67495	14.63338186	14.42369104	14.06964569	14.38515339	13.97684458	14.64846652	14.68988488	14.72985339	14.56149725	14.98983981	14.87956753	14.23198182	14.9034848	13.30506662	14.60570234	14.86694893	15.04610703	14.85611595	15.01747901	15.00359253	14.79505765	13.56210515	14.11251571	14.63338186	14.54420664	14.85611595	14.28550923	14.56149725	14.9034848	13.97684458	13.97684458	14.72985339	14.72985339	14.59097395	14.66185906	14.91477737	14.47620498	14.47620498	14.50923535	14.45898538	14.89097639	13.92701501	14.79505765	13.99896396	14.76947504	14.78196015	14.9034848	14.71704165	14.34555499	14.64846652	14.38515339	14.47620498
"hsa-miR-200c"	15.27573146	15.21034013	15.27573146	15.27573146	15.27573146	15.27573146	15.32346888	15.32346888	15.32346888	15.32346888	15.27573146	15.32346888	15.27573146	15.32346888	15.21034013	15.32346888	15.32346888	15.27573146	15.24111461	15.21034013	15.24111461	15.27573146	15.27573146	15.112566	14.84495458	15.24111461	15.21034013	15.27573146	15.32346888	15.27573146	15.24111461	15.27573146	15.24111461	15.112566	15.13278036	15.27573146	15.32346888	15.27573146	15.27573146	15.24111461	15.27573146	15.24111461	15.27573146	15.32346888	15.32346888	15.24111461	15.24111461	15.32346888	15.27573146	15.32346888	15.27573146	15.32346888	14.87956753	15.15544046	15.27573146	15.32346888	15.32346888	15.21034013	15.13278036	15.24111461	15.24111461	15.21034013	15.27573146	15.27573146	15.21034013	15.21034013	14.926346	15.27573146	15.15544046	15.32346888	15.32346888	15.27573146	15.15544046	13.24120069	15.1812612	15.32346888	15.27573146	15.21034013	15.24111461	15.24111461	15.27573146	15.32346888	15.21034013	15.13278036	15.21034013	15.27573146	15.27573146	15.24111461	15.21034013	15.13278036	15.32346888	15.27573146	15.27573146	15.32346888	15.04610703	15.04610703	15.06021383	15.21034013	15.24111461	15.27573146	15.32346888	15.21034013	15.27573146	15.27573146	14.926346	15.41212748	15.112566	15.15544046	15.27573146	15.27573146	13.62542403	15.27573146	15.27573146	15.27573146	15.1812612	15.15544046	15.27573146	15.27573146	15.27573146	15.27573146	15.06021383	15.32346888	15.15544046	15.32346888	15.21034013	15.32346888	15.27573146	15.24111461	15.32346888	15.24111461	15.32346888	15.24111461	15.32346888	15.1812612	13.92701501	15.09288593	14.84495458	15.24111461	15.24111461	15.27573146	15.07495281	15.09288593	15.32346888	15.27573146	15.24111461	15.32346888	15.24111461	15.27573146	15.24111461	15.27573146	15.27573146	15.21034013	15.15544046	15.27573146	15.1812612	15.21034013	15.32346888	15.27573146	15.24111461	15.112566	15.27573146	15.15544046	15.13278036	15.15544046	15.21034013	15.07495281	15.24111461	15.27573146	15.32346888	15.24111461	14.98983981	15.24111461	15.24111461	15.24111461	15.21034013	15.09288593	15.27573146	15.27573146	15.15544046	15.15544046	15.21034013	15.24111461	15.27573146	15.1812612	15.1812612	15.09288593	15.04610703	15.21034013	15.32346888	15.32346888	15.24111461	15.27573146	15.27573146	15.27573146	15.24111461	15.32346888	15.27573146	15.1812612	15.27573146	15.24111461	15.07495281
