"GSM552961"	"GSM552962"	"GSM552963"	"GSM552964"	"GSM552965"	"GSM552966"	"GSM552968"	"GSM552969"	"GSM552970"	"GSM552971"	"GSM552972"	"GSM552973"	"GSM552974"	"GSM552975"	"GSM552976"	"GSM552977"	"GSM552978"	"GSM552979"	"GSM552980"	"GSM552981"	"GSM552982"	"GSM552983"	"GSM552984"	"GSM552985"	"GSM552986"	"GSM552987"	"GSM552988"	"GSM552989"	"GSM552990"	"GSM552991"	"GSM552992"	"GSM552993"	"GSM552994"	"GSM552995"	"GSM552996"	"GSM552997"	"GSM552998"	"GSM552999"	"GSM553000"	"GSM553001"	"GSM553002"	"GSM553003"	"GSM553004"	"GSM553005"	"GSM553006"	"GSM553007"	"GSM553008"	"GSM553009"	"GSM553010"	"GSM553011"	"GSM553012"	"GSM553013"	"GSM553014"	"GSM553015"	"GSM553016"	"GSM553017"	"GSM553018"	"GSM553019"	"GSM553020"	"GSM553021"	"GSM553022"	"GSM553023"	"GSM553024"	"GSM553025"	"GSM553026"	"GSM553027"	"GSM553028"	"GSM553029"	"GSM553030"	"GSM553031"	"GSM553032"	"GSM553033"	"GSM553034"	"GSM553035"	"GSM553036"	"GSM553037"	"GSM553038"	"GSM553039"	"GSM553040"	"GSM553041"	"GSM553043"	"GSM553045"	"GSM553046"	"GSM553047"	"GSM553048"	"GSM553049"	"GSM553050"	"GSM553051"	"GSM553052"	"GSM553053"	"GSM553054"	"GSM553055"	"GSM553056"	"GSM553057"	"GSM553058"	"GSM553059"	"GSM553060"	"GSM553061"	"GSM553062"	"GSM553063"	"GSM553064"	"GSM553065"	"GSM553066"	"GSM553067"	"GSM553069"	"GSM553070"	"GSM553071"	"GSM553072"	"GSM553073"	"GSM553074"	"GSM553075"	"GSM553076"	"GSM553077"	"GSM553079"	"GSM553081"	"GSM553082"	"GSM553083"	"GSM553084"	"GSM553085"	"GSM553086"	"GSM553087"	"GSM553089"	"GSM553090"	"GSM553091"	"GSM553092"	"GSM553093"	"GSM553094"	"GSM553095"	"GSM553096"	"GSM553097"	"GSM553098"	"GSM553099"	"GSM553100"	"GSM553101"	"GSM553102"	"GSM553103"	"GSM553104"	"GSM553105"	"GSM553106"	"GSM553107"	"GSM553109"	"GSM553110"	"GSM553111"	"GSM553112"	"GSM553113"	"GSM553114"	"GSM553115"	"GSM553116"	"GSM553117"	"GSM553118"	"GSM553119"	"GSM553120"	"GSM553121"	"GSM553122"	"GSM553123"	"GSM553124"	"GSM553125"	"GSM553126"	"GSM553127"	"GSM553128"	"GSM553129"	"GSM553130"	"GSM553131"	"GSM553132"	"GSM553133"	"GSM553134"	"GSM553135"	"GSM553136"	"GSM553137"	"GSM553138"	"GSM553139"	"GSM553140"	"GSM553141"	"GSM553142"	"GSM553143"	"GSM553144"	"GSM553145"	"GSM553146"	"GSM553147"	"GSM553148"	"GSM553149"	"GSM553150"	"GSM553151"	"GSM553152"	"GSM553154"	"GSM553155"	"GSM553156"	"GSM553157"	"GSM553158"	"GSM553159"	"GSM553160"	"GSM553161"	"GSM553162"	"GSM553163"	"GSM553164"	"GSM553165"	"GSM553166"	"GSM553167"	"GSM553168"	"GSM553169"	"GSM553170"
"hsa-miR-593*"	8.203344335	7.926020415	8.172687989	8.092723407	8.179503046	8.166147784	8.172687989	8.058998246	8.007020901	8.28385675	8.194835792	8.061022388	8.011119955	8.111679769	8.311921538	8.10953703	8.14469163	8.148978419	7.971924782	8.140110975	8.125674324	8.092723407	8.03290784	8.194835792	8.129878859	7.923988908	8.090667323	8.16832788	8.105150603	8.082068777	8.207830216	8.03290784	8.198853653	8.019122739	8.069328116	8.06305284	8.153222063	7.993590574	8.155359944	8.133769207	8.017023188	8.090667323	8.082068777	8.058998246	8.10953703	8.135973596	8.121790664	8.133769207	8.019122739	8.026997658	8.035083647	8.103012025	8.024971525	7.997465746	8.079946096	8.151142517	8.082068777	8.015070641	7.979756403	8.225719633	7.991721925	8.111679769	8.172687989	8.267261416	9.069239462	8.194835792	8.03290784	8.111679769	8.031029243	8.148978419	8.155359944	8.075802558	8.050769326	7.942913443	8.133769207	7.989700779	8.105150603	8.058998246	8.10953703	8.539965568	8.054906868	8.103012025	7.997465746	8.031029243	8.007020901	8.097052434	8.082068777	7.971924782	8.309389846	8.003133346	8.097052434	8.007020901	8.257993187	7.989700779	8.088591865	8.026997658	8.119746907	8.00113542	8.075802558	8.075802558	8.111679769	8.031029243	7.997465746	8.073420185	8.092723407	7.917642505	8.103012025	8.078011872	8.026997658	8.192473048	7.999424088	8.088591865	8.10953703	8.159576858	8.221276069	8.058998246	8.06305284	8.06305284	8.036974356	8.123504456	8.079946096	7.983484028	8.013208972	8.376878414	8.155359944	7.936587633	8.061022388	8.0209631	7.981645012	8.058998246	8.161981483	8.113796297	8.086488808	8.135973596	8.251152077	8.267261416	8.092723407	8.214516978	8.019122739	8.10953703	8.11579428	8.140110975	8.133769207	8.071475144	7.938696758	8.172687989	8.009002842	8.146872702	7.88560088	8.196976607	8.036974356	7.910993351	7.987696869	8.022900749	8.078011872	8.092723407	8.123504456	7.951449479	8.0209631	8.227698249	8.223330092	8.157552516	8.011119955	8.03290784	7.910993351	8.117806691	8.153222063	8.161981483	8.159576858	8.022900749	8.035083647	8.10953703	8.079946096	7.985601035	8.140110975	7.965688654	8.061022388	8.105150603	8.628535461	8.035083647	8.052957	8.151142517	7.938696758	8.036974356	7.993590574	8.035083647	7.973762537	8.048606425	7.893139113	8.082068777	8.005084409	8.015070641	8.227698249	8.216992779	8.022900749	8.230031044	8.117806691	8.212164131	8.024971525	7.999424088	8.088591865
"hsa-miR-595"	7.913229251	8.133769207	8.107422064	7.934736967	7.928222656	7.977852079	7.963488045	7.970087716	7.951449479	7.913229251	8.036974356	7.908667027	7.926020415	7.915522191	7.870236507	8.024971525	7.945156519	7.890601342	7.959859182	7.89998465	7.904536924	7.945156519	7.890601342	7.906501573	7.895523686	7.959859182	7.957782684	8.11579428	7.945156519	7.872692463	8.135973596	7.965688654	8.013208972	7.875306318	7.882865801	7.852559005	7.938696758	8.082068777	8.003133346	7.938696758	7.83136935	7.942913443	7.893139113	7.926020415	7.893139113	7.895523686	7.913229251	8.088591865	7.932681929	7.882865801	8.019122739	7.975675741	7.915522191	7.893139113	7.932681929	7.971924782	7.872692463	8.019122739	7.846448462	7.945156519	7.877919577	7.930378153	7.947116605	7.89998465	8.005084409	7.842546728	7.910993351	7.904536924	7.793358889	8.031029243	7.934736967	8.054906868	7.908667027	7.915522191	7.955686397	8.054906868	7.858519559	7.917642505	7.895523686	8.022900749	7.913229251	7.930378153	7.945156519	7.870236507	7.88560088	7.919772963	7.928222656	8.219213183	7.975675741	7.989700779	7.959859182	7.88055758	8.075802558	8.036974356	7.936587633	7.915522191	7.858519559	8.183935474	7.893139113	7.855787502	7.957782684	7.906501573	7.932681929	7.806494498	8.03290784	7.959859182	7.919772963	7.83136935	7.90219065	7.932681929	8.003133346	7.855787502	7.89998465	7.928222656	7.877919577	7.90219065	7.870236507	8.04465108	7.970087716	7.872692463	8.097052434	7.817542512	8.082068777	8.028931877	7.775218658	7.906501573	7.846448462	7.872692463	7.89998465	7.928222656	7.913229251	7.906501573	7.888174055	7.904536924	7.906501573	7.88560088	7.971924782	7.882865801	7.942913443	7.849420491	7.977852079	8.04465108	7.817542512	7.953671512	8.223330092	7.940642142	7.961676718	7.945156519	7.858519559	7.904536924	7.904536924	8.127779165	7.888174055	7.965688654	7.855787502	7.951449479	7.923988908	8.019122739	7.867419229	7.877919577	7.83136935	7.959859182	7.897880846	7.951449479	8.183935474	7.890601342	7.930378153	7.959859182	8.026997658	7.89998465	7.932681929	7.817542512	7.915522191	7.965688654	8.022900749	8.103012025	7.928222656	8.026997658	8.325614591	7.953671512	7.893139113	7.913229251	8.04465108	7.83136935	8.011119955	8.026997658	7.908667027	7.888174055	8.03290784	7.965688654	7.90219065	7.915522191	8.079946096	7.985601035	7.895523686	7.826919393	7.875306318	7.938696758	7.919772963	7.938696758	7.806494498
"hsa-miR-598"	11.30617334	10.37679365	9.912910517	10.87803547	10.19944333	9.993718202	10.02099185	10.03443344	10.40495541	9.979373637	9.912910517	10.70032737	11.08180196	9.979373637	10.15501812	9.852354504	10.91420204	10.23844555	9.634663042	9.993718202	12.07930066	10.77529517	11.7973357	9.979373637	10.183835	10.55263636	9.93827586	9.60493224	10.07486167	10.03443344	10.62849263	11.21856247	10.6420229	9.615992617	10.00783239	10.86016408	9.523457535	10.56799688	10.91420204	10.14057566	10.37679365	10.4779186	10.40495541	10.94923853	11.62716859	10.03443344	10.183835	10.5843706	10.22527916	10.65632755	8.871701311	10.45020885	9.789187644	10.11444672	10.04809367	10.45020885	10.23844555	9.95150721	9.678858889	10.5374791	10.77529517	10.68563604	10.77529517	11.32870809	8.689753046	10.65632755	11.17862251	10.2665123	11.52956193	10.55263636	10.02099185	9.494718379	9.14241679	11.57759743	10.79299167	11.8456266	10.39193864	10.14057566	10.65632755	9.388084963	9.645316034	9.93827586	9.840067594	11.1991076	10.8259177	10.77529517	10.25218693	8.422933487	10.89418652	9.116885431	11.57759743	11.15732631	10.72901278	9.979373637	11.02591755	9.00891358	11.06388014	9.40686427	10.74339345	9.377909458	10.91420204	10.34949966	10.71526743	9.721511116	10.21332862	9.347688848	9.321075916	9.505343358	10.37679365	10.21332862	11.32870809	9.900225475	9.800823156	9.656400786	9.864368198	10.6420229	10.41999099	10.15501812	10.00783239	9.645316034	9.209538743	9.926801619	9.218309079	9.965078391	9.864368198	11.42271916	9.87709073	9.699701773	9.273777015	10.39193864	9.553904759	11.37395263	10.52245986	9.593963293	10.29290654	9.840067594	9.330032371	9.209538743	10.04809367	10.32224609	9.755390665	9.60493224	10.1009592	10.5374791	9.827103646	12.10522849	9.48479555	10.70032737	12.47104622	10.3354245	10.08702345	10.68563604	9.634663042	9.789187644	10.183835	12.23260106	10.55263636	10.52245986	9.744089744	9.505343358	10.34949966	9.455840423	11.21856247	10.1009592	9.273777015	11.30617334	9.755390665	9.789187644	10.5843706	9.553904759	11.35182242	11.1991076	10.65632755	10.11444672	10.2665123	11.13800467	9.852354504	9.061182776	10.40495541	9.95150721	11.42271916	10.86016408	9.766313232	11.75180379	10.43529175	10.22527916	9.347688848	10.37679365	9.615992617	10.16948283	10.65632755	10.21332862	9.965078391	9.979373637	9.888710015	9.388084963	10.12767257	10.70032737	10.11444672	9.514681669	10.49409731
"hsa-miR-600"	8.031029243	8.078011872	7.895523686	8.019122739	8.18604687	8.140110975	7.985601035	8.007020901	8.121790664	7.991721925	7.989700779	8.125674324	8.155359944	8.017023188	8.04465108	8.157552516	8.16832788	8.071475144	8.026997658	7.965688654	8.135973596	7.997465746	7.985601035	8.239614163	8.073420185	7.906501573	8.082068777	7.934736967	7.910993351	7.981645012	8.246436975	7.997465746	7.987696869	8.293929752	8.024971525	8.183935474	7.977852079	7.985601035	7.930378153	8.210039475	8.038738245	8.038738245	8.067047568	8.024971525	7.985601035	8.052957	8.084395819	8.175237344	7.977852079	7.945156519	8.237358053	8.069328116	8.276636012	8.35202218	8.075802558	8.00113542	8.071475144	8.011119955	8.338096694	8.343767361	8.082068777	7.991721925	7.908667027	8.357593455	8.157552516	7.951449479	8.274433065	8.214516978	8.207830216	7.947116605	7.8353294	8.005084409	7.888174055	8.386190682	8.422933487	8.383007753	8.207830216	7.997465746	8.075802558	8.036974356	7.979756403	8.11579428	8.306767506	8.11579428	8.003133346	7.989700779	8.086488808	8.232521744	8.094928641	7.971924782	7.999424088	8.04465108	8.067047568	8.046540047	8.073420185	8.232521744	7.951449479	8.086488808	8.237358053	8.094928641	7.995536202	7.934736967	7.917642505	8.005084409	8.357593455	8.175237344	8.172687989	8.092723407	8.084395819	7.985601035	8.52825149	8.046540047	8.082068777	7.985601035	7.919772963	8.36320655	8.056958124	8.317594909	7.985601035	7.915522191	8.198853653	8.054906868	7.993590574	8.00113542	8.088591865	8.119746907	7.973762537	8.036974356	8.279031749	8.092723407	8.0209631	8.146872702	7.961676718	8.400668971	7.983484028	8.42636246	8.194835792	8.13189353	7.910993351	8.048606425	8.040710539	8.166147784	8.105150603	8.082068777	8.079946096	8.003133346	8.26489571	7.985601035	8.022900749	8.279031749	8.028931877	8.005084409	8.360681043	8.360681043	8.067047568	7.971924782	8.125674324	8.221276069	8.248808724	7.973762537	7.999424088	7.90219065	8.214516978	8.170483686	8.013208972	8.079946096	8.205624859	7.977852079	7.961676718	8.175237344	7.938696758	8.232521744	8.0209631	7.951449479	8.009002842	7.949272089	8.04465108	8.009002842	7.826919393	8.11579428	7.979756403	7.993590574	8.06305284	8.017023188	8.084395819	8.067047568	8.309389846	7.979756403	8.320312471	8.042657082	8.071475144	8.007020901	8.067047568	7.864652859	7.947116605	8.196976607	8.14469163	8.127779165	7.945156519	8.107422064	8.194835792
"hsa-miR-602"	8.386190682	8.36601972	8.317594909	8.296497664	8.333341581	8.42636246	8.452901457	8.288862395	8.456133547	8.262549044	8.260167348	8.42636246	8.657306894	8.476788061	8.276636012	8.286392531	8.192473048	8.394981005	8.410012776	8.39765214	8.498444131	8.26489571	8.394981005	8.225719633	8.201075382	8.320312471	8.422933487	8.35202218	8.40686499	8.205624859	8.343767361	8.123504456	8.374460939	8.097052434	8.148978419	8.598660349	8.473235568	8.243953746	8.286392531	8.28385675	8.456133547	8.38903917	8.36601972	8.36858789	8.301785832	8.346772521	8.505752467	8.216992779	8.216992779	8.354864319	8.306767506	8.190209079	8.371256537	8.232521744	8.49468767	8.357593455	8.219213183	8.269755539	8.39765214	8.524309248	8.299161557	8.535998353	8.183935474	8.56087249	8.700255772	8.502059342	8.138037555	8.39765214	8.301785832	8.243953746	8.36320655	8.416453056	8.357593455	8.357593455	8.248808724	8.416453056	8.267261416	8.456133547	8.203344335	8.198853653	8.198853653	8.214516978	8.221276069	8.146872702	8.544124354	8.463046675	8.299161557	8.311921538	8.376878414	8.175237344	8.304386059	8.299161557	8.203344335	8.274433065	8.230031044	8.079946096	8.219213183	8.304386059	8.328202414	8.404033103	8.452901457	8.509150941	8.269755539	8.354864319	8.253225288	8.232521744	8.420087328	8.153222063	8.40686499	8.420087328	8.205624859	8.343767361	8.445999456	8.293929752	8.304386059	8.103012025	8.452901457	8.69438589	8.484032996	8.622715939	8.181660383	8.548352276	8.328202414	8.241744509	8.227698249	8.391946141	8.420087328	8.214516978	8.155359944	8.314811451	8.227698249	8.340772331	8.36320655	8.18604687	8.246436975	8.276636012	8.046540047	8.205624859	8.276636012	8.196976607	8.39765214	8.082068777	8.276636012	8.306767506	8.214516978	8.291465945	8.317594909	8.383007753	8.36601972	8.340772331	8.330800429	8.212164131	8.058998246	8.267261416	8.657306894	8.535998353	8.487651569	8.10953703	8.079946096	8.251152077	8.333341581	8.505752467	8.452901457	8.227698249	8.253225288	8.286392531	8.612747876	8.314811451	8.43299539	8.491290778	8.498444131	8.416453056	8.383007753	8.291465945	8.243953746	8.090667323	8.383007753	8.449378057	8.075802558	8.386190682	8.42964799	8.301785832	8.11579428	8.183935474	8.376878414	8.354864319	8.203344335	8.380115392	8.084395819	8.267261416	8.343767361	8.251152077	8.338096694	8.092723407	8.442870137	8.473235568	8.304386059	8.306767506	8.449378057	8.42964799	8.476788061
"hsa-miR-605"	7.940642142	8.005084409	7.932681929	8.028931877	8.015070641	7.991721925	8.022900749	7.932681929	7.855787502	8.227698249	8.491290778	8.272207614	8.075802558	8.024971525	7.955686397	8.075802558	8.009002842	8.056958124	8.038738245	8.105150603	8.005084409	8.196976607	8.140110975	8.052957	7.926020415	7.957782684	8.133769207	8.117806691	7.999424088	8.119746907	8.198853653	7.947116605	7.979756403	8.086488808	7.997465746	8.075802558	8.003133346	8.28385675	8.354864319	7.957782684	8.078011872	8.071475144	7.870236507	8.046540047	8.105150603	7.945156519	8.038738245	7.904536924	7.947116605	8.113796297	7.915522191	8.009002842	7.890601342	8.048606425	8.138037555	8.052957	7.890601342	7.88055758	8.015070641	8.026997658	8.052957	7.855787502	8.216992779	8.073420185	8.090667323	8.026997658	7.957782684	7.949272089	8.260167348	8.064872659	8.079946096	8.050769326	8.2814769	8.082068777	7.985601035	8.480271555	8.410012776	8.151142517	8.111679769	8.274433065	7.838750034	7.906501573	8.022900749	7.947116605	7.936587633	8.013208972	8.111679769	7.928222656	8.161981483	8.078011872	8.146872702	8.092723407	7.951449479	8.079946096	8.003133346	7.993590574	8.125674324	8.237358053	8.035083647	7.842546728	8.067047568	7.987696869	7.973762537	8.140110975	7.957782684	7.90219065	8.038738245	7.983484028	8.119746907	8.052957	7.83136935	7.917642505	8.050769326	7.930378153	8.075802558	7.936587633	8.058998246	8.019122739	8.079946096	7.913229251	7.875306318	8.0209631	7.910993351	8.003133346	8.084395819	7.919772963	8.123504456	8.146872702	7.890601342	8.038738245	8.088591865	8.36601972	8.18604687	8.36858789	7.973762537	7.897880846	7.872692463	7.963488045	7.906501573	8.201075382	7.923988908	7.89998465	7.981645012	8.00113542	7.875306318	8.086488808	8.155359944	7.949272089	8.201075382	8.082068777	8.159576858	7.906501573	7.846448462	8.225719633	7.947116605	8.088591865	8.048606425	8.117806691	7.882865801	7.959859182	8.225719633	8.198853653	8.031029243	8.048606425	7.985601035	8.073420185	8.071475144	8.360681043	8.142405299	8.1009299	8.146872702	7.997465746	7.961676718	8.00113542	7.90219065	8.146872702	8.119746907	7.944034981	8.26489571	8.43299539	8.642975697	8.035083647	7.979756403	8.005084409	7.989700779	8.155359944	7.959859182	8.064872659	7.906501573	7.999424088	8.040710539	8.086488808	8.061022388	8.205624859	8.148978419	8.03290784	7.9356623	8.103012025	8.040710539	8.036974356	7.989700779
"hsa-miR-606"	7.817542512	7.806494498	7.957782684	7.826919393	7.826919393	7.989700779	7.775218658	7.806494498	7.8353294	7.817542512	7.826919393	7.800531461	7.761099127	7.849420491	7.738267487	7.738267487	7.872692463	7.867419229	7.761099127	7.838750034	7.761099127	7.800531461	7.821844366	7.838750034	7.806494498	7.867419229	7.83136935	7.800531461	7.793358889	7.738267487	7.793358889	7.793358889	7.826919393	7.761099127	7.785505717	7.793358889	7.775218658	7.90219065	7.785505717	7.785505717	7.806494498	7.761099127	7.864652859	7.806494498	7.821844366	7.838750034	7.849420491	7.811823636	7.806494498	7.793358889	7.761099127	7.738267487	7.842546728	7.761099127	7.738267487	7.800531461	7.910993351	7.761099127	7.800531461	7.817542512	7.800531461	7.775218658	7.838750034	7.934736967	7.800531461	7.846448462	7.793358889	7.855787502	7.893139113	7.875306318	7.908667027	7.915522191	7.875306318	7.793358889	7.738267487	7.838750034	7.979756403	7.785505717	7.928222656	7.785505717	7.761099127	7.855787502	7.785505717	7.806494498	7.90219065	7.8353294	7.867419229	7.846448462	7.761099127	7.811823636	7.842546728	7.775218658	7.826919393	7.793358889	7.888174055	7.761099127	7.806494498	7.817542512	7.858519559	7.800531461	7.83136935	7.738267487	7.842546728	7.8353294	7.775218658	7.775218658	7.800531461	7.738267487	7.852559005	7.8353294	7.858519559	7.867419229	7.849420491	7.864652859	7.738267487	7.738267487	7.826919393	7.817542512	7.842546728	7.785505717	7.793358889	7.761099127	7.793358889	7.846448462	7.800531461	7.775218658	7.811823636	7.890601342	7.800531461	7.800531461	7.89998465	7.846448462	7.806494498	7.738267487	7.852559005	7.8353294	7.775218658	7.806494498	7.870236507	7.890601342	7.811823636	7.761099127	7.775218658	7.83136935	7.775218658	7.867419229	7.806494498	7.86170469	7.915522191	7.761099127	7.8353294	7.817542512	7.785505717	7.775218658	7.775218658	7.775218658	7.738267487	7.821844366	7.800531461	7.867419229	7.785505717	7.870236507	7.872692463	7.849420491	7.785505717	7.83136935	7.852559005	7.867419229	7.826919393	7.855787502	7.930378153	7.846448462	7.817542512	7.761099127	7.890601342	7.738267487	7.761099127	7.785505717	7.846448462	7.846448462	7.855787502	7.86170469	7.870236507	7.793358889	7.811823636	7.817542512	7.738267487	7.86170469	7.785505717	7.826919393	7.855787502	7.821844366	7.910993351	8.069328116	7.875306318	7.86170469	7.811823636	7.904536924	7.913229251	7.793358889	7.821844366
"hsa-miR-614"	10.03443344	11.06388014	9.445907282	9.813836382	9.744089744	9.755390665	9.514681669	9.357560082	9.584027884	9.388084963	9.615992617	9.593963293	9.624699327	9.465345237	9.634663042	9.553904759	10.16948283	9.455840423	9.321075916	10.28023523	9.667846616	9.634663042	9.494718379	9.573512565	9.678858889	9.563862603	9.563862603	10.08702345	10.00783239	9.523457535	9.33955861	9.993718202	9.766313232	10.28023523	9.293453469	9.357560082	9.553904759	9.634663042	10.07486167	9.615992617	10.02099185	9.40686427	9.615992617	9.93827586	9.87709073	9.40686427	9.505343358	9.505343358	9.634663042	9.397874306	11.35182242	9.505343358	10.02099185	9.721511116	10.06132224	9.191323979	9.744089744	9.840067594	9.888710015	9.368457781	9.330032371	9.656400786	9.60493224	9.667846616	9.721511116	9.912910517	10.70032737	9.852354504	9.475156946	9.6891248	9.678858889	9.397874306	9.912910517	10.39193864	9.965078391	9.813836382	9.427149109	9.563862603	9.840067594	9.544770932	9.667846616	9.553904759	9.778107788	10.00783239	9.744089744	9.900225475	9.624699327	10.5374791	9.6891248	9.283843373	9.48479555	9.827103646	9.979373637	9.475156946	10.06132224	9.33955861	9.60493224	10.68563604	10.12767257	9.732383669	9.699701773	9.593963293	10.04809367	9.789187644	9.900225475	10.74339345	10.07486167	10.65632755	9.721511116	9.93827586	9.852354504	9.357560082	9.584027884	9.321075916	9.475156946	10.08702345	9.6891248	9.209538743	9.778107788	9.465345237	10.34949966	9.888710015	9.827103646	9.544770932	9.475156946	9.678858889	9.60493224	9.710744634	9.840067594	9.800823156	9.505343358	9.553904759	9.634663042	9.445907282	9.553904759	9.634663042	9.800823156	9.43733282	9.778107788	9.388084963	9.624699327	10.21332862	9.505343358	9.573512565	9.699701773	9.465345237	9.533533354	10.00783239	10.45020885	9.544770932	10.03443344	9.778107788	9.840067594	11.00640033	9.721511116	10.22527916	9.732383669	9.505343358	9.303132129	9.840067594	9.721511116	10.30748999	9.965078391	9.645316034	9.778107788	9.755390665	9.721511116	9.33955861	9.645316034	10.14057566	10.16948283	9.755390665	9.615992617	10.14057566	9.533533354	9.397874306	9.699701773	9.778107788	10.94923853	9.624699327	9.505343358	9.445907282	9.800823156	9.377909458	9.48479555	9.60493224	11.39858397	10.32224609	9.979373637	9.377909458	9.778107788	9.634663042	9.912910517	9.455840423	9.584027884	9.778107788	9.766313232	9.732383669	9.87709073	9.813836382	9.634663042
"hsa-miR-616*"	8.248808724	8.04465108	8.56087249	8.548352276	8.325614591	8.456133547	8.153222063	9.13326689	8.750790747	8.657306894	8.871701311	8.689753046	8.502059342	8.899608519	8.121790664	8.857723271	8.607951588	8.39765214	8.383007753	8.491290778	8.779817373	8.487651569	8.589744073	8.469953976	8.667427063	8.371256537	8.56087249	8.539965568	8.556499631	8.767904311	8.480271555	8.727865875	8.473235568	8.473235568	8.585509647	9.13326689	8.480271555	8.39765214	8.439665353	8.878024099	8.360681043	8.884870569	8.831737965	8.662359427	8.35202218	8.43299539	8.733195394	8.773494441	8.864498962	8.585509647	8.26489571	8.662359427	8.516779307	8.568860371	8.198853653	8.343767361	8.484032996	8.445999456	8.568860371	8.64763324	8.618318906	8.576651474	8.513062505	8.031029243	7.965688654	8.183935474	8.502059342	9.061182776	8.845108281	8.073420185	8.192473048	8.864498962	8.413304683	8.95755439	9.001858258	8.346772521	8.994945721	8.445999456	8.304386059	8.445999456	8.400668971	9.60493224	8.476788061	8.400668971	8.851079081	8.445999456	8.466475912	7.932681929	8.786395577	8.18604687	8.878024099	8.589744073	8.456133547	8.34956309	8.667427063	8.40686499	8.491290778	8.416453056	8.920711083	8.657306894	8.689753046	8.340772331	8.333341581	8.439665353	8.164137369	8.210039475	8.243953746	8.291465945	8.38903917	7.997465746	9.023770798	8.445999456	8.673344685	8.400668971	8.689753046	8.552352031	8.738907078	8.056958124	8.420087328	8.272207614	8.374460939	8.622715939	8.296497664	8.892443896	8.580983147	8.750790747	8.689753046	8.153222063	8.386190682	8.845108281	8.798756154	8.64763324	8.56087249	8.95755439	8.376878414	8.32287704	8.420087328	8.552352031	8.216992779	8.756440277	8.65235862	8.52825149	8.845108281	8.548352276	8.286392531	8.906981101	8.40686499	8.544124354	9.116885431	8.831737965	8.357593455	8.227698249	8.603262594	8.568860371	8.469953976	8.360681043	8.64763324	9.017373571	8.95755439	8.172687989	8.404033103	8.705849868	8.539965568	8.589744073	8.484032996	8.786395577	8.491290778	8.556499631	8.572490826	8.779817373	8.738907078	8.52047937	8.792470147	8.25566077	8.913806652	8.201075382	8.64763324	8.469953976	8.667427063	8.276636012	9.124961493	8.612747876	8.36601972	8.36858789	8.576651474	8.383007753	8.338096694	8.589744073	8.2814769	9.031142311	8.279031749	8.498444131	8.34956309	9.157794965	8.539965568	8.463046675	8.667427063	8.210039475	8.473235568	8.585509647	8.936016154
"hsa-miR-618"	8.40686499	8.637827362	8.622715939	10.14057566	10.08702345	8.516779307	9.023770798	8.445999456	8.838173918	8.544124354	10.62849263	8.585509647	9.209538743	9.667846616	9.001858258	10.98694451	8.994945721	11.50922902	8.750790747	8.798756154	9.100509084	9.023770798	9.228091394	9.174687547	9.255423878	8.463046675	9.347688848	10.21332862	8.480271555	9.116885431	9.053678361	8.798756154	8.878024099	9.100509084	8.552352031	9.533533354	8.572490826	10.50834115	11.06388014	9.053678361	9.840067594	8.64763324	9.191323979	10.77529517	9.264465041	9.228091394	9.800823156	8.589744073	8.979614249	9.053678361	8.598660349	8.845108281	8.548352276	8.864498962	8.56087249	8.69438589	9.031142311	8.899608519	8.473235568	10.03443344	9.615992617	8.838173918	8.556499631	10.28023523	8.394981005	8.317594909	8.845108281	8.473235568	8.505752467	8.585509647	8.965407292	8.994945721	8.603262594	9.293453469	8.831737965	8.333341581	9.069239462	9.100509084	9.124961493	8.42636246	8.487651569	11.08180196	8.689753046	8.532298415	9.14241679	10.14057566	8.509150941	8.413304683	9.166307687	8.711176388	8.738907078	9.174687547	8.532298415	8.851079081	9.766313232	8.452901457	10.36450765	8.376878414	9.150049156	8.965407292	9.321075916	9.00891358	8.466475912	8.744924314	8.343767361	9.33955861	8.328202414	9.368457781	8.792470147	10.11444672	9.840067594	8.612747876	8.805034329	9.23673276	9.667846616	8.279031749	9.31258052	9.60493224	10.30748999	8.69438589	9.045860381	8.950000314	8.505752467	8.576651474	9.255423878	9.321075916	9.465345237	8.633066489	8.756440277	9.100509084	10.34949966	9.174687547	10.19944333	9.678858889	8.972323276	8.473235568	8.607951588	8.585509647	8.965407292	8.913806652	9.107835693	8.544124354	8.884870569	9.084929664	10.34949966	10.77529517	11.48680914	8.750790747	11.44444613	10.23844555	8.773494441	8.43662588	8.744924314	8.805034329	8.773494441	9.07723748	9.31258052	8.805034329	8.884870569	11.26025437	10.39193864	11.06388014	8.920711083	8.64763324	8.878024099	8.942202225	8.965407292	8.906981101	9.789187644	9.778107788	9.017373571	9.357560082	10.40495541	8.689753046	11.44444613	8.845108281	9.593963293	11.96376742	10.2665123	10.77529517	10.183835	10.72901278	8.762183246	8.864498962	8.857723271	8.594101345	8.135973596	9.038198057	8.459520755	8.878024099	8.539965568	9.069239462	9.6891248	10.68563604	9.07723748	9.07723748	10.03443344	9.053678361	10.183835	10.16948283	8.845108281
