"GSM552961"	"GSM552962"	"GSM552963"	"GSM552964"	"GSM552965"	"GSM552966"	"GSM552968"	"GSM552969"	"GSM552970"	"GSM552971"	"GSM552972"	"GSM552973"	"GSM552974"	"GSM552975"	"GSM552976"	"GSM552977"	"GSM552978"	"GSM552979"	"GSM552980"	"GSM552981"	"GSM552982"	"GSM552983"	"GSM552984"	"GSM552985"	"GSM552986"	"GSM552987"	"GSM552988"	"GSM552989"	"GSM552990"	"GSM552991"	"GSM552992"	"GSM552993"	"GSM552994"	"GSM552995"	"GSM552996"	"GSM552997"	"GSM552998"	"GSM552999"	"GSM553000"	"GSM553001"	"GSM553002"	"GSM553003"	"GSM553004"	"GSM553005"	"GSM553006"	"GSM553007"	"GSM553008"	"GSM553009"	"GSM553010"	"GSM553011"	"GSM553012"	"GSM553013"	"GSM553014"	"GSM553015"	"GSM553016"	"GSM553017"	"GSM553018"	"GSM553019"	"GSM553020"	"GSM553021"	"GSM553022"	"GSM553023"	"GSM553024"	"GSM553025"	"GSM553026"	"GSM553027"	"GSM553028"	"GSM553029"	"GSM553030"	"GSM553031"	"GSM553032"	"GSM553033"	"GSM553034"	"GSM553035"	"GSM553036"	"GSM553037"	"GSM553038"	"GSM553039"	"GSM553040"	"GSM553041"	"GSM553043"	"GSM553045"	"GSM553046"	"GSM553047"	"GSM553048"	"GSM553049"	"GSM553050"	"GSM553051"	"GSM553052"	"GSM553053"	"GSM553054"	"GSM553055"	"GSM553056"	"GSM553057"	"GSM553058"	"GSM553059"	"GSM553060"	"GSM553061"	"GSM553062"	"GSM553063"	"GSM553064"	"GSM553065"	"GSM553066"	"GSM553067"	"GSM553069"	"GSM553070"	"GSM553071"	"GSM553072"	"GSM553073"	"GSM553074"	"GSM553075"	"GSM553076"	"GSM553077"	"GSM553079"	"GSM553081"	"GSM553082"	"GSM553083"	"GSM553084"	"GSM553085"	"GSM553086"	"GSM553087"	"GSM553089"	"GSM553090"	"GSM553091"	"GSM553092"	"GSM553093"	"GSM553094"	"GSM553095"	"GSM553096"	"GSM553097"	"GSM553098"	"GSM553099"	"GSM553100"	"GSM553101"	"GSM553102"	"GSM553103"	"GSM553104"	"GSM553105"	"GSM553106"	"GSM553107"	"GSM553109"	"GSM553110"	"GSM553111"	"GSM553112"	"GSM553113"	"GSM553114"	"GSM553115"	"GSM553116"	"GSM553117"	"GSM553118"	"GSM553119"	"GSM553120"	"GSM553121"	"GSM553122"	"GSM553123"	"GSM553124"	"GSM553125"	"GSM553126"	"GSM553127"	"GSM553128"	"GSM553129"	"GSM553130"	"GSM553131"	"GSM553132"	"GSM553133"	"GSM553134"	"GSM553135"	"GSM553136"	"GSM553137"	"GSM553138"	"GSM553139"	"GSM553140"	"GSM553141"	"GSM553142"	"GSM553143"	"GSM553144"	"GSM553145"	"GSM553146"	"GSM553147"	"GSM553148"	"GSM553149"	"GSM553150"	"GSM553151"	"GSM553152"	"GSM553154"	"GSM553155"	"GSM553156"	"GSM553157"	"GSM553158"	"GSM553159"	"GSM553160"	"GSM553161"	"GSM553162"	"GSM553163"	"GSM553164"	"GSM553165"	"GSM553166"	"GSM553167"	"GSM553168"	"GSM553169"	"GSM553170"
"HS_205.1"	8.052957	8.267261416	8.14469163	8.0209631	8.00113542	8.073420185	7.995536202	8.142405299	8.011119955	7.995536202	8.092723407	7.967739278	8.052957	8.026997658	8.099025978	7.938696758	8.092723407	7.959859182	8.201075382	8.082068777	7.961676718	7.928222656	8.125674324	8.019122739	8.026997658	8.086488808	7.928222656	8.18604687	8.36601972	8.13189353	8.052957	8.058998246	8.164137369	8.203344335	8.048606425	8.18604687	8.099025978	8.00113542	8.225719633	8.113796297	7.979756403	7.989700779	7.977852079	8.097052434	7.970087716	8.011119955	7.910993351	7.991721925	8.164137369	8.090667323	8.293929752	8.094928641	8.088591865	8.175237344	8.099025978	8.36320655	8.235183504	8.25566077	8.13189353	8.230031044	8.078011872	8.009002842	8.142405299	8.129878859	8.082068777	8.161981483	8.079946096	8.058998246	8.054906868	8.040710539	8.1009299	8.192473048	8.117806691	8.13189353	8.090667323	8.142405299	7.932681929	8.073420185	7.999424088	8.005084409	8.151142517	8.138037555	8.164137369	8.276636012	7.967739278	7.983484028	8.13189353	8.078011872	8.03290784	8.123504456	8.022900749	8.054906868	8.121790664	8.013208972	7.991721925	8.1009299	8.117806691	8.394981005	8.038738245	8.099025978	8.048606425	8.024971525	8.038738245	8.133769207	8.286392531	8.269755539	8.129878859	8.196976607	8.078011872	8.028931877	8.052957	8.019122739	8.040710539	8.181660383	8.067047568	8.166147784	8.069328116	8.689753046	7.951449479	8.473235568	8.073420185	8.022900749	8.177429505	8.164137369	8.103012025	8.151142517	8.046540047	8.058998246	8.111679769	8.166147784	7.991721925	8.046540047	8.017023188	8.205624859	8.239614163	8.011119955	8.325614591	7.997465746	7.973762537	7.993590574	8.024971525	8.267261416	8.16832788	7.985601035	8.036974356	7.947116605	8.11579428	8.274433065	8.090667323	8.026997658	8.031029243	8.084395819	8.214516978	8.230031044	8.105150603	8.082068777	8.221276069	8.061022388	8.038738245	8.082068777	8.036974356	8.36601972	7.989700779	7.979756403	8.111679769	8.042657082	8.196976607	8.079946096	8.03290784	8.107422064	7.981645012	8.024971525	7.995536202	8.14469163	8.188232064	7.919772963	8.172687989	8.075802558	8.196976607	8.214516978	8.119746907	7.965688654	8.121790664	8.086488808	8.028931877	8.075802558	8.16832788	8.123504456	8.227698249	8.121790664	8.094928641	8.024971525	7.985601035	8.035083647	8.210039475	8.164137369	8.159576858	8.06305284	8.135973596	8.015070641	7.991721925
"HS_55.1"	7.738267487	8.105150603	7.806494498	7.917642505	7.938696758	8.026997658	7.738267487	8.320312471	7.800531461	7.90219065	7.852559005	7.88055758	7.800531461	7.826919393	7.908667027	7.826919393	7.906501573	7.800531461	7.811823636	7.855787502	7.738267487	7.864652859	7.88560088	7.88055758	7.817542512	8.050769326	7.821844366	7.793358889	7.90219065	7.940642142	8.00113542	8.015070641	8.00113542	7.963488045	8.293929752	7.817542512	7.875306318	7.864652859	7.867419229	7.928222656	7.855787502	7.806494498	7.932681929	7.864652859	7.888174055	7.83136935	7.870236507	7.945156519	7.895523686	7.83136935	8.026997658	7.8353294	7.785505717	7.875306318	7.8353294	8.086488808	8.657306894	7.806494498	7.83136935	7.852559005	7.785505717	7.821844366	8.026997658	7.882865801	8.207830216	7.761099127	7.985601035	7.811823636	7.738267487	8.056958124	7.838750034	7.913229251	7.826919393	7.882865801	7.761099127	7.904536924	7.877919577	7.858519559	7.826919393	7.852559005	8.333341581	7.852559005	8.009002842	7.955686397	7.88055758	7.88055758	7.738267487	8.394981005	7.852559005	8.042657082	7.817542512	7.846448462	8.276636012	7.890601342	7.738267487	8.067047568	7.8353294	8.484032996	7.793358889	7.785505717	7.785505717	7.910993351	7.775218658	7.738267487	8.516779307	8.135973596	7.864652859	8.024971525	7.826919393	7.913229251	8.017023188	7.89998465	7.800531461	8.015070641	7.904536924	7.965688654	7.917642505	8.502059342	7.88560088	7.800531461	7.993590574	7.8353294	8.164137369	7.775218658	7.8353294	7.917642505	7.83136935	7.975675741	8.031029243	7.893139113	7.870236507	7.811823636	7.800531461	7.838750034	7.897880846	7.934736967	8.556499631	8.140110975	8.031029243	7.921718289	7.995536202	8.064872659	7.90219065	7.800531461	8.673344685	7.821844366	8.092723407	7.904536924	7.8353294	7.864652859	7.88055758	8.113796297	8.117806691	7.800531461	7.821844366	7.793358889	7.913229251	8.237358053	7.973762537	7.913229251	7.821844366	7.877919577	7.849420491	7.864652859	8.603262594	7.811823636	7.893139113	7.826919393	7.83136935	7.800531461	7.761099127	7.858519559	7.870236507	8.262549044	7.970087716	8.306767506	8.10953703	8.0209631	7.975675741	7.838750034	7.806494498	7.806494498	8.328202414	7.817542512	7.826919393	8.317594909	8.113796297	7.882865801	8.291465945	7.846448462	7.979756403	7.738267487	7.800531461	7.906501573	7.870236507	7.846448462	7.842546728	7.86170469	7.8353294	7.761099127	7.915522191
"HS_285"	8.230031044	8.157552516	8.140110975	8.216992779	8.219213183	8.090667323	8.203344335	8.079946096	8.161981483	8.092723407	8.153222063	8.133769207	8.099025978	8.054906868	8.18604687	8.14469163	8.129878859	8.073420185	8.04465108	8.113796297	8.164137369	8.13189353	8.056958124	8.148978419	8.205624859	8.092723407	8.117806691	8.129878859	8.058998246	8.1009299	8.073420185	7.951449479	8.235183504	8.291465945	8.003133346	8.054906868	8.069328116	8.03290784	8.113796297	8.082068777	8.125674324	8.177429505	8.172687989	8.248808724	8.031029243	8.038738245	8.161981483	8.075802558	8.086488808	8.1009299	8.227698249	8.084395819	8.117806691	8.133769207	8.235183504	8.248808724	8.084395819	8.082068777	8.205624859	8.140110975	8.123504456	8.133769207	8.035083647	8.105150603	8.28385675	8.301785832	8.304386059	8.138037555	8.286392531	8.046540047	8.107422064	8.125674324	8.107422064	8.286392531	8.14469163	8.046540047	8.253225288	8.157552516	8.148978419	8.13189353	8.119746907	8.064872659	8.196976607	8.188232064	8.151142517	8.04465108	8.190209079	8.084395819	8.058998246	8.056958124	8.042657082	8.26489571	8.140110975	8.11579428	8.052957	8.235183504	8.161981483	8.216992779	8.050769326	8.097052434	8.073420185	8.123504456	8.198853653	8.084395819	8.170483686	8.190209079	8.212164131	8.205624859	8.050769326	8.43662588	8.309389846	8.090667323	7.987696869	8.097052434	8.082068777	8.243953746	8.138037555	7.826919393	8.040710539	8.067047568	8.343767361	8.232521744	8.067047568	8.157552516	8.203344335	8.188232064	8.082068777	8.011119955	8.18604687	8.140110975	8.172687989	8.241744509	8.111679769	8.251152077	8.164137369	8.151142517	8.225719633	8.050769326	8.103012025	8.179503046	8.056958124	8.274433065	8.214516978	8.157552516	8.121790664	8.048606425	8.038738245	8.129878859	8.056958124	8.107422064	8.10953703	8.090667323	8.16832788	8.151142517	8.133769207	8.046540047	8.073420185	8.142405299	8.52825149	8.036974356	8.216992779	8.107422064	8.1009299	8.121790664	8.090667323	8.330800429	8.129878859	8.188232064	7.995536202	8.058998246	8.161981483	8.157552516	8.201075382	8.151142517	8.094928641	8.071475144	8.005084409	8.040710539	8.003133346	8.14469163	8.103012025	8.105150603	8.107422064	8.201075382	8.052957	8.123504456	8.142405299	8.13189353	8.159576858	8.10953703	8.088591865	8.094928641	8.107422064	8.061022388	8.054906868	8.04465108	8.121790664	7.977852079	8.061022388	8.203344335	8.14469163
"HS_114"	9.544770932	8.727865875	9.038198057	9.427149109	9.800823156	8.942202225	8.913806652	8.662359427	9.053678361	8.612747876	9.427149109	9.200809842	9.183298673	9.505343358	9.563862603	8.689753046	9.40686427	9.045860381	8.705849868	9.584027884	8.845108281	9.553904759	9.283843373	9.228091394	9.107835693	8.805034329	9.191323979	9.445907282	8.585509647	9.017373571	8.928225459	8.899608519	9.397874306	8.972323276	8.899608519	8.516779307	8.920711083	9.573512565	9.038198057	8.798756154	10.03443344	9.150049156	9.14241679	9.124961493	9.523457535	8.817862372	9.303132129	8.786395577	8.727865875	8.798756154	8.69438589	9.116885431	9.23673276	9.347688848	10.183835	8.722296322	8.845108281	8.684101058	9.273777015	8.798756154	9.43733282	9.427149109	8.548352276	8.95755439	8.628535461	9.255423878	9.191323979	9.001858258	9.061182776	9.505343358	9.157794965	9.13326689	8.950000314	9.017373571	8.738907078	9.888710015	9.183298673	9.218309079	9.800823156	9.031142311	8.598660349	8.928225459	9.100509084	8.972323276	9.218309079	9.678858889	9.191323979	8.487651569	8.750790747	8.705849868	8.884870569	9.053678361	9.33955861	8.845108281	9.303132129	8.798756154	9.053678361	8.410012776	9.023770798	8.906981101	9.264465041	9.038198057	9.789187644	9.347688848	8.463046675	9.427149109	9.061182776	8.845108281	9.455840423	9.766313232	8.762183246	9.23673276	8.892443896	8.750790747	8.972323276	9.23673276	9.166307687	8.838173918	9.330032371	8.548352276	8.838173918	9.246034438	8.95755439	8.920711083	8.913806652	8.798756154	9.107835693	9.33955861	9.00891358	8.779817373	8.773494441	9.357560082	9.092162274	8.838173918	8.920711083	8.539965568	8.52047937	8.773494441	9.166307687	8.899608519	8.994945721	8.633066489	9.07723748	9.293453469	8.589744073	9.107835693	9.001858258	9.183298673	9.553904759	9.092162274	9.732383669	9.23673276	8.756440277	9.209538743	9.14241679	9.377909458	9.33955861	8.738907078	8.65235862	9.218309079	9.07723748	8.920711083	9.60493224	9.023770798	8.700255772	9.053678361	9.218309079	8.762183246	9.183298673	9.228091394	9.347688848	9.553904759	9.191323979	9.084929664	8.972323276	9.283843373	8.979614249	9.017373571	8.831737965	9.800823156	8.892443896	9.23673276	9.031142311	8.899608519	9.273777015	9.084929664	8.851079081	9.303132129	8.705849868	8.899608519	9.573512565	9.174687547	9.827103646	8.831737965	9.061182776	8.711176388	9.107835693	9.48479555	9.377909458	8.811056223	9.100509084
"hsa-miR-24"	14.93864948	14.96484213	14.93864948	14.97781894	15.00359253	15.112566	15.15544046	14.96484213	14.8208146	14.9034848	14.97781894	15.04610703	14.97781894	15.112566	14.9034848	15.03159045	14.83350721	15.15544046	14.83350721	15.07495281	15.09288593	15.06021383	15.00359253	15.13278036	15.03159045	15.04610703	15.04610703	15.04610703	15.00359253	15.09288593	14.97781894	14.93864948	14.93864948	15.13278036	14.98983981	15.07495281	15.01747901	14.96484213	14.79505765	15.09288593	14.9519413	15.01747901	14.84495458	15.09288593	14.85611595	15.09288593	14.9519413	15.01747901	15.03159045	15.00359253	14.85611595	15.1812612	15.09288593	14.86694893	14.97781894	15.06021383	14.926346	14.93864948	15.04610703	15.21034013	15.15544046	14.89097639	14.926346	14.98983981	15.06021383	15.06021383	15.00359253	15.00359253	15.03159045	14.96484213	15.112566	14.93864948	15.112566	14.89097639	15.01747901	14.74309703	14.93864948	15.04610703	14.9034848	15.01747901	15.06021383	14.96484213	14.91477737	14.926346	14.93864948	14.91477737	15.01747901	14.91477737	14.9034848	14.9519413	14.97781894	14.75614825	14.89097639	15.112566	14.9519413	15.21034013	15.01747901	14.86694893	14.84495458	15.09288593	14.9519413	14.96484213	14.97781894	14.98983981	14.9034848	14.9519413	14.98983981	14.98983981	14.926346	14.97781894	14.89097639	14.96484213	14.89097639	15.09288593	15.00359253	14.96484213	14.86694893	14.89097639	14.97781894	14.97781894	15.04610703	14.97781894	15.04610703	14.97781894	15.00359253	14.9519413	15.112566	15.03159045	14.8208146	14.9519413	14.9034848	15.06021383	14.98983981	15.00359253	15.1812612	14.96484213	14.97781894	14.9519413	15.01747901	15.112566	15.01747901	15.01747901	14.96484213	15.1812612	14.98983981	14.96484213	14.98983981	14.91477737	14.91477737	15.04610703	14.9519413	14.9519413	14.9519413	15.01747901	14.98983981	14.80778831	14.78196015	14.96484213	15.06021383	14.93864948	14.926346	15.04610703	14.91477737	15.04610703	15.03159045	14.926346	14.97781894	15.03159045	14.91477737	14.91477737	14.84495458	14.9034848	15.03159045	14.9519413	15.09288593	14.84495458	15.00359253	14.89097639	14.98983981	14.86694893	14.93864948	15.03159045	14.98983981	15.24111461	15.07495281	15.00359253	15.07495281	14.89097639	15.04610703	14.96484213	14.87956753	15.00359253	14.91477737	15.06021383	15.1812612	15.07495281	15.04610703	14.96484213	14.93864948	14.97781894	15.03159045
"hsa-miR-941"	9.377909458	9.766313232	9.800823156	9.912910517	10.04809367	9.544770932	10.04809367	11.26025437	10.23844555	11.39858397	10.91420204	9.053678361	9.678858889	10.86016408	10.32224609	11.57759743	10.61333496	10.00783239	10.43529175	9.755390665	10.49409731	10.23844555	9.563862603	10.59938578	10.6420229	9.475156946	10.19944333	11.37395263	10.70032737	10.23844555	10.34949966	10.1009592	9.417069042	10.32224609	11.23969738	10.91420204	10.68563604	11.17862251	10.79299167	10.77529517	9.069239462	10.14057566	9.732383669	9.778107788	9.912910517	10.45020885	9.523457535	10.68563604	10.87803547	11.28454709	9.852354504	10.72901278	9.6891248	9.465345237	9.544770932	10.59938578	11.21856247	10.59938578	9.813836382	11.00640033	10.16948283	9.150049156	10.61333496	9.150049156	11.04447478	10.21332862	9.417069042	10.94923853	11.62716859	10.30748999	10.79299167	11.08180196	9.475156946	10.84189959	10.70032737	10.00783239	10.98694451	10.68563604	9.544770932	10.5843706	10.30748999	10.94923853	8.994945721	9.397874306	9.721511116	10.19944333	10.03443344	9.321075916	10.98694451	10.61333496	10.87803547	10.50834115	9.900225475	10.8259177	10.00783239	9.368457781	10.06132224	9.993718202	8.825137429	10.29290654	10.25218693	10.30748999	9.979373637	11.10060438	9.593963293	8.657306894	9.926801619	8.857723271	10.62849263	10.07486167	10.52245986	9.615992617	10.29290654	10.65632755	10.96862185	9.200809842	11.42271916	10.29290654	9.813836382	10.91420204	8.994945721	10.59938578	10.30748999	10.62849263	10.75878959	11.13800467	10.80915487	10.43529175	9.455840423	10.15501812	10.98694451	9.778107788	9.544770932	10.77529517	11.62716859	10.28023523	9.864368198	10.5374791	10.1009592	11.26025437	9.368457781	10.75878959	11.06388014	10.08702345	9.721511116	10.93240244	9.6891248	9.13326689	10.79299167	10.75878959	10.15501812	9.93827586	9.813836382	9.166307687	10.25218693	9.993718202	10.74339345	9.778107788	10.37679365	10.30748999	10.00783239	11.13800467	9.93827586	9.864368198	10.28023523	10.89418652	10.15501812	10.87803547	11.21856247	10.61333496	9.624699327	10.39193864	9.93827586	9.321075916	10.62849263	8.762183246	10.1009592	10.71526743	9.092162274	11.44444613	11.32870809	10.30748999	9.23673276	11.21856247	10.12767257	9.191323979	9.038198057	9.744089744	9.255423878	11.15732631	10.2665123	10.25218693	10.25218693	11.15732631	10.61333496	9.813836382	11.10060438	9.840067594	9.864368198	11.35182242	9.852354504
"HS_44.1"	7.8353294	7.959859182	8.005084409	8.009002842	8.058998246	9.31258052	7.864652859	8.061022388	7.938696758	7.893139113	7.917642505	7.940642142	7.951449479	7.934736967	8.219213183	7.890601342	8.056958124	8.36858789	8.052957	8.684101058	7.821844366	7.888174055	7.906501573	8.00113542	7.811823636	7.875306318	8.075802558	7.867419229	7.917642505	7.949272089	7.890601342	7.917642505	7.913229251	7.917642505	7.88560088	8.071475144	8.439665353	7.800531461	8.272207614	8.248808724	7.895523686	7.904536924	7.89998465	7.838750034	7.83136935	8.007020901	7.991721925	7.985601035	7.877919577	7.875306318	8.036974356	7.86170469	7.775218658	7.870236507	7.947116605	7.940642142	7.864652859	7.955686397	8.121790664	8.009002842	7.870236507	7.864652859	7.870236507	8.052957	7.951449479	8.052957	7.761099127	7.849420491	7.938696758	7.811823636	7.852559005	7.973762537	8.046540047	7.997465746	7.800531461	7.940642142	7.897880846	7.842546728	7.938696758	7.928222656	8.038738245	7.846448462	7.842546728	7.858519559	8.019122739	7.906501573	8.007020901	7.793358889	7.913229251	8.038738245	7.923988908	7.910993351	7.930378153	7.940642142	7.983484028	7.949272089	8.088591865	7.959859182	8.011119955	8.509150941	7.921718289	7.908667027	7.897880846	7.893139113	7.838750034	7.793358889	7.870236507	7.842546728	7.785505717	7.800531461	7.875306318	8.16832788	7.88055758	7.846448462	7.949272089	7.938696758	8.376878414	8.642975697	7.963488045	7.904536924	7.838750034	8.026997658	8.194835792	7.977852079	8.026997658	8.009002842	8.516779307	7.897880846	7.838750034	8.086488808	8.1009299	7.785505717	7.858519559	8.159576858	8.031029243	7.917642505	7.89998465	8.166147784	7.761099127	7.983484028	7.793358889	7.785505717	7.882865801	7.947116605	7.83136935	7.910993351	8.125674324	7.897880846	7.995536202	7.985601035	7.811823636	7.919772963	7.949272089	8.092723407	7.963488045	7.913229251	8.711176388	7.761099127	7.906501573	8.1009299	7.987696869	8.111679769	7.932681929	7.938696758	7.88055758	7.975675741	7.867419229	8.028931877	8.011119955	8.017023188	7.86170469	7.979756403	8.031029243	7.826919393	8.410012776	7.999424088	7.846448462	7.806494498	8.235183504	8.005084409	7.973762537	8.024971525	7.934736967	7.975675741	7.906501573	7.83136935	7.775218658	7.983484028	7.846448462	8.056958124	7.877919577	7.864652859	7.875306318	8.276636012	7.83136935	7.965688654	8.1009299	7.979756403	7.855787502	7.738267487	8.40686499
"HS_195"	7.949272089	7.88055758	8.155359944	8.103012025	7.989700779	7.921718289	8.064872659	7.913229251	7.915522191	7.942913443	8.086488808	7.981645012	7.970087716	8.071475144	8.005084409	7.965688654	8.279031749	8.022900749	8.125674324	7.985601035	7.932681929	7.913229251	7.928222656	7.928222656	8.117806691	7.991721925	8.03290784	8.1009299	7.811823636	8.031029243	8.205624859	8.007020901	7.932681929	8.125674324	7.963488045	8.092723407	8.1009299	8.121790664	7.987696869	8.003133346	8.086488808	7.906501573	7.979756403	7.934736967	7.938696758	8.003133346	8.135973596	7.970087716	8.035083647	8.04465108	7.910993351	7.971924782	8.026997658	8.017023188	7.965688654	7.806494498	8.181660383	8.097052434	7.910993351	7.979756403	7.981645012	7.919772963	7.915522191	7.864652859	7.985601035	7.897880846	8.04465108	8.005084409	8.06305284	8.225719633	7.993590574	8.064872659	7.973762537	8.140110975	8.207830216	8.113796297	8.445999456	8.133769207	8.2814769	7.979756403	8.090667323	8.082068777	7.908667027	7.910993351	7.963488045	8.067047568	7.942913443	7.90219065	8.069328116	8.005084409	8.056958124	7.989700779	7.919772963	7.983484028	8.058998246	7.971924782	7.975675741	8.088591865	7.940642142	8.133769207	8.022900749	8.113796297	8.046540047	7.921718289	7.947116605	7.923988908	8.097052434	7.997465746	7.970087716	8.509150941	7.975675741	7.951449479	8.11579428	8.078011872	8.064872659	7.979756403	7.926020415	8.585509647	8.048606425	8.050769326	7.877919577	8.042657082	7.975675741	7.949272089	7.947116605	8.11579428	8.06305284	8.241744509	7.870236507	7.981645012	7.993590574	7.987696869	7.999424088	8.005084409	7.88560088	7.875306318	7.915522191	8.042657082	8.075802558	8.078011872	8.007020901	8.022900749	7.965688654	8.105150603	7.897880846	8.320312471	8.166147784	8.048606425	7.989700779	8.235183504	8.190209079	7.955686397	7.88055758	7.955686397	8.219213183	7.957782684	8.061022388	8.267261416	7.977852079	8.274433065	7.870236507	8.038738245	8.103012025	7.967739278	8.073420185	8.099025978	7.965688654	8.127779165	8.052957	8.16832788	7.910993351	8.291465945	7.953671512	7.88560088	8.123504456	7.985601035	7.975675741	7.852559005	8.105150603	8.207830216	8.151142517	8.111679769	8.050769326	8.011119955	8.00113542	8.046540047	7.983484028	7.89998465	7.915522191	7.906501573	8.079946096	8.046540047	7.877919577	8.157552516	7.979756403	8.272207614	8.003133346	7.923988908	7.965688654	7.957782684	7.975675741
"HS_94"	10.30748999	9.573512565	10.08702345	10.36450765	10.59938578	10.16948283	10.183835	9.766313232	9.87709073	9.755390665	10.56799688	10.59938578	9.827103646	10.46450294	10.8259177	10.32224609	10.98694451	10.07486167	9.852354504	10.84189959	9.93827586	10.43529175	9.926801619	10.36450765	10.15501812	9.864368198	10.43529175	10.71526743	9.813836382	10.41999099	9.993718202	9.573512565	10.15501812	10.3354245	9.993718202	9.667846616	10.39193864	10.91420204	10.4779186	10.22527916	10.96862185	10.04809367	10.07486167	10.72901278	10.39193864	9.965078391	10.46450294	9.993718202	9.93827586	10.04809367	9.445907282	10.46450294	9.813836382	10.12767257	10.94923853	9.864368198	10.14057566	10.16948283	9.912910517	10.40495541	10.07486167	10.52245986	9.183298673	10.34949966	9.979373637	10.77529517	9.721511116	10.41999099	10.14057566	10.96862185	10.39193864	10.183835	10.75878959	9.979373637	9.926801619	10.39193864	10.46450294	10.46450294	10.86016408	10.1009592	9.800823156	10.14057566	9.60493224	9.347688848	10.4779186	11.12038935	10.28023523	9.710744634	10.29290654	9.634663042	9.840067594	9.93827586	10.68563604	10.36450765	9.732383669	9.6891248	9.6891248	9.388084963	9.330032371	10.12767257	10.03443344	10.03443344	10.62849263	10.39193864	9.200809842	9.357560082	9.744089744	9.445907282	10.3354245	11.00640033	9.645316034	10.15501812	9.993718202	10.02099185	10.183835	9.766313232	10.21332862	9.778107788	9.95150721	9.60493224	9.634663042	10.3354245	10.02099185	10.30748999	9.827103646	10.28023523	10.08702345	11.28454709	9.563862603	9.979373637	10.22527916	9.624699327	10.11444672	9.645316034	10.12767257	9.397874306	9.678858889	9.778107788	10.55263636	9.900225475	9.778107788	9.455840423	10.29290654	10.72901278	9.93827586	10.21332862	10.16948283	9.926801619	10.25218693	10.70032737	11.08180196	9.800823156	9.48479555	10.03443344	10.34949966	10.14057566	10.34949966	9.900225475	9.48479555	10.21332862	9.926801619	10.65632755	10.04809367	9.965078391	9.678858889	9.800823156	10.00783239	9.87709073	10.16948283	10.22527916	9.427149109	10.8259177	10.12767257	9.926801619	9.864368198	9.634663042	10.00783239	9.710744634	9.912910517	9.993718202	10.16948283	10.12767257	10.06132224	9.912910517	10.29290654	10.12767257	9.494718379	9.827103646	9.293453469	9.87709073	10.49409731	10.11444672	10.62849263	10.06132224	9.827103646	9.864368198	10.25218693	10.45020885	10.25218693	9.912910517	10.183835
"HS_119"	8.535998353	8.449378057	8.391946141	8.42964799	8.513062505	8.445999456	8.439665353	8.36601972	8.56087249	8.52047937	8.40686499	8.722296322	8.572490826	8.612747876	8.420087328	8.52047937	8.449378057	8.565086464	8.311921538	8.463046675	8.34956309	8.476788061	8.598660349	8.386190682	8.43662588	8.539965568	8.449378057	8.484032996	8.34956309	8.56087249	8.618318906	8.509150941	8.618318906	8.700255772	8.445999456	8.484032996	8.416453056	8.473235568	8.32287704	8.394981005	8.556499631	8.572490826	8.52047937	8.400668971	8.36601972	8.274433065	8.539965568	8.502059342	8.466475912	8.456133547	8.857723271	8.618318906	8.817862372	8.972323276	8.633066489	8.738907078	8.34956309	8.805034329	8.986789114	8.727865875	8.607951588	8.69438589	8.439665353	8.594101345	8.580983147	8.798756154	9.031142311	8.36601972	8.43299539	8.420087328	8.376878414	8.439665353	8.884870569	8.480271555	8.338096694	8.585509647	8.598660349	8.422933487	8.532298415	8.491290778	8.480271555	8.42636246	9.07723748	9.00891358	8.524309248	8.360681043	8.556499631	8.469953976	8.34956309	8.439665353	8.40686499	8.491290778	8.711176388	8.42964799	8.642975697	8.920711083	8.473235568	8.360681043	8.864498962	8.456133547	8.594101345	8.633066489	8.469953976	8.513062505	8.892443896	9.273777015	8.994945721	8.920711083	8.380115392	8.340772331	8.622715939	8.524309248	8.633066489	8.376878414	8.442870137	8.884870569	8.49468767	8.288862395	8.473235568	8.552352031	8.906981101	8.469953976	8.410012776	8.52825149	8.513062505	8.513062505	8.449378057	8.505752467	8.845108281	8.43299539	8.383007753	8.513062505	8.716751019	8.920711083	8.700255772	8.487651569	8.864498962	8.354864319	8.456133547	8.469953976	8.773494441	9.084929664	8.394981005	8.642975697	8.335837456	8.487651569	8.491290778	8.476788061	8.673344685	8.705849868	8.42964799	8.642975697	8.906981101	9.107835693	8.524309248	8.585509647	8.667427063	8.516779307	8.376878414	8.637827362	8.505752467	8.241744509	8.463046675	8.552352031	8.513062505	8.565086464	8.532298415	8.410012776	8.568860371	8.532298415	8.884870569	8.509150941	8.544124354	8.733195394	8.43299539	8.979614249	8.628535461	8.272207614	10.39193864	8.532298415	8.473235568	8.52825149	8.65235862	8.473235568	8.505752467	8.64763324	8.811056223	8.509150941	8.838173918	8.43299539	8.404033103	8.413304683	8.357593455	8.498444131	8.589744073	8.667427063	8.509150941	8.480271555	8.548352276	8.65235862	8.69438589
