X7042 X7043 X9459 X8503 X4088 X3716 X207 X6774 X4790 X369 X998
TCGA-BH-A0HW 13.514613735161 17.3279313892943 19.106634801739 15.8308541278585 18.3036201361152 18.7663603753061 18.4167874344729 19.6535565507085 16.8850108061581 18.331240019648 20.6445514637321
TCGA-BH-A18S 14.7732775894864 18.1300104641248 16.9607293297215 16.2760020529295 17.162522558822 19.0936354575711 18.1862390560455 20.2776606024238 18.1574505269796 18.6463032225399 20.823002516576
TCGA-D8-A27E 14.6723128796645 19.3908776623031 18.7605397613121 16.9767240317885 17.6219226361042 19.1737158127811 18.5321073220957 20.3029927473939 19.2518439363393 18.6679147148628 20.6415872725747
TCGA-E2-A1IH 14.9161742562538 18.8361761458189 18.6984853568888 17.9096075515413 16.6874256978532 19.5158625260681 17.3602928694928 19.8619049129524 17.7942723811789 18.7109053641984 21.1578112018232
TCGA-A8-A091 14.1183296696177 20.2404454352911 19.0400001225107 15.2118354678718 18.5225017898271 19.1365518211792 19.3178210873771 19.1434934898034 18.3281965946207 18.0722485195471 20.5138327914091
TCGA-A2-A04W 16.9034900592731 19.010317094902 15.7944850612767 18.9201465665699 17.3204144362304 19.9511843450078 19.5896859301675 18.5200341535785 17.1182760353805 18.9061160302836 20.9733775013518
TCGA-D8-A1X5 15.3058547528572 17.9703441495016 16.7528171653912 16.1835519711617 17.3416617453133 18.8268565241886 19.0189462649585 18.4261838744241 18.4086499475883 19.4853199520721 20.7080683125066
TCGA-BH-A5J0 15.5943108521282 19.2801689753025 16.400766768808 18.1206605555517 17.3701373432831 18.6131191122864 19.0236391298485 18.7903180015116 17.6948565851991 19.5904687249062 20.8522805440737
TCGA-A2-A1G1 17.8087300274958 18.4605863999047 16.76947771519 19.1266812649443 16.1193822381825 19.8383159455715 17.1106440614316 20.4511369642476 18.4475508823095 18.6617080955551 21.0779968015772
TCGA-A8-A097 17.2304596044593 18.5620105255995 18.153032888152 16.4665599907942 17.7721707973365 19.4368844871914 17.4784527432378 19.9416395265126 18.04200707275 18.9314429462857 20.5599770190111
TCGA-C8-A130 14.7743684963872 18.1732314128646 16.9044207366577 17.3047774983855 17.1695787324236 19.2706536098706 18.7746904024251 19.4388348678027 16.9820620178179 18.8807505783202 20.6866352665589
TCGA-A8-A0AD 16.0685485610832 20.1964610189202 19.2678536686959 18.4944693814345 17.6948572677359 19.8843289216657 18.4882995219545 20.0945624672889 18.8138249563071 18.4753880609603 21.3547348980437
TCGA-A2-A0YL 18.224421458387 19.1288598560336 19.2459910762029 18.2985765182075 17.9022474902245 20.5792731562107 18.0181170059042 19.5665911250719 18.1688000006503 18.6083057196699 20.6929653694686
TCGA-A8-A09G 12.8076772415114 17.2946599236395 16.7681986546372 18.1869477228992 16.0941610273995 19.3765121611201 19.6438168403384 21.1211856574017 17.6382753653896 19.0197368177958 21.0351775169529
TCGA-A2-A25E 14.3725613237604 18.4218573049018 16.6544991971929 16.9523170916353 17.4880669606534 19.2012229153318 17.1616170311389 19.5262037487139 17.1125416049885 18.202339673516 21.5523779972326
TCGA-LL-A73Y 16.4229199129533 18.1707805491656 16.9861084232215 15.8155023179107 17.1500750356663 19.7767868881674 17.7983356389775 19.380004676806 17.7498513762639 18.1893406652554 20.1407730405734
TCGA-AR-A1AK 15.3327067995217 18.6974062842729 17.8504760595024 16.8977320278779 17.5566541492124 20.1066634550105 17.8797688545459 20.1613565398597 17.7819582313028 18.856323710693 20.370380582035
TCGA-LL-A740 17.095422511914 18.4125173286 16.0597842581381 17.9359030307546 16.3270451097613 18.866298995456 18.9771189358539 19.6101760252461 17.8457062779056 18.6794731198981 21.2429470396243
TCGA-A7-A425 13.4309052745147 18.2339867675433 17.2410632081418 17.2821791463227 16.8427727262923 18.7700230672414 18.9202761873885 19.4471929779417 17.845342639962 19.1286394184036 19.9852919436949
TCGA-AN-A0XO 17.3877351003373 18.0348621101605 16.3840256931822 18.6805400990956 17.3277309220959 19.8269997768827 19.2170342049203 20.3872718937906 18.1808790157158 18.759800928779 21.0451301777587
TCGA-AC-A3W7 16.8904576459349 19.1718693097366 16.3164652714239 17.6553510052166 17.2442940616166 19.0510500359402 19.3527273644559 19.2680246625462 18.3867840819654 19.2778896451879 20.4735017596683
TCGA-BH-A0H5 15.6185345753671 18.2498964314268 18.7757912080065 18.0713140081785 17.46539322839 20.184657561773 18.1341421608442 19.9938411602838 18.6602893377122 18.9177154323129 20.9732023944122
TCGA-C8-A1HL 14.2582583266553 17.7799973338119 16.3368758793501 18.0463770265701 17.3955655712302 19.8683134746055 18.9895996922305 18.6013302582412 17.3165755168344 18.7362977275138 21.1516257761699
TCGA-A2-A0YF 14.0443465801683 16.9008859980268 17.4669547964292 16.8894284879694 18.1721028094136 19.6206158227841 18.0185261957053 19.8601557608382 18.0687635649438 18.9791453839167 20.5280865315022
TCGA-E2-A15J 15.589569015529 18.4181000688201 17.5763668359409 18.1480861108403 16.8020381451372 18.8809962833664 18.5312275084215 20.3964538474116 19.0260762298175 18.8179916071712 20.330341691305
