X5473 X5196 X6403 X7066 X22915 X2151 X5265 X64805 X7042 X10125 X7043 X11069 X2149 X2 X7450 X54331 X408 X2791 X5175 X8503 X5154 X351 X5155 X5770 X6915 X5590 X27154 X207 X5908 X801 X998
TCGA-A2-A0YF 10.2203836030155 3 14.6243615314444 15.9050127348408 14.1065961537076 16.4315063468731 18.9752469786474 16.3161222719675 14.0443465801683 18.9196502050708 16.9008859980268 16.7711461892777 18.4316016708606 21.4997488081487 18.0048547313143 15.9321080034935 18.2464488058215 17.5913112994758 19.2110171555992 16.8894284879694 15.7214791950331 21.0291357183451 18.0698587297607 19.2513183389636 14.7424838811556 14.1695406029088 18.2479666598169 18.0185261957053 16.0889949239316 20.0673688514616 20.5280865315022
TCGA-E2-A15J 3 3 12.2055699147747 17.7657101831665 10.4852590533366 14.6399486583809 20.0922710663769 13.2082018543531 15.589569015529 11.3009538787009 18.4181000688201 16.3751338774303 16.9049464984517 19.6807331366887 17.3031918238416 14.2877945183734 17.2158829435412 15.6536476640317 17.4373879200651 18.1480861108403 15.9324371935282 21.8078922747815 17.5404985646571 18.4473720938818 14.15320058484 15.703107210135 18.4909741379981 18.5312275084215 16.1378565632572 18.7874192862667 20.330341691305
TCGA-BH-A0BW 9.99450071557706 9.24567558241126 13.9634393707935 10.1569202938779 12.0621740959143 16.0546941792952 21.1239561797125 14.2199451969155 17.0487748871207 17.3200117100898 16.5254364248447 13.4079866592493 17.7805198818299 23.3364502564876 17.5979394377711 17.0517217834194 16.5031750074434 15.5990237731636 18.2767618640362 17.3229257035192 16.4902177334695 23.3324932068115 17.7160887833753 18.9907745493684 12.8262865486457 16.1420389152396 19.0034441230549 17.329316385854 16.4621711150121 19.2659075167557 20.658558015139
TCGA-A1-A0SJ 12.2505058398203 3 16.0834862363017 11.6604509314996 17.852466130565 18.1811582062326 18.1623689546246 13.9483564643193 15.115394437216 17.12127477977 16.9804114096519 13.9311897456373 19.2895941291452 21.8786149691591 19.477163117279 15.9722836219089 21.0019226192288 17.8191533053199 19.8551127238786 16.9069696267214 16.806482235425 23.1089707287237 18.6550398220397 19.4669400300848 13.757099892762 15.6826077216735 17.3186556647454 18.5311892274098 18.481111196713 20.883440922299 21.3092771012199
TCGA-A2-A0EY 10.0243328290737 10.8478406931963 16.2259920746742 13.8214943829774 14.5872755259157 16.5197419027295 17.8203948188003 12.7656372304902 16.3356864560304 15.4566551479612 17.3960413772345 13.6093360713547 18.2224696232333 20.3270808269961 18.8914479729071 15.5107756160785 18.4361767198936 16.5291970970032 18.789668539495 16.9441919508511 14.8025971198061 21.0958759574007 17.7442180194982 18.9100678545466 13.3704254205476 15.4561970824934 18.0261521148868 19.2309569015164 15.4076818861288 19.4569839589758 20.4976186838905
TCGA-A8-A07R 3 3 9.85144685002429 12.3850128868679 10.0390823225958 15.1463546165425 17.3975816681546 9.76096307855861 16.7310617427795 14.9316362331033 15.0924087239671 13.8838666525668 17.1823616583709 20.5307738766758 17.2944985094626 13.5726277544387 15.7886281895934 15.4027789203356 17.4335064371556 16.9366279223237 15.2810493409471 21.6478544850968 17.8416726280216 18.3177962155843 13.9265865719023 16.3762011756964 17.0296074938224 18.0658274149146 16.4359338508734 19.9357023957624 21.148523721311
TCGA-BH-A18G 3 10.2401622810275 3 10.5734581514063 3 14.065943618944 15.8284217794898 12.8581644084638 14.9069159254996 16.7469628323045 17.3433710574906 13.6129446877952 17.1072138167711 19.405248714692 16.4275729409004 14.8801094595554 16.2755025844764 16.2541274652617 16.8625840907559 16.7711849824727 17.2013701094684 22.7258147608319 17.7532762132952 17.8668391865721 13.9763054172586 16.1834148850123 16.7351113425298 18.5717770303022 15.5895823071724 20.618538615852 20.912522624948
TCGA-BH-A0BR 10.8904275036533 3 15.2651186020184 14.6858355919383 14.5874233439675 17.2891536537603 20.0366181134989 11.7316131176265 16.3378945025934 14.0345239718218 18.5251965340129 14.9535946958118 19.6902029528658 21.5178017866004 19.0536603913639 15.9366566972952 16.7802833899359 17.5574213644184 19.4413215978625 19.0014146822174 16.6043943350741 22.5154581837953 18.0213078367865 18.8904799699103 14.637805065654 16.317339551712 17.75280281405 19.7099842218528 16.2580334141761 20.1182711064636 20.9936830807148
TCGA-A8-A06N 11.8066643273692 9.60232716835793 10.7075699632764 8.53900800364226 12.8993274756079 10.7328884565426 15.9709087702202 11.1405421481505 12.9145180424185 14.8259674835712 17.1321110584505 14.1968624075807 17.9823889091639 18.9449527150679 17.2847425010081 13.6633154403935 18.6724002544395 15.3835463699218 17.2800781791237 16.3238364013209 14.3655310696567 21.6399690206221 18.7902993430601 21.4000229803187 13.771349915164 16.0701183488375 18.757824840187 18.0875463279419 15.5082079230228 20.2102928048373 20.8758095179843
TCGA-AO-A03M 9.64905081758075 9.89021212359982 16.00934481572 12.6074424529437 15.8448456473188 18.5992721213978 17.7106116498271 13.2572712498202 15.4899206293711 15.2134792799099 18.1295946685227 13.2068834800884 18.9157502258793 21.0073318031505 18.7219326146664 15.8963844596216 16.7247181416488 17.1797690678106 19.0018230178031 17.4533482123208 16.8720431232377 21.3827072319951 19.349839911488 21.0389933664478 13.8983779359743 16.9030826412047 17.8442696471486 19.4720719041049 15.7003896687764 20.3919522624626 21.5063930168774
