X4161 X2558 X5617 X2925 X2688 X4160 X8484 X185 X5024 X6869 X5026 X2587 X2151 X2903 X2561 X5733 X10888 X2892 X147 X554 X146 X3357 X53829 X1910 X187 X9934 X1902 X2149 X6915 X10161
TCGA-A8-A0AD 9.48851955408794 10.4118585148702 3 11.8351001964681 3 9.73508132768494 3 14.4060909796246 3 10.641898363981 10.3994829060151 7.57050058508774 15.1010653920054 9.41482438853422 14.4730322539063 19.4290834815211 7.82638299662998 11.4281382715086 11.2501434605188 11.3047419853859 8.4265751395488 14.4203144067437 17.2765801181865 14.9902364744758 16.2445780048448 12.5110270586443 18.7665162259405 18.1393489251781 13.784220489445 17.5623761382458
TCGA-A2-A0YL 8.998938923588 6.45971400033131 3 19.4763673810912 8.15946451131958 3 8.20597613705272 15.992286989425 9.01299552595813 14.6625036357203 11.1223312880752 5.33178253608893 19.8600306519615 12.3802596008123 11.4509693241088 17.6599274336081 9.46480659136958 12.282087871169 15.293844707166 14.0399137584287 11.3603031982046 14.8751020404514 15.7897693133715 16.1224020882186 18.1758187973491 14.5494223431178 17.553583664837 20.2480514558465 14.2792092528791 17.8371669280906
TCGA-A8-A09G 8.91190088861803 8.84407349969827 7.88993040383009 9.93720615934584 3 3 3 11.8506984950314 3 11.9274678876072 12.3320903817354 6.10243175796887 17.3809204809935 9.01259003931259 11.5548632726485 13.2424917349741 8.80106359796829 10.5532896047084 12.6219630838949 12.5248626990087 9.15039388044851 13.3699362565451 14.7761261417684 15.6972409149885 18.1546469083075 14.0437521937042 15.0525579796547 18.3338148224468 13.588757273851 16.8865522401887
TCGA-A2-A25E 9.52762599857527 3 7.92782807368937 15.5696874558952 3 3 3 19.139804259911 7.9874305513542 11.9222871152341 11.755723065235 3 18.861747090269 9.25474066243059 10.8939831890132 17.0216508318232 9.41611259550712 11.8037515905582 13.0232907081875 12.2596066797072 10.7607715224424 13.6845596028831 13.8727179671765 15.4217398544538 17.9196142934222 13.8463548573871 17.0001009240565 19.2227505943406 13.8798519580879 17.0416833673812
TCGA-LL-A73Y 3 11.7913129383938 3 10.3533535842425 12.3988485273831 10.0812353288041 8.31140988056828 13.7643894753778 7.18058081124029 12.5217412804079 12.9273289853416 3 18.6216280035682 14.2926744046736 12.4128311799608 14.85826960279 9.21364377489726 13.2731002231873 14.8578878140881 12.8834287540713 11.7629493307862 12.0752088516184 15.4065275825198 16.5706697327234 18.5474675734514 14.3674528199623 16.4470948399775 19.5254763191692 15.3610128624352 17.5036240475342
TCGA-AR-A1AK 8.26595349717547 3 3 18.3477943507567 9.38761866235333 11.218891382543 3 19.8335979955249 3 15.5334593083337 11.7348663334839 3 18.6848167937797 10.7028846662791 9.23249110761553 15.0617650488335 9.3553012920782 10.7961039328915 12.2928069027744 14.0564509110276 12.105054796637 14.5060336684842 16.2279833058269 16.5949775914389 18.6815488831697 14.8568546349515 17.1488284436695 19.6768699833971 14.8195103394119 18.0040483468548
TCGA-LL-A740 11.154405641715 8.30981529354759 3 10.6094246695939 3 8.05033661658474 9.54763236675096 13.4047545056384 3 10.9839140259793 11.2652252476607 6.51057167426321 17.9808847565625 10.5842965424795 12.0080668795523 15.9053123381642 6.75523493294555 11.5729873882077 14.2124827620652 12.2310846011843 12.0199203915704 13.8047837068752 15.5427869318468 15.6262357858093 18.6684138245663 14.0314304230705 16.0873247346319 19.306701306271 15.2035210495728 17.1290482274508
TCGA-A7-A425 3 3 10.1094269631185 16.3539569794196 9.30690593641345 3 3 14.5172035057842 3 14.565357334529 11.9091034636638 6.86955481703946 17.2877222066947 10.5102693829032 8.26264662492213 15.6726332076659 7.51310737403345 11.7359314931632 13.6571410289221 15.8891303830058 12.0234909290761 13.755301217951 15.8115469333537 15.5429926832069 17.7233895336794 12.8625553587203 16.8282692257212 18.374957596749 15.194560079488 17.2968692785858
TCGA-AN-A0XO 7.88734966610768 6.33441997076513 7.84166789135294 19.3477784592086 3 3 8.07146679219746 15.7070438117396 3 11.2272706748953 8.78275801293361 3 17.1558188560961 11.4336556423184 11.9957273113427 16.5867422697773 10.6706746409555 11.6111985640628 11.7661169292533 10.2599772235193 11.0115632169578 14.0603019472036 12.3884059586257 14.5674489002004 16.4275991872249 12.9560710424259 17.1150969390102 18.6081085535375 14.0880636103992 16.038471827702
TCGA-AC-A3W7 7.86874670460301 6.31708281630533 7.82308599346572 16.5097168629565 8.98380282566226 7.54578160727748 9.60847660771531 13.976088879333 6.93063680624208 13.7717005859933 10.8024246835507 5.20681128382618 18.4760842801038 11.3229391256991 11.2055013484918 16.0704128222855 9.71947488294159 12.3698297721402 11.5952735813183 14.6691244517013 11.0660977683578 14.4185330038488 15.3186204421183 14.4327603583372 18.2464403973784 13.0847877307078 16.1963815914933 18.9051848995798 14.7874827231964 17.0191293818101
TCGA-BH-A0H5 8.23556704320507 3 3 14.7159602583339 10.3479607839534 12.1114450498042 3 14.6449779644507 7.28690387027784 14.6242122362715 15.599355819442 7.61490376207265 17.9857149287427 9.74147789092153 7.34773376960671 15.4113911510849 12.3086422720563 10.4934023625037 13.6081467014614 13.7258591028472 9.93621400906952 14.9301529832343 17.4837474649309 16.7102327868012 16.5041170690735 16.3780914761584 17.5593185352815 19.1513697418374 13.84418516138 17.7040115920839
TCGA-C8-A1HL 3 3 8.71064011264192 13.1840561919949 3 3 9.93214229968757 12.9188643940812 7.79725247484835 10.4313227299427 9.66298852850918 3 18.8808703151759 9.23871670353009 11.9610968721084 14.2001546094653 7.11796177108847 11.7590464808355 14.2645644558943 12.0631406232274 9.98377543471711 12.4888819701809 14.1563963576548 16.3517391465454 19.6609579235722 15.9908578132519 15.6708430011338 19.7850110463093 15.4435279851495 18.3362191849006
TCGA-A2-A0YF 12.2030728555795 3 3 12.0040436965313 9.89567932622692 3 3 20.8758332917423 10.0880412155664 13.5483058686804 10.6057665497245 3 16.4315063468731 10.9562581214231 10.0399709959117 17.4394855485521 3 8.0733075564421 14.6115488853523 12.1564941117942 9.0060170437418 11.6783369540521 16.8784154891578 16.0411459104129 18.091643378495 13.8490490771426 17.3995760743705 18.4316016708606 14.7424838811556 18.021068487084
TCGA-E2-A15J 3 9.82710890156573 3 14.9657495056804 3 7.86104796548015 3 18.4603607479733 7.23915216604285 10.7305227810064 11.8406716906026 6.33323911893376 14.6399486583809 7.7719918276008 13.3956994217337 16.5054860780264 9.27474444364459 10.7635805539331 12.2113590668035 7.45648390710685 9.6658957426337 10.9702885716685 13.2106630936146 14.3763186242159 16.3382794028086 12.226120792339 17.4963699940666 16.9049464984517 14.15320058484 17.3432631008005
TCGA-BH-A0BW 3 3 8.09417920333313 12.507483845449 10.8322466375743 3 8.32521011981196 10.5161568415123 8.72538996737208 13.231740459023 13.3758076232665 3 16.0546941792952 14.2050251476445 9.88959929671515 11.9725215813802 12.2106642883291 11.2663976546297 12.3478011177865 10.3503348898162 8.06271729568183 12.9770875731762 15.4505098361791 16.9942602699178 16.6110263752398 13.4333307221092 17.3040787084512 17.7805198818299 12.8262865486457 17.7175951550453
TCGA-A1-A0SJ 3 3 9.16660645428371 13.454755534961 8.37129015897822 9.45928928100177 3 15.7269176519507 7.28399143220755 14.4009098006583 10.6220798517007 3 18.1811582062326 12.7317027388458 10.6368277960221 15.6599775363371 9.10206002420905 10.9904881606396 13.7283852997979 14.3559486696954 10.1243378822087 13.2094462211652 14.0939122879681 17.892192360306 17.0811356169427 14.1017471203037 17.0369237762199 19.2895941291452 13.757099892762 16.5197559833894
TCGA-A2-A0EY 3 3 10.0919927387638 11.832465223585 3 7.84396346680395 8.3545332361926 12.4055189321065 3 14.845960085347 11.7136404385977 3 16.5197419027295 10.8038331764926 11.6368995213822 13.2817724583188 12.1613800600978 11.3286859923638 12.319017592595 12.6952015882578 10.6411651242329 13.9017777925214 14.7139462426984 14.3279432735076 18.4307162622984 13.831295627952 15.7116057910179 18.2224696232333 13.3704254205476 17.0300930535972
TCGA-A8-A07R 3 15.3666322264278 3 12.129809859327 11.2366962526301 3 3 10.9870690861852 3 15.9702010476316 9.08205706452364 5.28664969492638 15.1463546165425 11.3372460324861 7.08556296060595 12.117908682612 11.5832315486149 12.0184159402004 18.220643958723 10.1725427605361 9.85247172000379 12.3644836875304 11.9438357256535 13.9078763247317 13.3017178379319 11.5857104450524 16.3568558794686 17.1823616583709 13.9265865719023 15.1070636192817
TCGA-BH-A18G 3 12.3577983082353 3 10.5630047718154 3 3 10.301990938639 13.3784600073062 3 3 11.609880572769 3 14.065943618944 3 13.0649823005513 13.1759931453795 10.2219747354233 13.4220860447556 15.2759268578976 8.38057099756574 11.9327890357226 11.7985258010412 14.3768433903987 14.5175885663533 14.8010185385694 12.1001674748025 17.5633752625034 17.1072138167711 13.9763054172586 17.588708258032
TCGA-BH-A0BR 9.43165962275049 7.81313948819598 10.3762533019579 12.5133655674576 3 3 3 14.1158114822597 3 13.7209566823617 9.76179297326255 6.57719392027021 17.2891536537603 10.7541755462642 12.8610448569691 14.1337665442976 8.33817643657406 12.098417271614 11.4814328131153 11.9086292051512 10.8010369955301 14.6928591262785 14.1436831381171 14.8991937838801 18.5978982242306 13.9953843739683 17.2288673549347 19.6902029528658 14.637805065654 16.6405919491812
TCGA-A8-A06N 9.79446825144471 3 3 16.2432349384556 3 3 3 22.0906012176172 7.53727344211407 8.65078434093556 8.15604090352904 3 10.7328884565426 4.49404162645976 8.88436626110692 18.3938145926445 9.10478242656455 9.76146005048855 15.5666578968737 8.32377299848614 8.98763696012399 12.9229700891325 12.964565039991 15.4576443994552 16.1228245136972 10.4625530181092 14.8237744901095 17.9823889091639 13.771349915164 15.6824044688928
TCGA-AO-A03M 3 6.25567364525776 3 16.7990566018135 7.94017676830858 8.44767186033996 7.98647209865016 12.6579285562064 6.86680186507122 13.8980247426057 12.2758223795652 3 18.5992721213978 10.6187623279093 7.22937073651325 14.2089259167635 7.69413285292497 12.5536877171312 15.1863902677798 12.6385955396914 11.7611454447762 12.7922437875818 15.9763618182829 14.8109003169639 17.3218948029063 14.1338594426115 16.6394595773746 18.9157502258793 13.8983779359743 16.7151227327575
TCGA-A8-A09X 3 3 8.33988422332536 13.3898445129037 3 3 9.55667820569639 11.9105988751752 3 12.8685971211064 12.7088020659338 7.06130329220839 16.5247407770173 8.9465227512768 11.9242686586663 13.6713915685935 8.99805376871213 7.139073078752 13.6555657881681 12.5500910287462 10.0893823147139 14.3127892515803 15.820376714351 14.893682240357 19.1583204402611 14.6165360958809 15.4803101418915 18.4829682685267 14.5557254458251 17.1131883836043
TCGA-E2-A1LS 3 8.05089409965986 3 11.1185510213489 9.81584921758532 11.912774441094 8.87559879433357 10.9691544688135 9.27861129195541 12.5856516515258 11.3207010300655 8.06253059849567 17.1858684730204 6.75827978545514 9.56169597656467 14.3415293111623 12.05310039239 8.71399765749496 12.5136782907602 12.2981242940252 7.63999358332133 14.0238220100047 14.4775952830498 16.5362631962312 16.8937416894167 13.7587264010306 16.6087090045103 17.9301826625567 14.7193675437929 18.1876311666208
TCGA-AC-A5XS 3 3 11.0679230921208 15.3956849702768 8.69531548510543 3 11.7184580216632 15.5661896697887 3 13.605638498578 12.9684328221221 8.18612964254348 18.2737254721603 9.33704542467597 8.44408194173042 15.9295858651628 8.85232347935215 9.82626605782618 11.1331376666772 15.0254612706439 11.6965617814739 15.3582475530473 15.7626485919567 16.2595988533394 18.5388814150336 13.2663447861374 16.0739196242338 18.8399415491077 15.3142502948787 17.4480846714631
TCGA-AC-A23E 11.7134948231865 8.60070440734305 3 14.977793359015 3 11.740151364655 3 16.7812059059785 3 11.5427984103564 9.25529752080424 7.58515909504072 16.1712638884788 11.907510413995 14.9700646864448 15.9888132250187 7.84114564392239 12.2810989891977 13.9822556384618 8.75742809661638 10.1550580978114 14.5372439652857 15.8755903119911 16.290301931727 16.3968712989966 13.3657846566385 17.9574215878929 18.8168701334378 14.8497183199539 17.7370469979075
TCGA-A8-A06Y 3 9.08170346872995 8.38003935227255 19.8995797790174 3 3 3 13.4050142283542 3 11.9421732711214 12.7275692700456 6.5565282649601 15.6876729359939 8.41338779715888 8.95350217257295 16.7130060793356 9.51771859071619 10.1064403108525 13.5509395624261 12.8845808390747 9.64892820497684 11.716355768836 12.6133045496584 15.782209192334 17.5832245120502 12.3019693075081 13.4790582561224 17.394069054508 14.4200522807452 17.1713922640052
TCGA-BH-A0H3 3 3 8.90792589619038 18.8964505068881 9.67249778850328 8.62469126438261 3 15.9846707170038 8.96850596105657 13.8725081278461 12.0222540973977 7.05652578998541 18.9621039717311 11.8517187014506 13.2725845693524 17.2673444680473 10.3297138859775 12.8161657699482 13.2901516220176 14.1631629572973 10.8575084131728 15.2466275536314 16.3304883859516 15.7606729442464 18.8062374662294 14.0387628866951 17.8734034169081 19.3885971379485 14.427676607215 17.8994851093276
TCGA-AR-A2LJ 3 6.85677539189609 10.3690039992788 11.9506222935687 8.58034836421482 3 11.4093095418035 14.7449658471307 3 14.0730205714598 12.7871714064994 5.68710694671308 17.6228200882272 10.1770032253631 9.74729632951071 16.6825214612217 9.53282969992174 12.0680963506945 12.9190472520517 15.8937668209642 11.2395006676272 14.9986404435934 15.096553114559 15.7838325617131 17.9427334597389 13.7752139148401 17.4601428260771 18.2733643306803 15.0947923816591 17.1615263106813
TCGA-A8-A06U 9.30635106302034 6.74580274083317 3 18.0319040075209 3 7.99802251037948 3 15.1943740584868 3 11.898111992535 11.2701301489242 3 16.6113104868904 10.3710632379753 11.3929927164184 16.7997507673494 12.2074109385067 11.0844470765885 11.89415076879 10.5386330657305 9.54573193152905 10.9863175532743 14.7060334370746 14.8667934701333 17.0775309668879 12.9517534964768 16.6985044168982 17.7438037053139 13.6170376441726 17.0008213540412
TCGA-D8-A1X6 13.1290031640973 3 7.74299811128113 14.1312394176731 3 7.46633271816331 3 17.4644450843517 7.80232946810313 9.98711112626904 10.3259319873614 5.14211703274692 15.7506735922942 4.67792365749241 12.2423668602461 14.5129095344591 9.63717959771107 14.4812145172619 11.926437361586 11.2309815128953 3 15.0023514883232 17.0179922297199 13.9087554398697 17.1901214981637 12.0378646111055 16.8831174480507 17.3803492441109 13.4365202840205 18.2335779292492
TCGA-A7-A6VY 8.12988948611518 8.78250300010939 3 10.136027964297 9.8281234884307 9.35493353176831 3 12.1523363915163 3 12.6214482748784 14.6168911051464 5.42212284694366 14.2888427385506 8.60734231020099 8.89136040256389 13.0134600350033 8.42433362057907 12.5618354365383 9.29465538870247 11.8576099293573 9.60818685520765 12.4526106279417 13.8806138707433 12.7790159483699 15.5667359006651 12.6120447489555 17.2748115164313 17.3199537838372 14.7419403911951 16.6198701484054
TCGA-E2-A15O 3 6.77576972848641 9.87039950647032 17.3161466311016 3 3 3 11.5702958913085 3 11.4866813506786 11.0517117813612 3 16.9793722597584 9.32531738257954 11.158625722854 17.6249026307897 10.332033952191 10.5552658630058 13.2465852584757 11.9584271954588 9.83825823859852 12.947318740394 13.5405107989504 13.5955402688338 17.3617310054923 12.5151375338043 16.9043531636735 18.2794652666132 14.707118766372 16.4508609718967
TCGA-A2-A0CY 3 7.35258381271233 3 13.19541271493 3 9.61310515599536 11.4503495876533 8.56717653601348 3 12.0990697967829 12.9416229066402 3 12.314047939931 11.8936585165606 10.269770128407 12.2360221267877 12.2831068790401 9.65221133212328 12.708901819765 12.7636126626979 10.8606353538363 8.20692084990321 8.89241651208629 13.2387312047439 15.6518061534283 11.3055438347454 15.6318174707402 15.754222117604 14.8074633026654 16.8672695788591
TCGA-OL-A6VO 12.0465495373335 14.6617637472431 3 9.10261464879422 8.22523172679641 3 9.25300891337995 10.7403242280963 3 13.4381079251641 11.3817381758835 6.24118429609777 13.3115605528127 13.8727441074853 7.20269734531413 12.4973048698711 10.0573839160413 8.58519609664642 10.974603640818 12.1471937694792 8.98701854016149 13.0597107663839 13.6223706639247 13.4140730944954 17.3543362034984 11.5988038064553 14.512735034789 16.6020146597475 13.5484671526276 16.9885406903498
TCGA-A2-A0CL 3 3 11.8838183103399 19.6195117574106 10.8542429949102 3 8.34675571746415 13.6307925633809 3 13.8687406034538 15.5838175193631 6.31013659782048 19.6039813633834 10.8144284870746 6.88510040503308 15.1209609972656 8.77154757476162 11.8498636427637 13.4253109084465 13.2227480295303 11.6295942811821 13.7641125455549 16.3072998748596 16.6527806298466 17.9153725309232 16.1024203181247 16.7295618560805 20.6378372890135 14.7677684033662 17.8261633563915
TCGA-AR-A0TQ 8.7755341694532 3 10.0346222033429 12.0117911024682 3 8.44657070764371 10.9449694752376 13.3065697810849 7.8154028527845 13.786534543138 12.4939347201065 7.65101070208736 18.9951502587484 10.7123293576886 9.54326716145583 13.6673043861701 10.1488718075012 11.7597206903874 15.770122763259 13.6220735839397 13.692466548633 14.3046324145303 14.9777126665539 15.8978602944692 18.3515308520341 14.3007850384904 15.9988183704159 19.1805053128111 14.0520601381188 16.838202528496
TCGA-E2-A573 3 9.0417749813061 3 11.3936868734805 8.5257249061263 9.03801768968172 11.1320070517511 11.9112195683448 3 12.0193213966076 13.9339963406062 3 14.0836829129885 5.1283166081626 8.62943208307177 14.0442298438231 9.47763184480461 10.1530327068446 15.0947346075543 12.5034705897185 8.88165788900443 12.7159230728042 15.2914362220539 12.8872752714984 17.9928044207252 14.5170267398191 16.1308338583772 17.142378960772 14.8707640132675 16.265071280373
TCGA-A2-A0CW 9.44732469574723 9.02150721923105 3 14.3757777107945 3 7.57185691121163 3 12.5996221534824 6.95609740586854 11.7721448582124 9.89196067445077 3 17.0145012913813 8.66858882004646 6.10261904053965 14.5265307773281 7.78620662940431 9.73294037209117 12.9738414974757 11.9494838621348 9.58843246033145 11.9886477399902 13.7228830127708 14.2201231554953 17.4829804031707 12.9833819263831 16.708796473771 17.4795235761544 13.8944977780058 16.20822180015
TCGA-AC-A3EH 3 10.5883419022193 9.69893692209566 17.7997340628912 8.32606679869113 3 3 14.6629406666304 3 11.8976115923516 10.1912593299136 3 18.3270964266926 11.0781277527165 11.65549462867 14.5253039489484 11.6625974342911 12.1389437246713 13.1440292026204 12.713820881577 10.0783143822753 14.2390843285039 14.5734332304857 13.4421081931321 17.031546261567 12.0574396796752 17.4327404355931 18.2682834795768 14.5011747262746 16.19253804334
TCGA-A2-A3XX 3 14.2169743316509 3 11.2599854931098 3 9.77948917747117 3 11.1688804190577 7.19729414261823 11.3842431729138 14.1228823697273 6.82851541687116 15.0871724932241 13.4965589790648 9.89309743220278 12.1046952649735 9.01189478121576 12.6779280000419 14.0634832127018 11.7406884769899 10.0334746862077 11.4269878118475 12.9915415747937 15.3292882332001 17.1092852438558 13.3681940464073 14.7183395805623 17.7523398859676 15.1556120050131 15.6352253009425
TCGA-AO-A1KQ 10.5967217549074 3 9.55734412523121 14.0426182814161 3 9.27218702911192 8.80542871686242 12.6527544075096 3 9.76487149035768 13.0116981058085 3 16.5340491469269 8.03580387834577 10.6290732714688 15.5118472842048 11.8488312783199 10.9426354984755 12.4423619235382 11.2961255289681 14.9277450774534 12.8240219341288 14.1383797094775 13.7939211836311 16.8508307751059 13.5636951133312 16.1407247142302 18.0416990352058 14.5308272331188 17.0801900271208
TCGA-BH-A0HN 10.7029079945836 3 3 16.4571192553983 3 3 3 10.1160397282171 8.73754226523407 10.0214127650461 12.2798052141094 5.93434572339129 16.6763793799708 7.48566322326037 9.9558815854044 13.8652203184977 11.4617496996636 10.9291144587627 10.6283151790953 12.3333701252351 7.67389547932598 12.6857874251864 16.4177818586689 13.198036532205 15.7413436754421 11.7765886265569 17.5079358665569 16.2227928992674 15.1924266042559 18.1758644571376
TCGA-AR-A1AR 8.62043708726983 3 12.8304907303288 10.635728633985 3 3 8.8069602701675 14.0885692273955 7.66318166039126 12.7746509462094 12.598683776231 5.03157772964504 15.8683878185442 9.25958149477243 12.2861526502681 15.3084313398787 9.23428169077298 11.6902768489283 11.3682163559138 11.4815542787301 10.3274470455382 13.5528699784886 16.0600334526898 17.8678629707424 18.7602049009088 14.6835258511996 16.3761149332476 18.6636450787079 13.4763285269683 18.2544660197069
TCGA-AO-A0JD 10.8159208997337 3 8.21656721729116 19.9063574269376 8.40140665834589 9.90081519850584 3 12.2885620899617 3 11.6129182883104 10.7348428991271 3 16.0690467115495 9.54881560540088 9.3210218217223 15.2702736819962 12.4595826711414 10.5796134340444 11.0032105108427 11.2793948186039 9.48296244961416 10.6349232765018 13.8315392402727 14.5663799429958 16.3079178062925 13.418401486923 16.2624766998535 17.2766170032875 12.6369303132019 17.2164704260532
TCGA-A7-A0CG 3 3 12.1068211924589 17.8970216872624 8.42101047770653 7.95601202940057 3 14.7115136634619 3 15.2344657285517 11.9031496209121 5.5507070370469 19.3403293173904 11.6724165532755 10.943520899071 16.0485403827072 9.37175287916575 12.1795799201978 12.8936387099186 13.7362382032549 9.98368947700618 16.3878249599685 16.0884563142161 16.9061269699942 18.6501829340117 14.9661620932541 17.4321196915492 19.3503331020908 13.8223480811381 17.7446293645946
TCGA-A2-A0T4 8.62539124316792 9.76260580211822 10.5562454136348 13.441905337028 3 3 3 17.1021094734274 3 15.5397621712572 10.5222848759776 8.97698758532182 18.3948222515593 9.59769266770873 12.1844632537551 16.4337782547457 8.92210969797315 11.1625442816791 12.448968628099 15.1244383745449 12.6472217042147 13.5024658055577 15.2094306635693 15.7527996055744 19.0863879500448 14.5590292576023 17.7050924397697 18.9331803709463 14.3606267384253 17.6794304820936
TCGA-B6-A400 12.9997598441028 11.4265883097985 8.80711882442575 7.35346929126261 8.01603496593667 8.52426774594079 10.0296582887162 10.3464876227752 3 13.3610507764604 12.4678322960506 5.21458936424543 14.3282532060558 8.65162184824851 9.91872019590521 13.6799644419588 9.6050071603323 14.0641343054971 14.7628669668982 11.1637748446689 11.3968406912818 12.5870440168698 15.3881833481986 12.5343045460401 17.6144662939202 13.9653684713588 15.1702188182374 18.5292824414147 15.0282635924061 15.8057800558219
TCGA-E2-A576 10.8934351491505 3 3 16.465322279549 9.72148362161549 3 9.76886627810623 12.0772705860749 3 12.7092678419629 11.9893187296049 3 17.6980060131387 9.15759509262773 8.01112244739856 15.7231066384401 10.8738434996956 8.87877193149942 11.8720586236048 15.7742643572131 11.1910841183863 14.1390965439359 12.9269545855571 13.7388791753304 17.7598482373154 11.6463596965062 16.1482916033998 17.4402711523201 14.806479992196 16.7450746930802
