X4852 X7200 X5473 X4161 X5196 X6366 X2925 X4160 X8484 X2532 X6363 X2864 X6360 X185 X6019 X6869 X2867 X2587 X2151 X3576 X5733 X64805 X147 X1524 X554 X146 X3357 X53829 X1910 X187 X9934 X1902 X2149 X351 X6915 X10161
TCGA-BH-A0HW 3 21.29501159136 8.79620627493218 8.90968501144265 3 16.258186209576 13.830814971288 3 3 12.4989148319578 11.823149967201 9.89701646856003 3 20.0098667792918 16.1802178262394 7.52680016004766 15.9070589227284 5.25954500755587 13.9683866527629 14.1567049648157 19.0166512156466 8.42546238235595 15.4944692139661 13.5256547648671 9.94742411366225 14.9710239267558 11.5818664133226 11.3472638057743 15.9686693248812 17.6168339904544 11.1200109295382 17.6639485316984 18.0487246896689 22.1673539606094 14.3669958854551 16.5581078112473
TCGA-BH-A18S 3 8.49259318981927 10.9341267094736 14.7023375044975 10.1815829706422 10.1533986011399 16.1367829360445 3 3 15.1315982997839 12.1327449037976 3 10.4574178581458 18.1222533787497 15.7271805245792 11.1286892583834 13.6082765063717 5.38611617638632 13.9056000613898 14.7751102327261 17.8560774013705 14.9594574244368 13.4551858214906 17.4073159593839 11.291153433544 8.98689488899264 12.8633851747672 15.866409796726 14.6422823189192 16.5093143765197 11.812289906481 16.8597665308816 16.5344844975517 21.9335204875073 13.1134654093011 17.0069612313603
TCGA-D8-A27E 22.8014002119537 8.87775502044002 3 12.1021056772143 9.9908555623169 11.6915454980732 12.2135580320877 3 3 17.0587815360909 15.6716055452173 7.12850714364171 9.78476074827182 21.0643416324564 14.8527870554798 12.9115080729759 14.8835144967625 3 13.7879997006912 11.6554011508767 17.6164331853257 13.6982802668024 11.3659306142212 18.0722569124338 12.3061321516285 7.8236893270196 11.4810911174262 15.7073875170234 14.8690267233027 16.5397676077113 13.2358838474363 16.4391556671009 17.1578155963936 21.9481386866255 13.94093196569 17.3527883354323
TCGA-E2-A1IH 9.52938745118407 12.3200641450192 12.0515882877291 10.0056897540558 3 17.0129053375317 12.3073638162927 10.8348266844694 3 19.9016640116012 21.6836009653594 3 10.7691108679526 17.9299007207495 15.018696897065 14.4871372625307 13.099961689444 8.07400327881887 18.4006100735263 15.5091803457617 16.0534078323317 13.6098782373818 11.601248636527 16.613988988067 13.5601505285143 13.1058263491562 13.9287791524226 16.1833831340478 15.6728423856341 18.5788562151449 15.2987133171822 18.0649806461632 19.5921932140536 21.2700709421949 14.3894128388783 18.3680568207945
TCGA-A8-A091 3 14.1940304178249 9.98173988139201 3 3 15.9164211903038 12.3819081600999 3 10.0239996582587 17.3267431747661 17.2960848645837 10.162353623316 9.91826502273538 14.1805119028497 13.0406681450686 12.3156089893861 16.9115028249431 3 17.1130205310031 11.9285175614193 13.5620470799637 14.7820025344497 15.0815172633243 17.6286394895248 12.9929859561364 10.8197843390077 13.0928482609218 15.4599705469102 15.4959731474505 18.9186974726507 13.1776281240467 17.2797965890644 19.4541046102691 22.3009178460252 14.7993001546048 17.0814163587982
TCGA-A2-A04W 3 10.2317901334577 3 3 9.9453359209681 16.6953857459726 11.9616853914251 3 3 15.8253826157222 14.9281380689931 3 9.42074119891303 14.1634609996685 9.86474672581635 13.2749322673952 13.910641398112 7.89122286699457 17.5958908145824 20.0244987909059 13.6503683530116 11.1242103819505 12.6584880195536 12.6600433510822 12.6352895490526 11.5371808809313 14.8972036613692 10.5544945140452 14.6880325498959 17.7878025242965 13.4420252953066 16.6054086060433 18.6041599671038 22.8828795633649 15.2869178888701 16.6114864527833
TCGA-D8-A1X5 3 11.0608180440829 3 13.0553035368601 3 9.00617987127115 14.314553263144 8.17366918147837 8.68740471264732 13.6032996074145 13.141704166902 3 8.10952772036189 14.0492253936775 13.5166197508842 9.47763428697316 14.6611202602708 3 14.8335968497931 15.0940111516177 13.0345494794485 12.225335494553 9.67128203380522 13.0010595603224 11.0392547194007 10.3978374493387 13.6338101123893 14.3221916130295 14.0520347217915 16.4712086449905 13.1849823008262 16.5666214096517 19.014919444864 19.6744325282486 15.2521887648794 16.8407042157481
TCGA-BH-A5J0 3 9.58345111498507 13.9115738647551 3 11.6982652112038 21.2394265852936 16.5780937720635 9.25009971190528 3 19.0369451204862 20.619141272172 8.78529049052021 9.76331269805077 13.2364358989064 13.6588071776944 13.0841315000508 16.3637255060041 5.82280868408317 17.4529538560277 15.5637739969433 14.702488352446 13.8016104284236 12.6312321327924 15.3266364001669 13.6435099136858 11.8122840955539 14.1226255817353 15.425725357514 14.4428644648876 17.8547239988661 13.541330917798 16.8434844460603 18.3637924079502 20.6239783560866 15.5356841992754 17.189208191921
TCGA-A2-A1G1 3 3 9.65199657147196 7.80558907457842 3 19.0862322983906 11.4577776243179 3 3 15.1128374649627 18.4200156590224 10.2763414314936 3 12.9567015878938 10.8061666575845 11.0727223379213 11.3024331814447 8.81501803818998 16.8424907909152 17.2008594267406 15.5240103270788 13.5819369991637 12.9425953762846 14.5879722077117 9.81611889195997 9.27701642548807 13.0100038514518 15.4150211723522 14.4970163616299 17.8231299862784 14.1767823920937 15.9414619218968 18.7170849863317 22.9085428563305 14.0123271868182 16.6672565113772
TCGA-A8-A097 10.5075947628733 12.1219332908899 8.573591291039 8.68673631803932 8.81227531918131 14.4403308980099 16.4841277004994 3 12.3103068602175 16.6552525127333 17.0741387061405 8.46839420557992 9.2753366941215 13.5470987123373 13.3500639863551 14.4683143903307 12.542223180518 5.90179407234979 17.9237514142514 13.6428445416687 16.5825459678093 14.2943206737526 12.4335746437478 16.3351902173197 12.1517655090777 10.9066775239713 14.8692975395909 14.7873973132715 14.4817252783184 17.3552371822492 13.1063231391979 16.7239590026698 19.289245156385 21.2553141477801 13.8633511512102 16.8914741163863
TCGA-C8-A130 3 14.797620019432 3 9.2301416498412 3 15.9829334269568 17.2065871101979 7.92329110109482 10.9915854186547 15.8544341215183 16.9061769328931 9.01033400500861 10.1411173348322 12.7216744725238 12.7185892541777 11.3369155128941 12.2649011516301 3 17.2162440465305 12.9194435240108 15.2063933182465 12.2427506610016 13.8590750953224 14.018280861964 12.2109656006839 13.3021351315409 14.1725198308528 13.12314862154 14.7975281275054 18.321047740798 14.3761279203 16.281458501956 18.693657639278 20.7535811378894 15.1241931917937 17.1643678347109
TCGA-A8-A0AD 9.01412425072591 13.2475970844437 10.9477030992986 9.48851955408794 3 12.9883565602439 11.8351001964681 9.73508132768494 3 13.6572694943784 13.4079011088791 8.69255251817151 3 14.4060909796246 14.1046302927641 10.641898363981 14.6765662344826 7.57050058508774 15.1010653920054 14.5336448307076 19.4290834815211 16.8050228367673 11.2501434605188 18.8116160273897 11.3047419853859 8.4265751395488 14.4203144067437 17.2765801181865 14.9902364744758 16.2445780048448 12.5110270586443 18.7665162259405 18.1393489251781 22.1329411809543 13.784220489445 17.5623761382458
TCGA-A2-A0YL 9.51136874772423 10.7214774666373 3 8.998938923588 3 20.4734202325996 19.4763673810912 3 8.20597613705272 18.7010052669861 19.1638889842726 8.77968834962297 11.386013805331 15.992286989425 14.3088231177892 14.6625036357203 12.2754044146297 5.33178253608893 19.8600306519615 14.7465164621492 17.6599274336081 14.9337930775013 15.293844707166 16.9363672920447 14.0399137584287 11.3603031982046 14.8751020404514 15.7897693133715 16.1224020882186 18.1758187973491 14.5494223431178 17.553583664837 20.2480514558465 22.4019726525306 14.2792092528791 17.8371669280906
TCGA-A8-A09G 3 3 3 8.91190088861803 3 17.0641736099851 9.93720615934584 3 3 16.4184735247732 18.872691911182 3 8.5177150624981 11.8506984950314 10.2657219596327 11.9274678876072 15.6524402109496 6.10243175796887 17.3809204809935 12.3531788964509 13.2424917349741 13.4822210489543 12.6219630838949 15.7132402375187 12.5248626990087 9.15039388044851 13.3699362565451 14.7761261417684 15.6972409149885 18.1546469083075 14.0437521937042 15.0525579796547 18.3338148224468 22.4247612577892 13.588757273851 16.8865522401887
TCGA-A2-A25E 3 13.7871964121792 3 9.52762599857527 3 18.076366759513 15.5696874558952 3 3 16.4698462941924 18.3727646188214 8.15989114216679 8.55607330949705 19.139804259911 13.9966649287069 11.9222871152341 14.4911010498364 3 18.861747090269 15.3904426994944 17.0216508318232 12.6826360596905 13.0232907081875 13.5353953120295 12.2596066797072 10.7607715224424 13.6845596028831 13.8727179671765 15.4217398544538 17.9196142934222 13.8463548573871 17.0001009240565 19.2227505943406 21.3914393169293 13.8798519580879 17.0416833673812
TCGA-LL-A73Y 15.5926473706893 9.83557514090845 9.98045726157454 3 9.23170802500014 18.9522069844384 10.3533535842425 10.0812353288041 8.31140988056828 17.777962828891 19.7841934890562 3 8.71042146449718 13.7643894753778 13.1767554063581 12.5217412804079 9.97779073131969 3 18.6216280035682 13.7924366752316 14.85826960279 14.0505873371525 14.8578878140881 14.9818097020036 12.8834287540713 11.7629493307862 12.0752088516184 15.4065275825198 16.5706697327234 18.5474675734514 14.3674528199623 16.4470948399775 19.5254763191692 22.3919876451743 15.3610128624352 17.5036240475342
TCGA-AR-A1AK 3 14.7323458531324 3 8.26595349717547 3 18.6358664639843 18.3477943507567 11.218891382543 3 19.6038589535233 19.8269983109599 7.48585215907191 11.4152959060047 19.8335979955249 14.7828176600698 15.5334593083337 13.8294097004422 3 18.6848167937797 13.7295212727369 15.0617650488335 13.6656003924887 12.2928069027744 18.1001898468934 14.0564509110276 12.105054796637 14.5060336684842 16.2279833058269 16.5949775914389 18.6815488831697 14.8568546349515 17.1488284436695 19.6768699833971 21.4330186340164 14.8195103394119 18.0040483468548
TCGA-LL-A740 12.5635906689341 9.36109460203522 10.8178715952564 11.154405641715 11.060273338309 19.1174912762487 10.6094246695939 8.05033661658474 9.54763236675096 16.5659751939074 17.1234188287873 3 9.54065922254016 13.4047545056384 10.7174276426977 10.9839140259793 11.7297159250988 6.51057167426321 17.9808847565625 16.528949566831 15.9053123381642 13.019305263171 14.2124827620652 16.4350174971188 12.2310846011843 12.0199203915704 13.8047837068752 15.5427869318468 15.6262357858093 18.6684138245663 14.0314304230705 16.0873247346319 19.306701306271 21.6150119338875 15.2035210495728 17.1290482274508
TCGA-A7-A425 10.259917956964 12.5646487985517 10.6230689606361 3 10.2834547509991 18.753603317273 16.3539569794196 3 3 19.9545945240469 18.9428669456493 9.93506842047774 13.0311664295478 14.5172035057842 14.5509299050213 14.565357334529 15.9550536848784 6.86955481703946 17.2877222066947 12.4510780630581 15.6726332076659 15.3598916654858 13.6571410289221 17.0563764631495 15.8891303830058 12.0234909290761 13.755301217951 15.8115469333537 15.5429926832069 17.7233895336794 12.8625553587203 16.8282692257212 18.374957596749 20.5871907577256 15.194560079488 17.2968692785858
