X8342 X8359 X8354 X8290 X3018 X8337 X723790 X8468 X8370 X50511 X8338 X8334 X5932 X4001 X472 X10735
TCGA-A2-A0CM 12.2775453042178 10.5710705198605 10.1758834798218 11.5278494350436 3 10.7548982436059 3 3 12.6211112467297 12.3745538935371 13.8272924115999 20.26066554626 17.2049799125631 19.9291981386945 15.5943030286196 19.0860807658991
TCGA-A2-A0D2 12.3328646813695 11.884960016699 9.91138538692027 3 11.4494865682757 3 3 3 8.7362222908448 9.50294336624604 10.9807371489348 17.7687572364455 19.6656314465283 19.4792892100856 15.0638635442512 18.3069222055516
TCGA-A2-A4RW 11.6597222668007 3 10.554498040692 10.3289060230666 10.1033369424109 11.717529164693 3 3 11.9442478979696 11.1395258470964 15.7101455882493 21.9912082509234 16.9714366508364 17.1257403354286 15.6537600034274 18.1754296150912
TCGA-A8-A095 3 3 11.3272001095167 11.5147898025787 11.6093689224337 9.33801572008652 3 7.23002568782677 11.7206379580985 13.7379947571176 15.0616679290299 18.7869760955558 18.8347323208969 20.3947969112776 16.2014430852403 18.6984925454482
TCGA-A8-A09R 3 3 9.50264931024098 11.8478490657368 11.3589828648974 10.6610907195947 3 6.99347913391447 14.4565857244224 10.276230308583 14.3702147907078 20.734436311033 17.4998301890647 17.8420961798174 15.8269480469283 18.6445134272911
TCGA-A2-A1FX 12.0365327744611 9.75052665031593 3 10.7044702691956 11.4745006149793 3 3 8.37295973213838 11.5452080094199 12.0051690616845 13.4161934234617 21.4600365183375 18.6396845419258 19.2858177994971 15.1897893863985 18.6823682247927
TCGA-A2-A0T6 3 9.9842758796901 3 3 9.1418247734379 3 3 9.3285193701024 10.2019810857442 12.1908470925063 13.739215077387 20.2085327159963 16.8469779664931 17.0031331506672 16.4813939426846 18.7098418005218
TCGA-E2-A15F 3 11.4488240435337 3 9.83290932841429 3 3 3 7.52446950879658 9.8690425466095 11.6888208840453 12.4467581592674 18.928586203471 20.1408820171069 17.6705580579537 14.9988341142598 18.6222150610538
TCGA-A7-A3IZ 11.8791729842894 3 3 3 9.33079731051415 9.36668032329121 9.32826890494653 7.25751368455803 11.1663020979536 13.878684371485 14.0130459519126 21.4437983935264 17.1417240131151 18.3507623253423 15.7944491010871 19.087052589487
TCGA-BH-A1EU 3 10.346319909658 8.96314721367422 10.7197958952299 8.51767787690284 3 8.51517356998058 6.48781375756439 10.3432594603575 13.633874720632 12.602318526457 19.8974690628981 19.381077725352 17.6327795990469 16.9193761711098 19.2473813720943
TCGA-AN-A04A 12.5137707318005 3 10.823867351187 3 11.688917585798 11.7251594263194 10.3696789487454 3 13.58217411211 8.94329505546894 14.5940566916186 21.8088554484486 17.1790552297092 18.382221501517 15.0229184692343 18.9816689718616
TCGA-A7-A0CD 9.6511931438933 9.93683626663804 3 9.31870973010229 10.084095784933 9.13049336959825 9.09216688711019 3 13.3604362194193 13.6123653626623 13.6040116008105 21.7903261258692 18.604932010606 18.3922813262159 16.4150699204081 18.8995694124738
TCGA-E2-A156 12.6067389739813 3 3 11.6871833046775 10.4647710462267 3 3 3 11.3096446461568 12.9017824531591 15.0740392725911 19.4979389427734 18.83445229791 17.7165067547818 16.0335850641958 18.9231510715229
TCGA-A2-A0D4 13.0846410404541 11.3759062010554 3 9.18211041797556 10.9408886068399 8.99414734104448 9.94420845129713 7.85308657270774 13.7992750662817 10.7608739350355 15.1654200151217 20.0655054648965 16.8338411188621 19.9816753404199 13.9777957551289 18.2148627267089
TCGA-A2-A04R 10.9930126164763 12.27790947778 3 11.2408321942809 9.44069951500187 9.47661522858952 3 3 12.6435428595109 13.3175762641728 15.1634233577516 20.5047732243972 19.1297245450806 19.2814347981205 14.4465641708 18.4024811528632
TCGA-AO-A0J4 11.4188779808308 11.292472640538 12.4772595424377 11.0837380671278 3 3 8.87357120293652 8.74573280482056 12.5761823103593 11.1350867084212 14.3357278811766 20.7148592729637 17.9022332971217 18.9582313940876 16.2012590849429 18.7497226442002
TCGA-A7-A6VW 10.3120070582262 13.1773532213212 12.78015613851 3 3 3 10.7437418354547 3 11.3295222134836 7.06281213397572 16.7611731875062 18.4134673089873 18.2241835873668 19.2966561839832 14.1055381753442 17.0667182259995
