X114 X111 X5136 X196883 X5153 X5575 X57761 X1175 X867 X207 X5576 X801 X998 X5566
TCGA-BH-A0HW 3 12.6852486311008 12.3826920375119 14.4766206207418 11.9141928186665 16.0748031179277 19.9589000258452 19.8916053870569 15.2235143765567 18.4167874344729 17.4286332536239 19.8079095558819 20.6445514637321 18.6187042554512
TCGA-BH-A18S 11.2656892744342 13.8347579408801 13.0705943635003 14.1776554936116 13.5872191202752 14.2085413298883 17.9194160421116 19.6500927145582 15.7058222318393 18.1862390560455 18.079908292943 19.0632019991675 20.823002516576 18.4718681754503
TCGA-D8-A27E 10.892073566505 15.1541919947944 12.4641162407888 14.3621378980192 12.2439208363557 15.9525125023995 17.4552562322977 19.4937068743676 16.4460101247711 18.5321073220957 18.5434744480116 20.1215868467701 20.6415872725747 18.7199024879425
TCGA-E2-A1IH 3 13.4849468839542 14.944395520319 15.6604350895837 14.9355549698791 14.8393389233858 17.9759588956145 19.9001304486435 16.289564653508 17.3602928694928 17.9865672127818 19.9525023579274 21.1578112018232 19.3662660399495
TCGA-A8-A091 7.70414187409255 18.6532768621625 14.3342674801033 14.9664763999006 13.8213406943921 15.7540953721929 17.6128521278117 19.0942392073962 16.7016662266489 19.3178210873771 18.0163813168802 20.491519337285 20.5138327914091 18.6931627950941
TCGA-A2-A04W 6.74266179726588 14.5410803327678 13.868521233337 13.7185884315695 14.2199095022757 17.0863724418787 18.7352465244256 20.8136799890991 15.6801960284529 19.5896859301675 18.248150677142 20.3249905147091 20.9733775013518 19.33313595392
TCGA-D8-A1X5 3 18.5542064010153 12.5685945960354 13.5449566906913 13.4168992595068 15.9266726882878 18.3587934052404 19.9628582908694 15.8099905159098 19.0189462649585 17.9367979797621 20.2365488836515 20.7080683125066 18.4089870635851
TCGA-BH-A5J0 6.52313870618241 16.3524270918135 13.7996898825348 15.1180918774359 14.1261044088835 17.2619243930031 18.7902425149253 21.4898014300276 14.9564014934014 19.0236391298485 16.9752263497118 20.4457220175046 20.8522805440737 18.9404763767419
TCGA-A2-A1G1 3 11.0320622067339 13.6285510149581 13.8147883873154 13.893825276103 15.3726918791386 19.1261049196075 19.3776240857837 17.9187220209275 17.1106440614316 18.9465962569149 20.1011583830785 21.0779968015772 18.871086021287
TCGA-A8-A097 7.54653045189876 13.8674423848339 13.730375164369 14.3984313437531 14.0431507655099 14.6066613583801 17.9493590704904 20.1646715483951 16.2610715766491 17.4784527432378 18.729443525717 19.6746756643904 20.5599770190111 19.1804551259893
TCGA-C8-A130 3 13.1566615729758 14.0177362808171 15.5317582755369 14.4605089948037 16.5239026735287 17.3173420635563 20.8105398256737 15.7190033224277 18.7746904024251 17.4141353464249 20.3660937969976 20.6866352665589 19.3135360539366
TCGA-A8-A0AD 3 16.2953745064563 12.623740069911 13.7134765652971 13.9329108795839 16.0189203783188 18.0406900213765 19.8676143999018 16.8616274316284 18.4882995219545 18.5009033782872 19.6650003230071 21.3547348980437 18.4846746560628
TCGA-A2-A0YL 7.45354325003665 14.941930210531 15.1429426781282 15.1414600632413 13.677027788388 16.7605539474322 17.7287599845634 19.4387421134382 16.8374564686176 18.0181170059042 17.6959511531517 19.5861731652433 20.6929653694686 18.4920909571929
TCGA-A8-A09G 6.8187630498853 16.5275317578839 14.071509034436 14.1867559101127 13.9595012745323 15.7508052702237 18.3012120292614 19.583097521942 16.0679150210453 19.6438168403384 19.0645350061441 20.2627500592258 21.0351775169529 18.1983227049013
TCGA-A2-A25E 8.37214773696432 13.339042320323 13.1997064075238 14.3874474467297 13.2757476038088 16.1662234880544 18.0790118107809 19.9174908962255 15.6485300380821 17.1616170311389 17.6598883300102 19.7726044896768 21.5523779972326 18.6980769058058
TCGA-LL-A73Y 9.51032375515347 13.8441598421685 14.3210401618411 15.4969738596611 14.1964497020509 16.4538033107946 16.2540817090101 19.6090134816186 16.5760579120099 17.7983356389775 17.6793010703685 19.8654380842994 20.1407730405734 18.4368980162612
TCGA-AR-A1AK 11.1455136812917 17.0149279162968 14.3437149645977 16.4699058142121 14.3614156067075 16.2897451911184 17.841598790085 19.5574273366025 16.3739154139869 17.8797688545459 17.8564998471057 19.5713693449748 20.370380582035 19.1321712210009
