X114 X1674 X111 X7042 X55799 X3908 X3655 X7043 X196883 X782 X7168 X784 X5566
TCGA-BH-A0HW 3 10.3160308555445 12.6852486311008 13.514613735161 11.1122175168595 11.5394417970275 18.0502487801583 17.3279313892943 14.4766206207418 15.5550601549367 18.9469650622593 17.3480329370207 18.6187042554512
TCGA-BH-A18S 11.2656892744342 9.74173520055814 13.8347579408801 14.7732775894864 11.8962647614613 13.8744451567606 18.0071164664093 18.1300104641248 14.1776554936116 14.2835464039579 20.0444086431898 16.3105927584576 18.4718681754503
TCGA-D8-A27E 10.892073566505 10.7650885099935 15.1541919947944 14.6723128796645 17.8096659561813 14.5281757443944 17.4278152769511 19.3908776623031 14.3621378980192 14.0372006090106 20.7803391066644 15.8389528536021 18.7199024879425
TCGA-E2-A1IH 3 12.8234684275 13.4849468839542 14.9161742562538 12.4403990659812 16.9125441423304 18.5811111782096 18.8361761458189 15.6604350895837 14.0768204594008 19.4447651495023 16.2819197562719 19.3662660399495
TCGA-A8-A091 7.70414187409255 12.2465635020916 18.6532768621625 14.1183296696177 11.1747643008023 15.9340514951698 18.2376767457171 20.2404454352911 14.9664763999006 14.2626725567829 17.6096729731137 16.6963421340194 18.6931627950941
TCGA-A2-A04W 6.74266179726588 13.578569132136 14.5410803327678 16.9034900592731 12.2705198582497 16.4577442485127 18.0942216104064 19.010317094902 13.7185884315695 15.3311677008251 19.3739587709068 16.7908715744395 19.33313595392
TCGA-D8-A1X5 3 9.90255756993503 18.5542064010153 15.3058547528572 11.6040087095094 16.3750100735604 18.2282399782466 17.9703441495016 13.5449566906913 13.7580019521878 19.097360442933 16.3731846350265 18.4089870635851
TCGA-BH-A5J0 6.52313870618241 18.7149196717394 16.3524270918135 15.5943108521282 11.5551810896639 15.946181663001 18.0993011731575 19.2801689753025 15.1180918774359 13.8489504391547 19.6612053335011 18.2881364963345 18.9404763767419
TCGA-A2-A1G1 3 12.3466625775508 11.0320622067339 17.8087300274958 10.7442707290109 15.3032764197837 18.2760038884253 18.4605863999047 13.8147883873154 13.561569412035 20.4685197538216 15.5513002683278 18.871086021287
TCGA-A8-A097 7.54653045189876 13.987517044011 13.8674423848339 17.2304596044593 11.394449950069 16.3516915875835 17.4008191802056 18.5620105255995 14.3984313437531 16.3873432996396 20.0238607708707 16.7278468945797 19.1804551259893
TCGA-C8-A130 3 14.9689012910499 13.1566615729758 14.7743684963872 10.3964977092444 14.9129048453942 18.1405375373094 18.1732314128646 15.5317582755369 15.6614724428605 18.8140126545015 17.4108332219264 19.3135360539366
TCGA-A8-A0AD 3 13.8580777532779 16.2953745064563 16.0685485610832 12.3521266939178 16.1300922033777 20.1807536704109 20.1964610189202 13.7134765652971 12.1780767244029 19.149223386402 16.0060708127933 18.4846746560628
TCGA-A2-A0YL 7.45354325003665 17.4968129310603 14.941930210531 18.224421458387 13.3042059852081 18.164181128333 19.0873947274994 19.1288598560336 15.1414600632413 14.2820390967988 18.9729807624365 17.3496352856458 18.4920909571929
TCGA-A8-A09G 6.8187630498853 11.5760216228843 16.5275317578839 12.8076772415114 10.0755890562677 16.1304303897894 19.5378290215643 17.2946599236395 14.1867559101127 12.0493647648623 18.1770075559384 16.6427496214345 18.1983227049013
TCGA-A2-A25E 8.37214773696432 12.6721021310721 13.339042320323 14.3725613237604 11.2786344207878 15.973085665271 18.0289019335437 18.4218573049018 14.3874474467297 14.956569628355 18.967946436309 17.2613183087214 18.6980769058058
TCGA-LL-A73Y 9.51032375515347 14.985255686649 13.8441598421685 16.4229199129533 11.0742971373884 16.5843217650187 19.5679253183405 18.1707805491656 15.4969738596611 15.2266599483471 19.4062356923525 15.7446960199324 18.4368980162612
TCGA-AR-A1AK 11.1455136812917 13.2355868105652 17.0149279162968 15.3327067995217 12.5567428132326 17.7510214279377 18.892143362922 18.6974062842729 16.4699058142121 14.9771855867617 18.2620207439031 15.6834737765619 19.1321712210009
TCGA-LL-A740 7.24512045384381 13.950038039446 12.1348217046752 17.095422511914 11.2243653089821 16.3475421331748 17.9897382019448 18.4125173286 15.2699349083869 13.4088315802303 20.0624901834615 16.4315753548136 18.279773402801
TCGA-A7-A425 8.58653319522621 16.594627345067 15.5837121266708 13.4309052745147 13.4942877998107 16.8512492478854 17.7616755190134 18.2339867675433 16.3113275299364 14.770447066011 19.0330762720128 18.2690833830162 18.4199934561384
TCGA-AN-A0XO 5.87427915478252 12.4312415009383 14.5426317839924 17.3877351003373 11.1492505251644 15.7994081384471 18.3705789117193 18.0348621101605 13.1223798136542 14.2546410197841 19.1351515569724 17.7293201668868 18.5581792941473
TCGA-AC-A3W7 6.75454584410486 15.2977042559221 16.558081497796 16.8904576459349 15.0539500739109 16.7428672162929 18.1735582721646 19.1718693097366 15.6656379865368 14.3816677202344 19.7270991849327 18.6902809576852 18.6360652958727
TCGA-BH-A0H5 9.73578090976983 12.5077295693998 17.3000841642953 15.6185345753671 12.8017548079744 16.8553576645631 18.8052675221473 18.2498964314268 15.2455560457781 13.9710871786 18.1398975981138 16.2417037514218 18.4987669076571
TCGA-C8-A1HL 3 13.3226464941578 13.9819601820578 14.2582583266553 11.3041351470977 15.6993413609509 19.2960005078211 17.7799973338119 15.6599559655402 15.9299630646263 18.2832032003222 18.788999486236 18.8167222083532
TCGA-A2-A0YF 6.68310606124205 10.8470066884353 12.437333244637 14.0443465801683 11.244998053963 15.1486956433442 19.5879461071131 16.9008859980268 16.9242057193111 12.988975700712 18.5372316999354 15.3492170439492 19.0131731118139
TCGA-E2-A15J 7.61637788924084 11.497841381395 12.8828423933526 15.589569015529 10.6526129515721 14.0098549615384 16.21327863914 18.4181000688201 13.7977929534277 13.4356079729653 19.3875678538473 16.7772523036656 18.9639376749251
TCGA-BH-A0BW 3 11.524007492878 12.5995235539737 17.0487748871207 10.1925220929725 13.2310211799881 19.9385484199221 16.5254364248447 13.0430818405631 14.4111799365249 19.4438425179889 14.8158270683855 17.44037667576
TCGA-A1-A0SJ 7.10504225651548 18.8507112816 15.9665841414674 15.115394437216 11.2335849691976 17.4384624454167 18.4056578067459 16.9804114096519 14.9179564001314 13.8769179303295 18.7168129491367 15.9774429982953 18.4729307651209
TCGA-A2-A0EY 9.55406642718453 15.7362264809444 17.0380979177538 16.3356864560304 12.238927109629 15.1010155891168 17.9763398662776 17.3960413772345 14.2659691945051 16.2243745024161 18.6253608125196 17.3059152451108 19.3405143620118
TCGA-A8-A07R 3 14.3595947797109 14.7296215277156 16.7310617427795 10.4971008272747 13.2759547291331 21.5009853735298 15.0924087239671 12.3438106321253 15.0135837831988 20.37119632737 17.2987046694765 18.5114213698996
TCGA-BH-A18G 11.8377013413036 13.6625281235457 10.6091221824642 14.9069159254996 11.1916194939551 13.4356109268517 20.8666797348049 17.3433710574906 12.1085019738147 13.8965346022027 18.4539325196526 17.3220488445977 18.7224729398465
TCGA-BH-A0BR 8.59198540090571 12.5163561715385 12.7550984642029 16.3378945025934 9.60684286161921 16.810978259852 18.5420392832425 18.5251965340129 14.6803114331797 13.5595995906741 19.1707118926891 17.2518730645655 19.1137877697081
TCGA-A8-A06N 3 7.61896054266639 18.4229453233658 12.9145180424185 13.3519496932849 9.44810574204445 17.4328228137806 17.1321110584505 12.8153765503578 14.5456584112304 16.8662180356111 15.9285496272822 17.9949407439065
TCGA-AO-A03M 10.2285724101007 11.9400197322243 13.4451754858817 15.4899206293711 11.737934153255 16.2686095178496 17.9420174058772 18.1295946685227 13.6233171950308 12.6112674077147 18.0083229220692 17.6070360232368 18.5039129692723
TCGA-A8-A09X 3 11.2627171148918 11.8532877891824 13.7363810131562 12.7966465292233 15.6584397135302 17.2170420555777 17.6514198098155 14.4440487023638 12.4506853238871 18.3979146789749 17.0635772679899 18.4228210028821
TCGA-E2-A1LS 3 3 10.0104778343124 16.8023608051697 10.9311672062741 14.9858767561089 21.5283487075933 15.458049378214 12.9210252370856 14.1239943388656 17.1572869241063 16.6801462022237 19.0234832816529
TCGA-AC-A5XS 6.48484964668406 13.9105674897879 15.8476539730536 13.4684744951557 15.6737596588411 16.1466569056118 18.0254728626632 17.9822627653876 15.7417327199179 12.9828879575057 19.298789149773 16.4156763571967 18.1623153680293
TCGA-AC-A23E 5.93053066305973 11.8633168025153 14.3317943446397 15.3544017139024 11.7270791853254 17.1496636872151 19.5218026423879 19.1217281674643 13.2112853956307 13.3169728394555 20.0347773136085 17.0534880014408 18.9287430119105
TCGA-A8-A06Y 3 10.4998075517655 11.202888214266 16.2143856913547 11.3287758222113 13.9175683917852 17.360100242762 16.1930405350467 13.4612883342585 13.8435197790057 17.1125002500646 16.7175878283144 18.4639774039295
TCGA-BH-A0H3 7.41043696017499 15.6491473949456 14.2964334471033 17.5470058324399 12.929775863236 17.7050358053664 18.5783832288005 19.4416600341459 14.9887472858431 13.1926740061821 18.7774208910263 17.2218374502182 18.7192400644105
TCGA-AR-A2LJ 3 17.1778256100211 15.2919547202074 14.2186337993247 12.9954761566191 16.525358099473 16.6072671793916 20.1826361056805 15.4275004877649 16.1615609920333 18.6180745852023 17.5503351118571 18.9333520203658
TCGA-A8-A06U 3 11.1998110693287 13.2545484136496 15.2487998077611 10.060928960785 14.713296580049 18.5955367283606 16.8593481542125 13.7107951921151 14.9890034879841 18.9946388482811 16.8500926451118 18.9225029825248
TCGA-D8-A1X6 3 8.45320691405271 19.4056995389958 13.2069315532572 12.2187163454039 14.0538528606103 16.5044607627396 18.2235885356425 13.922307603071 13.4189140623352 19.0446116112203 15.8683836662698 18.9645080583894
TCGA-A7-A6VY 7.56050651165988 9.78572075828936 11.7349106440002 16.2232712114139 9.73821142189571 13.5762090334118 18.9095416850355 16.7377625965102 12.7262246295516 15.3505523195881 19.0190009739504 17.8445747479486 18.9047849830938
TCGA-E2-A15O 6.29982309498683 11.1255099341213 14.0397662589204 13.9640973715169 10.4128562907647 14.4574466187623 18.7755593439696 16.9259292498284 14.3018935534112 14.6529691829306 17.8983903335242 17.2768841586534 18.6532149578201
TCGA-A2-A0CY 6.8619272367126 21.775042607914 11.097425792768 11.7281210915561 11.0237024227716 12.6010256645273 16.5399448319998 14.70355069498 13.0105475710051 16.3299947634224 16.5606893915385 18.8930275875623 19.6713471134332
TCGA-OL-A6VO 6.96432182902543 11.6704614723703 10.550578001254 19.3865793537501 14.1523053770481 14.3739168083562 20.5133601010972 16.0872037328342 13.9605254996745 14.6266422038637 18.1323810628502 17.7657312723676 18.1212746865394
TCGA-A2-A0CL 6.1217561373363 12.7454911037709 16.3312452523855 14.3857551421239 12.2543876758234 16.9762616559896 18.1444607985474 18.8494001624853 15.4416915761226 14.834596811354 18.1385416319114 15.6913480454661 18.4441684143115
TCGA-AR-A0TQ 9.58900184484269 13.7800475589656 18.3946999746703 14.533318919603 11.356741647821 16.1214284107595 17.9303856840261 18.6380746865976 14.7744960195787 15.6916170134447 17.9414938727013 17.3824732566516 18.2678087564678
TCGA-E2-A573 6.32805141719669 11.0417269900253 11.7959336086137 14.1628453715147 12.1752127808528 13.6174463578387 18.9965710561601 16.4597321324743 14.5480859973649 15.1715476074934 18.557236921823 17.7929841629194 18.5281322944382
TCGA-A2-A0CW 3 8.96849572635966 17.6029678463056 13.0626784135747 10.1207163007407 14.4368874551129 17.4174098286896 17.1722474420803 13.6317543412549 13.5239408948496 18.2792227591822 18.04030749963 18.3013220307418
