X6457 X2264 X8395 X84249 X84612 X3135 X55040 X11031 X2149 X408 X3791 X51160 X26286 X5590 X1175 X867 X9922 X30844 X382 X84364 X5869 X51100 X998
TCGA-BH-A0HW 8.56703152327698 12.5707854075906 9.99927202299768 8.94293517060201 19.481219314168 14.2499424571543 19.4133673860157 22.0191929402785 18.0487246896689 18.451922361455 17.8237756649428 20.2925749224266 16.3944399539505 16.3162430651364 19.8916053870569 15.2235143765567 18.3162096526875 18.0535168493823 20.4853092792271 19.1645237681997 20.1214404520372 18.1186148343531 20.6445514637321
TCGA-BH-A18S 3 16.0900440340939 14.6263958870944 8.87981749552893 18.9509879289545 15.4906353252921 17.8783392833499 17.513704661116 16.5344844975517 16.8864557186536 16.7877952893723 18.9500321267279 19.3556831260133 15.454185473149 19.6500927145582 15.7058222318393 17.00911193398 17.4295411580306 20.3570862900139 18.680250790691 19.9392521978661 18.6209188455983 20.823002516576
TCGA-D8-A27E 3 11.7386328790437 11.0469450155784 10.3348931705463 18.9155622578884 15.4116007383559 17.1731293329122 18.0548502359141 17.1578155963936 18.2346458207402 16.9253566032423 19.1843958573807 18.6813991968109 15.0861321213703 19.4937068743676 16.4460101247711 18.1929600383736 17.1613752889472 19.9622958315133 18.7395731931651 19.8880238325787 18.6944035245386 20.6415872725747
TCGA-E2-A1IH 3 16.3795766835052 13.8050510672964 10.6205374328088 15.9715007115653 15.3845493626318 17.7871294258764 20.7055827145872 19.5921932140536 16.3479496086238 17.9937302711727 18.8336710464331 18.6995803144675 14.8001664870675 19.9001304486435 16.289564653508 18.0207677023944 18.1628682449417 21.0085840716777 17.8855164254193 19.868422923945 18.8913927105744 21.1578112018232
TCGA-A8-A091 6.30543148284213 18.4585699166342 10.8191166380433 9.55007926391145 17.0150494095777 14.4147454508844 16.8709377844413 18.0031138031169 19.4541046102691 20.3139903972139 18.0541170427593 19.4130387760576 16.9585555868512 16.2189651467189 19.0942392073962 16.7016662266489 19.285627163152 17.6298729013631 20.5035409603191 18.8712791993508 20.4459792915164 18.4723063880533 20.5138327914091
TCGA-A2-A04W 11.0468817129979 14.1639254545927 14.9141289956832 10.2118055668727 14.609900524952 14.3194717978644 18.6678813883375 18.8751100311206 18.6041599671038 15.8003948024683 16.9516047864725 18.7973612062715 19.4459479365804 17.1811046814628 20.8136799890991 15.6801960284529 17.8216335033502 17.6753281429671 21.0424172751718 18.0069120680106 19.8731793334383 19.3125352589915 20.9733775013518
TCGA-D8-A1X5 7.20045962673322 13.9294547788422 12.4561491601341 9.03946600308413 19.7812004540869 15.7931602165679 18.3517779363446 19.3495355433994 19.014919444864 19.9706143808981 16.233568667225 19.8156641986353 18.1775274804948 15.4187682677004 19.9628582908694 15.8099905159098 18.0314496793936 17.4077687509891 20.1525338075652 18.6611676343473 19.1031713333951 18.3613166149444 20.7080683125066
TCGA-BH-A5J0 8.82824021270485 15.6442763713569 13.8096918440024 12.8609628952387 16.7478734138655 17.1662625155567 17.5736975649533 19.6838979149254 18.3637924079502 17.4329012050124 16.556413243338 20.5574322012916 18.1503114829758 16.8388206153297 21.4898014300276 14.9564014934014 18.6588211624762 18.3220269731381 20.2376297725089 19.0929719730724 19.6000394980982 18.1703153111418 20.8522805440737
TCGA-A2-A1G1 11.8987243053887 14.4673417875524 12.8343834614122 9.45547267220433 16.3193206670457 16.4205016434958 15.361186622619 19.9246773053205 18.7170849863317 16.6365382200808 17.8008967393083 18.3741934839244 18.777171925031 14.6806482138957 19.3776240857837 17.9187220209275 17.1097845359036 18.0150258270788 20.2381059246095 18.1538641459236 19.5901673538676 19.3555895726292 21.0779968015772
TCGA-A8-A097 6.44790260197671 11.0023561051329 11.1921242113999 9.2262315068665 15.9695666574244 15.207046845871 18.5791940865505 20.1914336651513 19.289245156385 16.774657973304 16.6828785237573 18.2767013816982 18.1704015336858 15.0438865564343 20.1646715483951 16.2610715766491 17.9887333537123 17.7133447057926 20.5247988527263 17.8670654891831 19.2080873623577 19.2107265384938 20.5599770190111
TCGA-C8-A130 12.2901543505086 17.0085801804727 12.3155264036786 9.90873431302596 16.459628801838 14.079368755796 18.6730284571452 19.0619369617476 18.693657639278 17.4231972613926 18.043927073056 18.3893635193454 18.3331920866409 15.9478243079557 20.8105398256737 15.7190033224277 19.1062479645864 17.7118577681539 20.4587358561623 18.5962768077248 19.2051023181687 18.5226670156249 20.6866352665589
TCGA-A8-A0AD 7.20365398705226 14.7205444944655 10.902797616416 9.30217516645469 16.1965838641635 14.9132229443516 17.2356574112984 20.5936750518831 18.1393489251781 17.9437346853448 16.8026083591265 18.5474632845086 18.3933523700687 15.9500941539799 19.8676143999018 16.8616274316284 18.4368956731708 17.64019842545 19.9546612213527 18.6207022115311 19.6782272478022 18.8422690459778 21.3547348980437
TCGA-A2-A0YL 8.25036205609785 13.183072573942 14.0961356607345 12.8906742722277 17.274464900768 13.9170058046255 16.5229630569342 20.0499903612479 20.2480514558465 17.5446058541681 17.7580747033716 18.6088374490341 18.4238571344496 15.9822900536383 19.4387421134382 16.8374564686176 18.0014893502929 17.9707619201966 19.9303571795661 18.54700483542 19.5794055958542 18.6757991127294 20.6929653694686
TCGA-A8-A09G 6.65762996882965 20.6698514428989 16.335749105854 9.58868860387521 16.5082361345588 16.0887946773688 16.863974781145 17.515605877123 18.3338148224468 17.2215905910747 17.9272142728749 18.7150838321533 19.0189389305461 15.7808798539666 19.583097521942 16.0679150210453 17.765537369393 17.4581684987346 20.6808613755839 18.8121452491088 19.6858487737488 17.9429355043542 21.0351775169529
TCGA-A2-A25E 7.63691361814813 14.1753192848064 11.1220574824555 10.3322970917871 20.3308599416243 13.4173921529125 18.8904222171903 17.8279933421714 19.2227505943406 17.5406776634051 17.4281262990859 19.4438078170391 19.0556276438073 15.431096482491 19.9174908962255 15.6485300380821 17.7705123760521 17.2639246409322 20.4295016104773 18.7462795502684 19.8387216038283 19.1084346868009 21.5523779972326
