X11081 X4969 X4958 X63827 X4166 X166012 X10082 X1634 X727936 X3037 X6382 X10057 X960 X375790 X2683 X22856 X4669 X6548
TCGA-A7-A0CG 14.3913068649948 19.0325000734085 17.350210985185 11.7389729425879 12.397993608539 9.81883783290937 15.7801771162396 20.893623986824 17.8299489309134 15.6364232820724 19.9784617064231 15.7494433018516 20.4269045020732 17.580093929992 21.3549862526309 18.8804760163385 17.6404688576168 18.5434874565189
TCGA-A2-A0T4 15.160476578378 18.8973503107781 18.552863698638 11.4535320098902 13.4230577167972 14.1120983678691 15.7462373305109 21.0123235878892 18.1628171819205 15.2606641835491 21.6140674297008 17.0440206397705 20.581975446768 18.6919207802007 20.3191956887865 18.0690707731859 18.3104210193912 18.0013032010139
TCGA-B6-A400 8.72901857183439 12.974513380783 13.8323794048894 13.7481007504819 14.7910347020978 13.2978467078776 16.5044342335188 19.0954086413413 15.7033071922899 15.7033256727632 22.2578828241912 17.9822852179503 19.2313098120743 19.9516215813162 20.8082313184613 18.3371175984861 17.9741595266729 17.6885535013855
TCGA-E2-A576 11.4427129182772 14.609848011186 14.6965744025592 10.9916917138836 11.0984995987423 13.2154880034954 12.0302943101612 18.5949499299917 14.9743659953863 12.6556916357449 22.2751095909984 17.4484783409443 19.5805633058862 19.1403013546208 19.1754911922042 16.9780964348751 19.6711276305253 17.8328490508988
TCGA-BH-A0WA 11.0739234671008 13.8685814552259 14.9233746029992 9.00854578100075 15.4978918994332 10.8176668353323 15.8521044961374 19.2858008250754 16.3988098864811 15.2179699144928 21.5981167577466 16.8390406681543 20.3172361908278 20.0296784432964 20.5261541543681 18.9132375870108 17.8816237799976 18.1961610281758
TCGA-A1-A0SN 13.5456361612405 16.884601626347 18.0200889603339 8.46225866462744 13.4364839108679 13.5709050138708 16.7465620648917 20.4613404994824 17.8135896095285 14.8971265485575 21.4032606669682 17.6205207312221 18.5496704822621 18.4556363170793 20.8096900676513 18.2699118757747 18.0408308609705 18.3160255381652
TCGA-A2-A0T3 9.81767918335122 15.6561250685599 14.2304691719561 10.2100584802035 11.8078568267779 10.5010694351433 16.2089251312663 18.5730698185416 15.4885547595811 14.7695256119653 19.9929356062645 16.1068540103899 19.6810526350814 17.8206413768607 21.417696743133 17.3981602409909 16.9365032481855 17.0027409320924
TCGA-BH-A0AZ 16.7899223591389 19.4318142803916 20.0920671665131 12.5192847476225 14.4820492801638 12.7338121088391 17.7631902807472 22.4424314741518 19.1399787824578 15.8264466302646 22.4786363993502 16.7026955282182 19.5494012888421 18.4454606807536 20.6457977912439 18.7419667439608 18.5351624981373 18.2925799986244
TCGA-A7-A4SE 11.7039409863752 17.0643038148956 15.996560942485 9.74685174042371 14.4771126609709 12.9137862293464 16.351683206577 19.6079311697501 16.7521292343706 15.7610516899249 21.6166356625835 17.3565663592263 18.4995550651686 19.5753450881193 20.6631577621256 18.5766946833916 18.0860527551933 17.4493394844147
TCGA-AQ-A1H2 13.2018951253889 15.8841721276147 15.7637757810895 13.0316437804639 8.83488041164034 12.3347629759886 13.6206331638975 19.0306914407847 15.7853609008213 12.6190159985901 20.0140526871051 17.7273701306817 19.9775744514425 18.5385974254389 20.3162427756146 17.9430724913317 18.6137054662413 18.4619284294838
TCGA-A2-A1G6 16.3048932964576 19.1222393335692 17.2743520796524 13.1331369683616 11.5886561615223 10.3772145424636 14.0652147529526 21.5057989957033 15.7809422691092 14.282305312072 19.7819459388168 16.4948561948667 19.410882066894 18.2158852504415 19.8149279967049 18.5456258617378 17.5217072162216 17.9774233866489
TCGA-A7-A13H 13.7586344693983 16.179293373322 16.7037776013504 11.1373216303023 12.9312287812459 14.5523272523781 13.7202310254444 19.9397095385956 16.233706815189 13.7234528569036 20.2944297643766 17.1182583243465 19.3370139124518 20.7447055279511 20.0111870589855 18.1703477828225 18.5549791901918 18.7398379412348
TCGA-B6-A0IP 13.4665622489334 15.3451161584287 16.0144437689199 10.6642485560198 11.7592862178491 12.1224364232189 14.4043006004808 19.3594682564282 16.2472980676221 13.3525841943923 20.7537105842619 15.3073285532769 20.9184633692275 19.1651948782379 20.1906141135974 18.6990377724218 17.3937561064581 18.65894502664
TCGA-A2-A0CZ 13.5843936465366 18.5290176470141 17.8174620473506 12.9259385612948 14.6793600189615 11.9121320981632 17.9532909219229 21.1224655846525 18.5894335583899 15.3661088927142 21.9138255960614 16.0230173184955 20.2634907446295 19.4521796653292 20.5366074265362 18.9719872579108 18.3533777734453 18.8558651326528
TCGA-AR-A2LK 12.5414734946875 13.9124205900906 16.4412279852799 9.96926498262996 12.2565698767611 13.8969221528185 16.4008700607047 19.9131971593008 16.624697782231 13.7091969065103 20.3984653237615 18.5582566615017 18.9199390237189 18.2896642064416 19.5354304935337 18.06516085742 17.7994555515871 17.8906935098971
TCGA-A8-A06R 12.9335959316629 14.6804252255785 15.5219260745358 8.63444179548692 11.1227581954943 12.9568072453358 17.3316360146945 20.6242697955679 17.1524405024112 14.6834502229148 21.4157956301538 17.768754585922 18.7860900012913 19.5733413858887 19.6307292896512 18.1917909290534 17.8861997982644 17.4627759068388
TCGA-AC-A3YJ 11.3903967229371 19.6140537745045 17.0276901326465 12.5204709396741 9.29722498927021 13.7856523752929 12.7049876656194 17.6980729414997 13.5404339398906 10.4398403522675 17.828801677934 16.5870708219988 18.8953451117222 18.6683531823464 18.545666129753 17.0691485156741 19.1788043091789 18.9001829899919
TCGA-5T-A9QA 3 9.11007147458635 7.98963435361496 8.95721707104051 10.0711555147616 11.5702599366005 13.2984017336847 14.6871921077176 10.5387918886738 10.6354431636547 20.2237814272628 15.5855145816232 19.5410662459286 18.6436389309217 19.3051212958597 16.7634128523061 19.1884658305179 18.2909299782415
TCGA-A2-A0CM 10.1031747628461 17.7606946827621 17.1378634136754 11.1711776552355 12.6355949460108 10.3745764264754 16.0021151849747 19.5946682217345 16.6968403887539 14.9560459660855 22.1541266726801 16.6226735761594 20.0236868306155 18.2459256611508 19.8920850829499 18.6661209161805 17.4100053221457 17.6773045825765
TCGA-A2-A0D2 9.83878116246903 14.123994152792 13.8487122842009 10.8445327136916 16.9364070864633 11.2416132120398 15.9962200045277 18.9027909123732 14.8084517779671 14.3830406163381 19.8815533515899 16.7221201165677 21.5930852657197 17.9775777983648 20.2101431473049 19.1042438279051 17.4412515945279 17.2828940991077
TCGA-A2-A4RW 12.1541813253307 16.0403616413635 14.9834042833593 11.8721060584021 12.3738225990058 13.6352208235011 15.0945856462249 20.0313604050918 16.4980623545052 15.3419993713021 20.8154351905281 18.0393735727245 20.8156747434628 19.4794199069457 20.1317642113982 19.2440301943505 18.7432441419481 18.1473469286644
TCGA-A8-A095 11.9305047538846 15.9354036813183 15.6141973826661 12.7694324981713 12.4728211580965 12.7049879637728 16.0552703940786 19.4784788182209 16.8830830723189 14.8600620426544 20.119113307285 15.7005756512947 19.2496068667067 19.3305529049828 20.0270368718967 18.4752992297247 16.7477522427497 17.8755950658993
TCGA-A8-A09R 12.5852267538294 15.649887105202 17.2714905305393 10.7666019226653 13.2103502529714 12.8581158218563 16.9878822375533 19.9458924570167 17.2012423559473 14.3662758349192 22.1438347588779 18.2413860793774 20.6215656755723 18.9882812282436 20.0739730262937 17.6634512970598 18.6110045977094 18.745751707031
TCGA-A2-A1FX 13.2674158058485 16.0734257587479 16.4908339642093 15.9534299387782 11.5929426061828 13.5404269849838 14.9747468539898 19.5006887516788 15.8025047711045 14.4659765298597 19.2747787568149 16.3030667876736 19.5378446409336 18.0327998334682 20.2372587805691 17.9183332864452 18.4225725342581 17.2805748726995
TCGA-A2-A0T6 15.8562390924423 18.0810054578214 19.3426311025405 12.2597157599392 13.3912460980147 12.7029601532063 16.4486684733308 21.8626310304698 18.9311109445312 16.336778884548 22.1099117034847 16.4585576833699 19.9210261650301 19.5929978998599 20.5527146643962 18.528427656139 18.4164086166694 18.7877564360968
TCGA-E2-A15F 13.3534835838313 15.7505753101553 15.8516880311056 12.1653814818584 12.7817875718438 12.0154072292227 13.429586011219 19.0974283290267 15.3078440642277 14.8115006072833 19.8240909599052 17.2265942119397 20.8707665802566 18.6542685100386 20.49273947046 18.4862315516374 17.3869431410398 18.3883796891787
TCGA-A7-A3IZ 10.962360806584 14.553730872641 13.9606843456028 8.53546207737361 10.3647531741059 11.9696240132718 13.2836599955707 17.5932544491296 15.0732276458801 11.5084484099617 19.0149380491834 16.388448618476 21.2913966522695 19.6243040505883 19.3025351607964 17.9428114773116 18.2369712600356 18.3695960249449
TCGA-BH-A1EU 15.6971803912042 19.3611144916264 17.6669751733951 12.4761327539917 11.5898296724765 12.8855066723711 15.5582889546882 21.4208532884469 17.9489671126396 15.3352076295262 19.3142753579911 16.2651714236929 20.3628841744882 16.9882270456377 19.8579613173907 18.7578774666646 17.3134048481818 18.0026473250801
TCGA-AN-A04A 12.5535339040886 15.7191718775991 16.1314075129066 13.3631947535751 12.0989941130958 12.2828233730893 17.7198641856203 20.5305219455803 16.988859652524 15.9677719938006 21.8080946041704 16.4786252410032 20.0709399381431 18.2523720482026 19.7045192580298 19.5779782789408 17.7744114055758 18.4625864943675
TCGA-A7-A0CD 11.1373965807337 15.5953948567996 15.8322187167678 8.96601615420784 10.841169269413 10.871084117057 13.5578926301879 18.7652564056672 16.2250491966362 13.0858988051976 19.6685096718185 16.9794690021366 21.3907622173771 19.1658327288335 20.1636044190353 17.6747804929791 17.9478100818862 18.1003418316924
TCGA-E2-A156 9.53110593184011 11.7069814847473 13.4658984836712 14.2213297096503 8.57615776063243 11.9614564006861 12.5802102714242 17.6414521987227 13.7082464486556 11.0258154259093 19.1725219560987 15.3833796492725 20.4619461418225 19.2915725762081 21.2957135826097 18.6603363484935 17.993688476751 18.1925123256596
TCGA-A2-A0D4 11.8549458740203 14.8628219459552 14.9281318782725 11.9158465425139 9.79198635853628 10.8582521212909 13.753578444895 18.2579529403895 13.4614542211719 12.564730237713 19.5770823970913 19.1030787820065 18.9724013032842 19.0514885141955 19.9405777051681 17.9123728174015 18.1860339572547 19.4939459475437
TCGA-A2-A04R 11.0731642909601 15.1813070368247 13.8887323363547 9.62989065760296 11.7451945573208 9.76933427970829 15.3284271009926 19.0579543406922 16.0914539310694 13.9383775494058 19.8328676029916 18.272314014294 20.3906163263808 18.215706966702 20.4654685048723 18.3619420591721 17.7354391230778 18.298180357418
