X2864 X114 X111 X9495 X11069 X196883 X54331 X5575 X2791 X784 X5576 X60559 X5908 X10554 X5566
TCGA-BH-A0HW 9.89701646856003 3 12.6852486311008 13.0992406620699 14.8124737182569 14.4766206207418 14.6327375627311 16.0748031179277 16.4774931884556 17.3480329370207 17.4286332536239 18.5627831390535 15.3433194299674 19.2287966394428 18.6187042554512
TCGA-BH-A18S 3 11.2656892744342 13.8347579408801 15.9656668056311 16.2919135021116 14.1776554936116 14.762837733813 14.2085413298883 16.5266677847611 16.3105927584576 18.079908292943 19.0609798027903 15.9159944985183 18.7018587951943 18.4718681754503
TCGA-D8-A27E 7.12850714364171 10.892073566505 15.1541919947944 17.2770234747368 17.1791864687828 14.3621378980192 14.7110455430559 15.9525125023995 16.4675919404428 15.8389528536021 18.5434744480116 19.3197052058787 16.2808368165409 18.5926493407471 18.7199024879425
TCGA-E2-A1IH 3 3 13.4849468839542 14.7341110969892 15.8258986740274 15.6604350895837 17.1949021176884 14.8393389233858 18.9770243926935 16.2819197562719 17.9865672127818 19.1548706418256 16.6546113389728 18.8794647687211 19.3662660399495
TCGA-A8-A091 10.162353623316 7.70414187409255 18.6532768621625 15.293918973921 16.1019080469192 14.9664763999006 15.6162493142996 15.7540953721929 16.8515456800278 16.6963421340194 18.0163813168802 18.4146709690664 15.5367194654282 19.1811757019475 18.6931627950941
TCGA-A2-A04W 3 6.74266179726588 14.5410803327678 12.0810312863797 13.9506605518829 13.7185884315695 15.1405219132566 17.0863724418787 17.378095896124 16.7908715744395 18.248150677142 17.9063356169877 15.7632182669649 18.7365681782176 19.33313595392
TCGA-D8-A1X5 3 3 18.5542064010153 18.5082148304208 13.8820774031688 13.5449566906913 14.861915720857 15.9266726882878 16.2669250443413 16.3731846350265 17.9367979797621 18.7872307810114 15.366579294569 18.9209452260331 18.4089870635851
TCGA-BH-A5J0 8.78529049052021 6.52313870618241 16.3524270918135 13.636546544558 13.7119976798728 15.1180918774359 15.8217542415279 17.2619243930031 18.399980081025 18.2881364963345 16.9752263497118 18.028640036411 15.3889706855079 19.1123353215071 18.9404763767419
TCGA-A2-A1G1 10.2763414314936 3 11.0320622067339 14.598009377979 14.462512795612 13.8147883873154 15.8951384980923 15.3726918791386 16.6523644673666 15.5513002683278 18.9465962569149 19.4979381290069 16.6040206331694 18.8683177932728 18.871086021287
TCGA-A8-A097 8.46839420557992 7.54653045189876 13.8674423848339 13.128362251516 14.2426939308324 14.3984313437531 15.9940912592225 14.6066613583801 16.8887817744787 16.7278468945797 18.729443525717 18.8470115140504 15.8225387922266 18.8316428777464 19.1804551259893
TCGA-C8-A130 9.01033400500861 3 13.1566615729758 13.9172004279614 15.0019858561833 15.5317582755369 15.6931072196799 16.5239026735287 17.7659120162051 17.4108332219264 17.4141353464249 18.1518743396322 15.8848922227625 19.021866172079 19.3135360539366
TCGA-A8-A0AD 8.69255251817151 3 16.2953745064563 16.2573222531057 16.768074863299 13.7134765652971 16.2536436464815 16.0189203783188 16.6691064624656 16.0060708127933 18.5009033782872 19.305392485183 16.567742166187 17.8494216206461 18.4846746560628
TCGA-A2-A0YL 8.77968834962297 7.45354325003665 14.941930210531 14.2722572973118 15.8100276579352 15.1414600632413 16.104452905235 16.7605539474322 17.8662781911967 17.3496352856458 17.6959511531517 18.3576852648534 15.8737158093823 18.7231088188448 18.4920909571929
TCGA-A8-A09G 3 6.8187630498853 16.5275317578839 17.3567854339189 16.2523857006476 14.1867559101127 15.6207993839265 15.7508052702237 16.4700211057517 16.6427496214345 19.0645350061441 19.0101816134041 15.9670595915188 18.2097166955642 18.1983227049013
TCGA-A2-A25E 8.15989114216679 8.37214773696432 13.339042320323 14.5761011783356 14.2290897423505 14.3874474467297 15.4439410231683 16.1662234880544 17.1300147257891 17.2613183087214 17.6598883300102 19.6646551412714 16.6861844960012 18.6260655090705 18.6980769058058
TCGA-LL-A73Y 3 9.51032375515347 13.8441598421685 12.6650461088681 14.8756880805872 15.4969738596611 16.5208784390719 16.4538033107946 17.8273483679995 15.7446960199324 17.6793010703685 18.6014873933567 15.6357170114912 18.9120824390072 18.4368980162612
TCGA-AR-A1AK 7.48585215907191 11.1455136812917 17.0149279162968 13.1717666885773 14.8258662312052 16.4699058142121 16.2973890571548 16.2897451911184 18.006767297466 15.6834737765619 17.8564998471057 18.2806070980066 15.936859439566 19.0104372309056 19.1321712210009
TCGA-LL-A740 3 7.24512045384381 12.1348217046752 12.8122047079005 15.1594303092179 15.2699349083869 15.9148628073892 15.7875718417597 17.9037054683041 16.4315753548136 18.4054958885003 19.0385473243384 16.0916468021749 17.7792897118516 18.279773402801
TCGA-A7-A425 9.93506842047774 8.58653319522621 15.5837121266708 15.7172867906435 14.3966149017444 16.3113275299364 15.8176343087685 17.1774874870685 18.2331393986663 18.2690833830162 17.6932213560824 17.7984930084641 15.531930516819 18.817656773991 18.4199934561384
TCGA-AN-A0XO 3 5.87427915478252 14.5426317839924 14.7325384129008 14.4711971450199 13.1223798136542 15.1389362534704 15.8995880050486 16.9902553312611 17.7293201668868 18.5289924392934 18.1315787417447 16.1353526802543 18.8569791514349 18.5581792941473
TCGA-AC-A3W7 10.1903610799378 6.75454584410486 16.558081497796 14.9193957514776 15.5974629491124 15.6656379865368 15.2585327552056 17.0882612912488 17.4201123052934 18.6902809576852 17.983887795679 17.9885698151279 15.8714114403334 18.7225622973119 18.6360652958727
TCGA-BH-A0H5 7.45605329034205 9.73578090976983 17.3000841642953 16.0795084872879 14.3971257904547 15.2455560457781 17.4929337314492 16.5952820632955 17.320466706491 16.2417037514218 17.9764236346099 19.1165334137346 16.1050459208743 18.6053940489827 18.4987669076571
TCGA-C8-A1HL 8.94574927134275 3 13.9819601820578 16.4659629488075 15.5616502071975 15.6599559655402 16.6778268103793 16.9930076598948 18.6894485921464 18.788999486236 17.9266285625751 19.0225963119311 15.9671797909576 18.8282688227932 18.8167222083532
TCGA-A2-A0YF 3 6.68310606124205 12.437333244637 17.4245823587094 16.7711461892777 16.9242057193111 15.9321080034935 14.8698958541571 17.5913112994758 15.3492170439492 18.5686321176476 19.476129487372 16.0889949239316 18.8207884755325 19.0131731118139
TCGA-E2-A15J 7.40801153354745 7.61637788924084 12.8828423933526 13.4779383685071 16.3751338774303 13.7977929534277 14.2877945183734 16.2333423585924 15.6536476640317 16.7772523036656 18.2648266943805 18.7275907512595 16.1378565632572 18.4314192628428 18.9639376749251
TCGA-BH-A0BW 8.3270350701744 3 12.5995235539737 15.3232569677333 13.4079866592493 13.0430818405631 17.0517217834194 13.9401852044595 15.5990237731636 14.8158270683855 17.553434720617 18.9328766842067 16.4621711150121 18.4803861408864 17.44037667576
TCGA-A1-A0SJ 8.41980954228912 7.10504225651548 15.9665841414674 13.0614185841637 13.9311897456373 14.9179564001314 15.9722836219089 17.3030094270627 17.8191533053199 15.9774429982953 18.383071292615 19.8567678248543 18.481111196713 18.6321103713907 18.4729307651209
TCGA-A2-A0EY 11.1332079593651 9.55406642718453 17.0380979177538 15.5946734247761 13.6093360713547 14.2659691945051 15.5107756160785 15.2572983983709 16.5291970970032 17.3059152451108 18.3912954266336 18.2417342652457 15.4076818861288 18.9244976571257 19.3405143620118
TCGA-A8-A07R 3 3 14.7296215277156 12.5927794949387 13.8838666525668 12.3438106321253 13.5726277544387 15.6944754573858 15.4027789203356 17.2987046694765 17.8121976491113 17.0168121870311 16.4359338508734 19.2619617457738 18.5114213698996
TCGA-BH-A18G 3 11.8377013413036 10.6091221824642 12.1511399246105 13.6129446877952 12.1085019738147 14.8801094595554 15.9100063198359 16.2541274652617 17.3220488445977 16.7341582044998 18.6061218767263 15.5895823071724 19.1038297143298 18.7224729398465
TCGA-BH-A0BR 7.66489357672406 8.59198540090571 12.7550984642029 14.4025780584827 14.9535946958118 14.6803114331797 15.9366566972952 16.9407637423615 17.5574213644184 17.2518730645655 17.8252729793234 18.6910008305676 16.2580334141761 19.1190045150988 19.1137877697081
TCGA-A8-A06N 11.7840645949872 3 18.4229453233658 15.1248255456709 14.1968624075807 12.8153765503578 13.6633154403935 17.8044978451093 15.3835463699218 15.9285496272822 17.6681537899806 18.1868188510837 15.5082079230228 19.3751192144079 17.9949407439065
TCGA-AO-A03M 3 10.2285724101007 13.4451754858817 16.0376329023891 13.2068834800884 13.6233171950308 15.8963844596216 17.225044751608 17.1797690678106 17.6070360232368 17.9981624344244 18.7744834377506 15.7003896687764 18.9721715099279 18.5039129692723
