X1008 X9074 X3918 X9076 X5010 X84612 X7122 X9459 X1012 X10207 X977
TCGA-A2-A0CY 3 8.56717653601348 17.9136405500345 14.0770321141167 17.5654703168925 15.2339112588609 15.6966607863415 14.6937937551184 15.3230800402994 16.5998253579689 20.3952868801697
TCGA-OL-A6VO 3 10.4616613509041 16.9693116975855 16.6321404508005 13.2192531233192 17.2351683653805 14.214070569084 15.8983809771118 13.3587201941694 17.406670659574 20.6207692881578
TCGA-A2-A0CL 3 8.75005026674974 15.5119841928881 13.2493226355215 14.308560576448 17.303069283585 16.2294413552603 18.3542213896125 14.695847802635 16.630191440133 19.0815111684428
TCGA-AR-A0TQ 9.46400873459726 9.68722998283318 14.8084482646998 15.7705280207056 14.2120996429352 18.1832890842907 15.8836474490832 16.6437976586328 14.6208876786346 16.9847331481049 21.4466656586089
TCGA-E2-A573 6.97521480536894 12.415569242923 17.4130827331858 20.2156323238378 17.2793072148738 15.8405334690595 16.6434912881405 16.0779596399911 14.2482532688814 17.0729049181168 21.3658189410892
TCGA-A2-A0CW 8.00503273689183 19.0535150472139 14.3345402604177 12.6969139426937 13.0895887104504 19.4806417810087 13.5883627658446 16.3055326564604 15.0943775865368 17.719499793848 21.3143172849765
TCGA-AC-A3EH 10.1456769217881 10.5646022966057 15.5609583103407 15.9557909477469 14.9584054326058 16.614560483936 16.345754206594 15.9747670762927 14.6954954110269 18.3244228040011 21.8376664336808
TCGA-A2-A3XX 6.74284077871191 16.048893244455 17.4253391960937 16.2352884503961 15.052495320593 15.2048855148444 15.9393999108028 18.1142126408549 14.9941342033184 16.5059515744283 20.5833901364166
TCGA-AO-A1KQ 3 11.0045132085078 15.5906817415891 14.1061009542892 11.8265967937512 19.8976560960338 14.6800447138097 15.949912166835 14.091548270637 16.7499239882595 21.2395687564478
TCGA-BH-A0HN 3 9.89537959895829 13.0317878336526 16.8085424321149 11.4149922264723 17.2926688792857 14.005919427377 14.6686202215838 14.0061964789486 17.7478376454405 20.8771670490031
