X63928 X114 X2903 X6196 X6195 X5499 X5908 X818 X801 X369 X5566
TCGA-BH-A0HW 7.11934283749634 3 8.4897697353694 16.6125657489716 16.6104547803203 20.2099728582034 15.3433194299674 16.4600305200804 19.8079095558819 18.331240019648 18.6187042554512
TCGA-BH-A18S 3 11.2656892744342 8.38736122471999 15.096619192701 18.0346816148888 20.2012489646898 15.9159944985183 16.8039324005034 19.0632019991675 18.6463032225399 18.4718681754503
TCGA-D8-A27E 3 10.892073566505 8.67429091884486 17.0824462539527 18.0779569620419 19.8766704271901 16.2808368165409 17.3666208447764 20.1215868467701 18.6679147148628 18.7199024879425
TCGA-E2-A1IH 8.18305233681117 3 9.76716848023457 16.8876441558395 16.8955693824062 19.810038838747 16.6546113389728 16.6958266737697 19.9525023579274 18.7109053641984 19.3662660399495
TCGA-A8-A091 3 7.70414187409255 11.0374702111352 16.0889495408212 17.4732375107948 19.1849074007248 15.5367194654282 17.1156182725393 20.491519337285 18.0722485195471 18.6931627950941
TCGA-A2-A04W 3 6.74266179726588 9.47182922494314 17.9668053961406 17.861949899509 20.5374291822927 15.7632182669649 17.3329690798559 20.3249905147091 18.9061160302836 19.33313595392
TCGA-D8-A1X5 3 3 7.52012485723658 16.8229259830108 16.3504102795872 20.8145428456873 15.366579294569 15.9397280372309 20.2365488836515 19.4853199520721 18.4089870635851
TCGA-BH-A5J0 3 6.52313870618241 14.3765718642391 16.7651202866986 18.6890877500244 21.0852141001552 15.3889706855079 16.6293527208443 20.4457220175046 19.5904687249062 18.9404763767419
TCGA-A2-A1G1 3 3 13.9598028495114 17.4053990126372 18.3194262769601 20.2133784502144 16.6040206331694 16.4168879110686 20.1011583830785 18.6617080955551 18.871086021287
TCGA-A8-A097 3 7.54653045189876 11.3128146868766 16.3197422339559 17.229762787531 20.0778125687304 15.8225387922266 16.4284060317111 19.6746756643904 18.9314429462857 19.1804551259893
TCGA-C8-A130 7.42779677010587 3 10.5033019479613 17.0184298164119 17.6334360339515 21.2018853056605 15.8848922227625 17.4975676479563 20.3660937969976 18.8807505783202 19.3135360539366
TCGA-A8-A0AD 3 3 9.41482438853422 16.2350219309654 18.2786739304065 20.0365528391963 16.567742166187 16.0291597218525 19.6650003230071 18.4753880609603 18.4846746560628
TCGA-A2-A0YL 8.16533972156289 7.45354325003665 12.3802596008123 17.3205495708879 17.2992892715499 19.8180847574667 15.8737158093823 16.6253974383176 19.5861731652433 18.6083057196699 18.4920909571929
TCGA-A8-A09G 3 6.8187630498853 9.01259003931259 16.7911380922117 18.553681252668 20.4959049405718 15.9670595915188 16.676212974767 20.2627500592258 19.0197368177958 18.1983227049013
TCGA-A2-A25E 3 8.37214773696432 9.25474066243059 15.3452824230263 17.4858483500098 19.0877331334507 16.6861844960012 17.0696062011059 19.7726044896768 18.202339673516 18.6980769058058
TCGA-LL-A73Y 9.83052326158177 9.51032375515347 14.2926744046736 16.9412720147284 17.6502146349997 19.7201619308366 15.6357170114912 16.6582565229561 19.8654380842994 18.1893406652554 18.4368980162612
TCGA-AR-A1AK 3 11.1455136812917 10.7028846662791 17.0722506385063 17.3071912135981 20.8824066755949 15.936859439566 16.5599510487661 19.5713693449748 18.856323710693 19.1321712210009
