X8342 X8359 X8290 X3018 X8337 X723790 X8468 X8370 X50511 X84126 X990 X8338 X8334 X6790 X995 X79019 X79682 X5709 X55839 X4001 X891 X401541 X7846 X51053 X57551 X5883 X472 X5688 X23198 X5702 X5693 X5683 X5903 X10735 X55746 X5928 X1060 X8467 X22919 X5566
TCGA-BH-A0HW 12.4875258936714 11.9692860472371 3 10.7067009633891 11.4771270444911 11.4383486443853 9.58219443359045 15.02975964509 15.4046035937823 10.5564530361781 17.5805408079438 14.4523465388772 22.7787135636319 17.0204397263363 14.931667995323 17.3060254512672 17.9137126554894 21.0755156025664 14.5599094856121 17.8532702599437 18.6052276576547 13.3702543343583 20.4057675231233 16.8638045460263 18.2519289312986 17.0401881688318 14.9824812295029 20.6412235285814 16.5596694522678 20.2763277199616 20.4263646503474 14.8964444237891 17.5156455349512 18.6887759593514 17.6823584371702 19.3125332062972 16.3539462267855 18.7657348867922 20.3840341215758 18.6187042554512
TCGA-BH-A18S 10.8426666554941 3 3 9.29156000623536 12.4812977715797 12.5942596320858 7.21988087874653 15.525500527703 8.53863889369879 9.72072053042281 15.1190786325783 15.8028868323007 22.1180223520468 15.5055883137546 12.7692330042762 15.5150889251883 16.1560032658664 19.5734820548426 14.4738088132017 16.4239787845386 17.2617156467861 12.8885651997524 18.5098348415615 15.7802809254831 17.5246906921124 15.7770525603905 15.9622256771307 20.2811920513209 18.3668653936426 19.9018237717746 20.2758478352964 14.9924139431369 18.3028470248867 18.6834074666249 18.9256552677442 19.4742409042968 16.2537422160786 18.8295869443949 20.1214656807008 18.4718681754503
TCGA-D8-A27E 3 3 9.32607460624419 3 10.7090840422784 3 3 12.0475972565226 10.3241519734229 9.34010797123636 14.2973974267523 14.3115498919155 21.3170956715068 14.7686756417801 12.201739953394 14.2038046252093 14.4046848647594 19.2158558525837 14.9211706419389 15.9127146500267 17.017397085224 14.4803315673324 19.015638502698 15.2930928030684 17.6986123266873 16.3269538229728 16.2174423054713 20.3038889595219 18.2696570511349 19.675703756455 20.2720268847847 14.6291514512126 18.7827853681837 18.8902078233352 18.218147869932 19.0462923168729 16.2232068697373 18.9274522294032 19.8365518631457 18.7199024879425
TCGA-E2-A1IH 9.80009877244954 3 3 3 3 3 7.17329444849248 10.0829405511525 11.0484117982828 9.48129661783927 16.4248068703646 14.6607473125491 21.1758645613988 16.7773590333762 14.6888714489808 15.104188287504 17.2757919571468 18.8703602446214 15.2709398437676 18.113152361468 18.4636139412616 14.7437245732454 20.5722864205663 16.8385883097663 17.5960972849142 15.9464632876876 15.8208483428467 20.4960025860772 17.8504972821146 18.9524721373683 20.0835892726605 16.1924306167515 17.8238642625924 18.8218469897894 18.5497636390888 18.9280488291409 15.9985629281817 18.6320963770313 20.8176268950341 19.3662660399495
TCGA-A8-A091 10.3026368979933 3 12.6594485192437 11.3196109370583 11.0936734853354 10.7343562778007 11.6011256300253 12.2439815154738 11.9215394858584 10.4204522222821 15.9515758413627 13.9043955743517 21.5295392510837 17.6818285686711 14.4941155952942 16.345011446564 16.6679369329362 18.7372197530271 14.7808724686279 19.0596092530554 17.6961177196157 14.890585109235 19.6769534356711 15.9154360469008 17.5322339904338 15.6199374781086 16.125326354313 21.6229846059235 17.1596064608691 19.5031579911582 19.6353077959993 13.9791002878372 18.2689664933712 19.427510579048 17.9996943868277 19.0354034710793 16.6999359615414 19.1573703009046 19.677546614879 18.6931627950941
TCGA-A2-A04W 14.4062259960537 3 3 3 11.0766780031082 3 3 11.1111246074541 9.28781896964962 9.07546420078752 19.6145298430335 15.9571551352825 18.1789283490072 17.2186048582386 14.6436579054088 17.1275716516958 16.8265146185647 23.2219021271226 16.3991262463795 17.0193201002128 18.8673220199298 13.7225131301265 21.3177709142219 15.6466088554176 17.5052835458363 15.8191259284283 14.6807669442543 21.5063952956615 18.6544799940648 20.4055724639578 21.1572029561373 15.3919986356264 18.4117642962602 17.6277377541622 17.8660353198253 18.414597184935 16.5986519894208 18.3946337075482 20.7944160454828 19.33313595392
TCGA-D8-A1X5 11.2663526376781 3 3 3 9.74812821354836 3 3 13.0506863295838 11.0255648081195 9.47055716257944 16.5943128020569 15.5857631096001 19.1614001733168 17.6848905032291 14.422529958114 15.9523384806127 17.9458227022007 22.0048468994113 15.0291054803439 18.3443443104762 18.1365980375795 13.5327947142821 19.8506300711635 16.7011707941427 18.3419741341317 16.3587803093669 15.7444618299241 20.999730745887 18.5102716669902 20.0142296500181 20.2747694369547 14.6166146030856 18.0123724596438 18.3855246083014 19.0398477949672 18.6780741792581 15.4356923760906 18.7834828720376 20.6859359341524 18.4089870635851
TCGA-BH-A5J0 11.9474331186871 3 3 3 10.8388455213508 9.80658713703394 8.69166829285767 12.8162370607835 10.210141909424 8.84051590772127 14.7358087974546 15.7183937101562 20.4668056538372 16.5724292217417 15.2490583838478 17.2113704254609 16.4387798079311 19.15726447323 15.3517371758583 18.0899944227759 18.7222493079066 15.1676767377375 21.0639379976411 17.1613128425782 15.4649816433078 17.1651732323441 14.3644012856941 21.6224313421557 17.5263171278019 20.8089926778102 20.8405796081973 16.1278022958298 17.0613464733736 17.5584716727248 17.850220773105 18.406413293275 15.470325392865 17.7707842405966 20.3454170820784 18.9404763767419
TCGA-A2-A1G1 10.553431819778 9.84656680193419 3 9.99375193170718 3 3 8.46760709201752 11.2506787717228 11.8920916275295 9.88800424861977 18.7407240747044 13.0983272715393 18.0117082807022 18.7764443080984 13.1173596448339 16.1689855206696 18.8739461146941 21.6860400262647 17.3745066847729 19.4526354375406 20.2752066183283 13.6340935069414 21.4003337029558 17.4183489443538 17.7473621413687 15.3772523227738 16.4862271154642 21.029019791852 20.3477041655962 19.7205326421226 19.9016561987439 15.2229601847629 19.1923424281491 19.3721284636775 17.6736993316991 19.3277701694765 15.7037194480741 19.118882435974 21.2133345450504 18.871086021287
TCGA-A8-A097 11.041575328237 3 11.9252067486443 9.89991464142812 11.5130288274572 10.4782987056653 8.37521073516354 14.0827327156065 9.46042699233043 10.577237507766 19.2467422717916 13.1191813160944 20.9620248307982 17.7617916833832 15.616737015416 16.5929859631784 18.4719717156556 21.0065734250329 15.5210359367541 18.9525300203394 18.8013726400665 14.6208593903089 20.132422165063 17.358377559387 18.0162106677724 16.0287483727254 15.7955643474341 20.6403320388007 17.7039914811776 19.441886479811 20.4973065446124 15.1336186911625 18.1226292373355 18.3171488347309 18.480781766611 18.548670867663 16.1724038737078 18.8382610598171 20.4298507776084 19.1804551259893
TCGA-C8-A130 12.0062774823511 11.8797426545112 3 11.4442731099646 9.49256572998169 10.4458634633 3 7.75800048420967 12.1363619940633 10.8802144656931 18.0209321955307 16.0360470601553 20.2116801832525 18.0893639507558 15.3171083263598 18.1075471524432 18.6209320403485 20.8036610523984 16.1878821111568 18.9301029551107 19.1833724149719 13.8040568489469 20.8761818109635 18.3347123175211 16.7806986548648 17.6457647194811 14.5819118710125 22.2300477013008 18.7035779872788 20.4797828759142 21.211102245599 15.725175096276 17.2166980225712 17.9084008600615 17.867620114761 19.2239256486392 15.8336888620277 18.0215758861358 19.9129594229254 19.3135360539366
TCGA-A8-A0AD 10.2743865722006 3 3 9.71548735552957 3 3 3 11.4288645256361 10.8490938000759 10.8423857661319 16.7480825483228 14.8755944716753 19.0991424499342 16.6314374849298 14.5139317447135 16.6201884022516 18.1420661055373 19.6343813537784 15.3280841545276 17.8689906383453 18.0972411507278 15.5016037805745 20.3100752461341 16.5901455572348 17.243821229732 15.7021587049301 16.5203014555282 20.3349730529437 18.5576201398693 19.8393306410909 19.8226692235721 15.1669144819555 19.1125077645901 18.7030044286039 18.2974615972921 19.1763292833617 16.0952242859592 19.2167518660577 20.5063105252391 18.4846746560628
TCGA-A2-A0YL 3 3 10.4409578824806 3 3 3 3 10.7975075275191 11.9662216267825 10.3488032296408 15.1782543690997 14.4905828651341 18.4762802209001 16.5934700041113 15.1533714530079 16.165027189318 17.3528164570251 18.1916571939851 15.4214705762634 18.2034298624159 18.4979947458214 14.9708975476661 21.0802749785285 17.1825483708231 17.3588144990311 16.1373776412327 16.4125008889618 19.900033627225 17.915509100501 19.490893588987 19.9640851767095 14.4981920843498 18.6162587289987 18.9001741496959 18.5782404576696 19.0383137506217 16.3424956013736 18.7052933414739 19.8735162688492 18.4920909571929
TCGA-A8-A09G 12.4897760883426 12.2928880842569 3 9.13770606281692 9.17352522670031 3 3 13.239790840408 11.3999798269681 9.8852064727567 16.8548140159612 14.2322923160264 21.0147079515847 17.4807330277218 15.4917086918227 17.6267498649566 17.9416735304116 20.6499233585373 16.3631904331472 19.2449163751886 19.4455225862187 13.8332191889885 18.1405195326673 17.3510211740617 17.9076507828958 16.4393758930021 16.5861938752586 20.9771563509859 19.2589307239396 19.921966065852 20.6239076031616 15.0516859971808 18.5139557091935 18.194007817081 18.5684049286536 19.3652356772879 15.3999848696929 18.0288693299804 20.6106667567277 18.1983227049013
TCGA-A2-A25E 11.7230339780522 3 3 3 9.21219198105208 3 3 13.2538909111087 12.5623455025949 9.19501470759423 17.7416384882066 13.6868081794504 20.743392934794 18.7726493926557 16.3550379561971 17.6329894522719 18.8865308830789 20.2506526100803 16.6358596480576 19.2895035325124 18.4492408949591 14.3848482697536 20.0499250136772 17.680409609997 17.4822704136027 15.1779817943766 15.2818041902327 21.4348866959286 18.4226955754956 19.7499390548598 21.3052738641537 15.7404470233015 18.3656843357088 18.7114958174926 18.0332109551747 19.7194489991471 16.3019232666618 18.8775036864532 20.8468160661463 18.6980769058058
TCGA-LL-A73Y 3 3 13.0017328571617 9.33181792532629 3 3 8.2203034582483 8.60724559243975 12.1943554161102 9.9295569172298 15.0087917227058 14.014078901237 17.7525596866909 16.8480737799874 14.8836190712279 15.6207601978283 16.34081238141 18.5310815183731 15.6999519351017 17.4826619129847 18.1668855613892 13.2386926236512 20.4194606262804 16.8512807337227 17.1757485969318 15.9052691265643 16.0849151004046 20.6755392574367 17.6311089054653 20.2507060736826 19.9397236065629 14.6871090402364 18.3888789476993 18.1298674604949 18.122060671805 18.4585671679869 16.2982377954977 18.1000076350657 20.1516168028268 18.4368980162612
