X8342 X8359 X8354 X3018 X8337 X723790 X5617 X7276 X8370 X8338 X8334 X6622 X351
TCGA-BH-A0HW 12.4875258936714 11.9692860472371 3 10.7067009633891 11.4771270444911 11.4383486443853 3 3 15.02975964509 14.4523465388772 22.7787135636319 10.6103123057596 22.1673539606094
TCGA-BH-A18S 10.8426666554941 3 9.74057559887539 9.29156000623536 12.4812977715797 12.5942596320858 3 3 15.525500527703 15.8028868323007 22.1180223520468 13.5381929491933 21.9335204875073
TCGA-D8-A27E 3 3 3 3 10.7090840422784 3 3 3 12.0475972565226 14.3115498919155 21.3170956715068 12.7244876370601 21.9481386866255
TCGA-E2-A1IH 9.80009877244954 3 3 3 3 3 10.9529475749454 3 10.0829405511525 14.6607473125491 21.1758645613988 14.2608692211991 21.2700709421949
TCGA-A8-A091 10.3026368979933 3 3 11.3196109370583 11.0936734853354 10.7343562778007 3 6.88290837944472 12.2439815154738 13.9043955743517 21.5295392510837 13.6850710114883 22.3009178460252
TCGA-A2-A04W 14.4062259960537 3 11.4930018762511 3 11.0766780031082 3 3 3 11.1111246074541 15.9571551352825 18.1789283490072 13.8166716537085 22.8828795633649
TCGA-D8-A1X5 11.2663526376781 3 3 3 9.74812821354836 3 8.45495003976332 3 13.0506863295838 15.5857631096001 19.1614001733168 13.7601316817739 19.6744325282486
TCGA-BH-A5J0 11.9474331186871 3 3 3 10.8388455213508 9.80658713703394 8.55067664733594 10.1796341486643 12.8162370607835 15.7183937101562 20.4668056538372 14.191803181507 20.6239783560866
TCGA-A2-A1G1 10.553431819778 9.84656680193419 3 9.99375193170718 3 3 7.76000193337432 3 11.2506787717228 13.0983272715393 18.0117082807022 13.0923901206692 22.9085428563305
TCGA-A8-A097 11.041575328237 3 3 9.89991464142812 11.5130288274572 10.4782987056653 10.4269096191494 8.55527615598755 14.0827327156065 13.1191813160944 20.9620248307982 14.1152956685413 21.2553141477801
TCGA-C8-A130 12.0062774823511 11.8797426545112 9.90620045823574 11.4442731099646 9.49256572998169 10.4458634633 9.76180698442163 12.952532311482 7.75800048420967 16.0360470601553 20.2116801832525 13.0000184823496 20.7535811378894
TCGA-A8-A0AD 10.2743865722006 3 10.1657727633766 9.71548735552957 3 3 3 3 11.4288645256361 14.8755944716753 19.0991424499342 15.1302763920354 22.1329411809543
TCGA-A2-A0YL 3 3 9.67373057093797 3 3 3 3 3 10.7975075275191 14.4905828651341 18.4762802209001 14.6389383044898 22.4019726525306
TCGA-A8-A09G 12.4897760883426 12.2928880842569 9.58616003542462 9.13770606281692 9.17352522670031 3 7.88993040383009 9.1885057505876 13.239790840408 14.2322923160264 21.0147079515847 12.3298731196948 22.4247612577892
TCGA-A2-A25E 11.7230339780522 3 3 3 9.21219198105208 3 7.92782807368937 7.28382470666036 13.2538909111087 13.6868081794504 20.743392934794 12.8158927261468 21.3914393169293
TCGA-LL-A73Y 3 3 3 9.33181792532629 3 3 3 3 8.60724559243975 14.014078901237 17.7525596866909 14.5357299909983 22.3919876451743
TCGA-AR-A1AK 3 3 3 9.47362037023892 3 3 3 8.54015545533302 10.8968325482397 16.053214259532 18.1419043810145 14.4819462096043 21.4330186340164
TCGA-LL-A740 10.1448836229146 10.4312812278932 3 3 11.6113318491184 3 3 9.22717804191088 13.5362679225366 14.8562468572168 20.1119511354284 14.7378980437525 21.6150119338875
TCGA-A7-A425 10.944789205594 3 3 3 9.42875135482638 10.9637706971761 10.1094269631185 3 12.9260109946544 16.6867079198089 19.4890407388369 15.0096996553732 20.5871907577256
TCGA-AN-A0XO 10.6376990994299 9.93055708232545 9.53671259457362 10.0778115755166 3 3 7.84166789135294 9.45705481197942 13.706542632708 14.3521928587996 20.7234343644489 14.261752481942 22.6692886561504
TCGA-AC-A3W7 9.62586115372749 3 3 3 3 3 7.82308599346572 7.18115753300914 11.2231084885756 14.5779675268262 20.1941035857481 14.1034000695884 21.7792399467003
TCGA-BH-A0H5 3 3 3 3 3 3 3 8.50962716512534 11.7803831067756 14.8630272025485 21.6704537887089 13.4512664875238 21.428136163544
TCGA-C8-A1HL 10.5306293596061 13.3970835262837 3 9.97100776817389 3 3 8.71064011264192 3 14.2009017635198 15.9155741307467 21.1455621248362 12.7420236225368 21.4372204087651
TCGA-A2-A0YF 3 9.83480547888098 9.44121782125559 8.99334837901569 3 3 3 10.0330988090637 10.7004537844705 13.8932594310473 20.1036264071508 13.9511987368794 21.0291357183451
TCGA-E2-A15J 9.95076652734462 3 3 3 3 9.39045310729377 3 8.46037643165379 13.5943896288472 14.153934479263 20.6737672335081 12.5881487935103 21.8078922747815
TCGA-BH-A0BW 10.8973580670897 10.189457232893 9.79499772983497 10.3369017926719 10.3730086439042 11.6509118053561 8.09417920333313 3 13.236549842883 14.3817138691403 19.8051030066473 15.5738379824307 23.3324932068115
TCGA-A1-A0SJ 3 10.2838950303477 3 3 3 3 9.16660645428371 8.50662475717021 12.7756752735404 14.9530433119682 17.7000813868009 14.0245057755616 23.1089707287237
TCGA-A2-A0EY 9.93321339259369 10.2193188456774 3 9.37549765284661 3 3 10.0919927387638 8.44308372651564 9.63614052940376 11.8907193123198 17.3591280798785 13.9678460171308 21.0958759574007
TCGA-A8-A07R 3 11.5892930940314 3 3 9.20500961952198 3 3 8.23921994274911 10.2295383343773 14.8489680168563 17.5406918593796 10.1328286715657 21.6478544850968
TCGA-BH-A18G 3 3 3 12.9184556492772 3 3 3 8.41767275052022 13.2405977216061 16.1837455207204 19.364089182785 12.1445753020255 22.7258147608319
TCGA-BH-A0BR 3 3 11.1034319831665 11.2339426659527 3 3 10.3762533019579 11.69917415118 12.3023315288725 14.4222943428843 19.3346730930391 14.4033362350642 22.5154581837953
TCGA-A8-A06N 3 9.55582126981708 3 11.0163265766811 9.73871685662893 8.71400500286996 3 6.84443612844245 14.1128854879432 14.773477392963 21.0096051987539 12.0671273278905 21.6399690206221
TCGA-AO-A03M 12.8662305553522 12.4180737597851 11.0239244905347 10.5719764150789 11.6044146884931 9.98825983841585 3 8.07439710255267 12.566790613025 15.6385820228715 21.433223121482 13.0049638753295 21.3827072319951
TCGA-A8-A09X 10.1539624912748 10.4403716925683 3 3 9.63140729073622 10.5854236701442 8.33988422332536 9.96548974948083 11.5482982475612 14.7543872916907 19.0722293798011 14.0234365241905 21.3087544053636
TCGA-E2-A1LS 3 3 3 12.2143558814741 10.9322444305802 3 3 9.5420437051211 11.6166557140444 14.7420071671529 22.0480273410493 12.1461745774539 25.0005181835954
TCGA-AC-A5XS 11.3220699747024 11.6094983066681 3 3 3 3 11.0679230921208 8.83129328778052 11.828290339781 13.8696055949696 21.1239415417695 14.2696898293063 20.9156125366169
TCGA-AC-A23E 3 3 3 3 9.18827992266893 3 3 7.26083744954737 9.73114944103914 13.8324073599252 19.5774077637001 14.1443239102116 22.2370355084655
TCGA-A8-A06Y 3 3 3 3 3 3 8.38003935227255 9.27681862035468 14.3614388397014 13.6116247441599 21.4554475737098 11.3158726471601 22.2241478795346
TCGA-BH-A0H3 3 3 9.62897985734239 3 3 9.17783919157059 8.90792589619038 9.54926682918073 11.8863632376153 12.6917390594355 20.3038051346462 14.3604707209473 22.5351191943043
TCGA-AR-A2LJ 11.7884598194217 3 11.6793693102332 10.6441172013977 3 10.6415697712702 10.3690039992788 8.71611432350097 11.8105413191866 16.6585124139624 18.9940667725508 14.9882836335516 21.1464434971342
TCGA-A8-A06U 3 12.3711057646057 3 3 3 3 3 3 14.1738255954901 15.2952119422338 21.1278486722737 13.5299688995335 20.7385687594261
TCGA-D8-A1X6 10.5358669866481 3 10.4271315978896 8.98764494152613 9.02340823289447 9.97369203503299 7.74299811128113 3 10.9346234783237 14.0186462143613 18.7647099358103 13.7167141425266 20.8897970048146
TCGA-A7-A6VY 11.469799637369 10.1789975599315 9.78456082803646 3 10.3625403195305 3 3 3 12.4898637458621 15.2049366596728 19.4308816383043 13.1713366414215 22.7439305967144
TCGA-E2-A15O 11.1182357762022 11.9890837548214 10.0148856373223 3 9.60095862309792 3 9.87039950647032 3 12.5700242106402 15.033891590455 19.5488470228819 12.525170859467 21.5374333030529
TCGA-A2-A0CY 10.7336114471703 3 3 3 11.2047003080524 10.1709593685019 3 9.23428344616465 13.5572609729414 15.7808018365595 19.343092389313 11.917588385371 22.6009700876558
TCGA-OL-A6VO 11.4256579420393 10.1350392673583 9.7407000560667 10.2824466600736 9.32755479489431 10.8617676021578 3 10.1422722525516 10.8648272399511 14.6612370641984 20.8207992598532 14.234330790683 21.0607477485617
TCGA-A2-A0CL 11.5023333008188 3 10.8104804496611 9.36762103058202 3 9.36509182274898 11.8838183103399 3 10.6209375618107 15.3718290167764 18.1538574195973 13.6360570401765 20.8918768157304
TCGA-AR-A0TQ 13.4495515294678 11.419057405536 9.44889121173376 9.98968181001659 11.3409979213059 10.9814445189006 10.0346222033429 7.1155302384674 14.2311169349593 16.3409748172364 20.389018592122 13.179119090733 21.9359025501213
TCGA-E2-A573 3 12.0204068967014 11.0405608901954 3 10.6247317254413 3 3 3 12.1690580954394 16.1983517731241 20.073855080775 12.6317036681711 22.2326441193269
TCGA-A2-A0CW 10.6456319977337 9.93846472499147 10.5368517815088 9.09630747324492 3 3 3 8.73881853826138 14.0258050676272 15.1596304334482 18.5783033929725 11.7041265707074 20.4389206511542
TCGA-AC-A3EH 3 11.2330492307772 10.8369775236494 3 3 10.3827677141256 9.69893692209566 9.03530518731326 11.1048859636433 15.8837890670319 20.1820756448128 13.9011302719121 22.5336407588473
TCGA-A2-A3XX 9.9068949105241 10.1929609453899 11.3747899971989 9.34928258007519 3 9.34675376921392 3 3 10.602467768199 15.2537518529403 20.019014739604 13.596608487631 23.6487698920915
TCGA-AO-A1KQ 10.3905481554759 13.6710545089896 10.2818776090104 3 9.86731927892634 3 9.55734412523121 12.2647638070812 12.6075399818058 15.9631318221288 19.0049067266445 12.4131291386247 21.631168021807
TCGA-BH-A0HN 3 3 10.3879341956257 3 9.97315570315939 3 3 3 13.5821040967119 16.4550875203662 22.163023477071 12.5528181926041 20.920244666947
TCGA-AR-A1AR 9.40066159959074 3 9.29265813568662 3 3 8.84293601530071 12.8304907303288 3 11.2583312413291 14.4795890382113 19.6110687557664 13.5495114989768 22.2271320137057
TCGA-AO-A0JD 10.0283112814752 3 9.91983386145085 9.47023716752765 3 3 8.21656721729116 13.1505174786276 11.5286864636125 15.9837116963234 20.0537616708338 12.9613368663956 21.1720192580388
TCGA-A7-A0CG 3 3 3 3 3 3 12.1068211924589 7.58678824241008 11.0648214758492 12.3277840939798 20.348951257853 14.1721213964333 22.043948090123
TCGA-A2-A0T4 3 10.6838191055288 3 9.83786380466292 3 3 10.5562454136348 3 11.5520242219079 16.4424499343901 19.8191071769664 13.9578726842598 21.7783944576602
TCGA-B6-A400 3 3 10.5196362671915 10.6499198035872 10.6860699420034 10.0660033002414 8.80711882442575 8.72183530387533 13.5701798931681 17.3948388341995 20.0471208752513 13.0832338580852 22.0069100183344
TCGA-E2-A576 12.3602984491255 14.2319091606812 13.2499395938666 12.7963811632887 9.84370230702077 3 3 7.89557774376022 9.65762843037378 18.1573480967005 19.7776428530932 12.4224596466867 20.452336457782
TCGA-BH-A0WA 11.875697953269 12.1633865937049 10.769901161646 10.9002934030199 11.933524379816 9.32482986044512 3 7.42936003149405 10.1678570842277 13.4249525530968 21.0098906941762 13.1632049211939 23.4063285698653
TCGA-A1-A0SN 3 3 12.279185705485 3 10.2835215386593 9.25436574397008 8.00684927926726 7.36137544811415 12.0890638175926 17.2270704610158 18.776269835746 14.1794782521161 21.329448250793
TCGA-A2-A0T3 3 3 3 10.7526973467876 10.2071554375214 3 8.90861157676517 3 10.2414973740672 15.3633899588474 19.9778330074178 13.0966986811986 22.138013186874
TCGA-BH-A0AZ 3 11.6702354501537 3 10.8214927493777 10.8576629184576 3 10.8665869025847 3 11.9883817570679 14.0458838817002 20.7241817069994 13.9819804963792 22.3279809287564
TCGA-A7-A4SE 3 3 10.5185604404888 3 3 10.0649296524404 8.80605642734259 8.14942506747539 8.35588697558881 14.0464491161375 18.0520468469428 13.6666719323514 22.2124186496037
TCGA-AQ-A1H2 10.4844335186052 9.77780762786046 3 8.93675733855472 3 3 7.69324592791823 3 12.426583232799 16.1152594547306 20.5663328466466 11.5424830314573 21.3789750973632
TCGA-A2-A1G6 3 11.0860101919348 3 3 3 3 7.99832313338336 3 11.0829421437636 14.1517146199165 19.4179283054361 15.1736577856751 22.2557367776719
TCGA-A7-A13H 10.7454817098023 10.0380081092648 11.6330342480344 11.5013141311827 9.23106303405608 3 7.94633105414301 8.26493514731083 10.447236729683 14.2905985799157 19.9031193001734 14.5612114741127 21.858442328029
TCGA-B6-A0IP 3 9.84463368417381 3 3 10.0278640458429 3 9.71757425270166 3 11.0567674466864 13.9031690023061 19.359351523645 13.9221342079936 22.4283755169668
TCGA-A2-A0CZ 3 10.6286233259987 11.2285403844798 3 10.812486732574 3 10.0886897525406 12.9102075388685 12.123324974293 14.2999590208314 21.395418681351 14.034612108172 22.3620333669226
TCGA-AR-A2LK 11.2414598186984 9.95166972754784 9.55777086173016 3 3 9.10690369336887 3 8.18024532295162 11.8785559150821 14.975949458624 17.8501897818121 14.143925626814 21.4637238532768
TCGA-A8-A06R 3 14.1729524900088 9.88014424290297 13.1155887191467 3 3 3 3 3 15.9209747685281 18.0268878526429 13.4139620707211 20.7658936258081
TCGA-AC-A3YJ 3 3 10.3308049365422 9.88011884844836 3 3 9.60606846670972 9.52010542463823 13.2200388581295 14.9214136663522 22.0038394127426 14.3383231764527 20.6463689554855
TCGA-5T-A9QA 3 3 3 13.5248921312356 10.1112820296357 3 3 3 13.9137385313178 16.1178660495067 22.1044389272203 10.4090855111005 20.6389828768632
TCGA-A2-A0CM 12.2775453042178 10.5710705198605 10.1758834798218 3 10.7548982436059 3 3 3 12.6211112467297 13.8272924115999 20.26066554626 12.8103860828869 21.6074071787663
