X60482 X2558 X114 X131096 X3785 X3752 X111 X2903 X2561 X4128 X2892 X55799 X610 X3772 X10089 X57030 X9495 X3786 X9424 X5924 X196883 X782 X54331 X2791 X6196 X784 X6195 X1175 X54407 X4905 X8675 X1741 X10228 X801
TCGA-AC-A3W7 6.03688714072683 6.31708281630533 6.75454584410486 11.8688002762323 5.91846428931658 16.600529836155 16.558081497796 11.3229391256991 11.2055013484918 15.3450183195444 12.3698297721402 15.0539500739109 11.9765449845568 11.6683691325459 12.70573549778 12.1726175986659 14.9193957514776 12.9927713426169 18.1462334663109 14.9015858460062 15.6656379865368 14.3816677202344 15.2585327552056 17.4201123052934 17.4636483081644 18.6902809576852 17.8521176619776 19.6747347054004 18.9467281800815 17.3104277452554 18.267607496835 18.1299442711204 17.3258984955933 19.4184787970421
TCGA-BH-A0H5 8.8380940480234 3 9.73578090976983 11.8132788087148 7.48010469233007 15.3939729747127 17.3000841642953 9.74147789092153 7.34773376960671 16.0732195786599 10.4934023625037 12.8017548079744 13.0585421298791 12.1879924051302 11.4166372754387 11.3356112111103 16.0795084872879 11.6178689334946 17.5473853560993 14.5809697843347 15.2455560457781 13.9710871786 17.4929337314492 17.320466706491 16.9123210722036 16.2417037514218 18.4320427942328 19.905531215841 18.9693170453614 17.9635316246212 17.8764855299077 17.6837522904697 17.7877169209883 19.6417070595003
TCGA-C8-A1HL 3 3 3 7.57249650019158 5.84209564125331 12.2664577469471 13.9819601820578 9.23871670353009 11.9610968721084 12.3939775022076 11.7590464808355 11.3041351470977 12.2221419989463 13.4933827875217 12.2960027261608 9.55797735909008 16.4659629488075 13.899500256553 17.6812364886751 15.1395400973432 15.6599559655402 15.9299630646263 16.6778268103793 18.6894485921464 16.7449227129027 18.788999486236 18.179389821093 20.7099249304741 19.4745433065152 18.3489138300871 18.1787024916526 18.1762744845295 18.1814761330629 21.2947088535627
TCGA-A2-A0YF 3 3 6.68310606124205 8.55268054457588 3 17.7282292257043 12.437333244637 10.9562581214231 10.0399709959117 17.9776553245274 8.0733075564421 11.244998053963 10.9635577675173 11.0149215417576 11.5013980854598 10.0242023069276 17.4245823587094 14.7908405679186 18.3582913482356 13.9321127080216 16.9242057193111 12.988975700712 15.9321080034935 17.5913112994758 16.5930321663377 15.3492170439492 17.6951434614443 19.6355002785233 19.146447478589 18.8233067926811 17.9727120888436 18.0337883188325 18.2807133153862 20.0673688514616
TCGA-E2-A15J 6.32857956759323 9.82710890156573 7.61637788924084 8.28618475521636 11.1129735915015 18.5753873124581 12.8828423933526 7.7719918276008 13.3956994217337 18.8957691886669 10.7635805539331 10.6526129515721 13.1886220518737 10.8559796030004 9.91461006642364 9.2992001925355 13.4779383685071 13.9937753994795 18.4074940260648 13.7536558694946 13.7977929534277 13.4356079729653 14.2877945183734 15.6536476640317 16.2250000880152 16.7772523036656 18.3808626461566 19.750269307529 19.8423159743302 18.3733307473063 18.1414573464126 17.9321033790731 18.447349946971 18.7874192862667
TCGA-BH-A0BW 9.46787059887983 3 3 14.3913298377896 6.16450526589325 10.8522621650181 12.5995235539737 14.2050251476445 9.88959929671515 13.9035176276203 11.2663976546297 10.1925220929725 10.4390095859866 11.3711249223037 11.765049929289 8.74557054698858 15.3232569677333 13.2033624300079 14.4745404329706 14.0856371804217 13.0430818405631 14.4111799365249 17.0517217834194 15.5990237731636 14.0639920186181 14.8158270683855 18.2578293786463 19.0254484139719 18.7663838734737 18.988788752497 18.3066411515495 17.7993730319926 18.5558237848714 19.2659075167557
TCGA-A1-A0SJ 7.29979432846902 3 7.10504225651548 10.6252899198394 10.0071196092218 14.535511032217 15.9665841414674 12.7317027388458 10.6368277960221 18.8813352158439 10.9904881606396 11.2335849691976 12.8492328317882 13.1142842628492 11.7605927977017 11.1405449778253 13.0614185841637 14.9921837792876 16.9307308592554 14.1494667351889 14.9179564001314 13.8769179303295 15.9722836219089 17.8191533053199 17.4222568246115 15.9774429982953 17.0778013311643 19.611175603926 21.9698712751034 18.2684242537966 18.7771231178479 17.6755986447614 17.9436810850171 20.883440922299
TCGA-A2-A0EY 3 3 9.55406642718453 8.52572872269789 6.72257702432003 15.8455095146608 17.0380979177538 10.8038331764926 11.6368995213822 14.9177063522032 11.3286859923638 12.238927109629 11.8508881154542 12.4585847221626 11.6957433114596 9.76184822465277 15.5946734247761 12.8610035945191 17.643601068212 14.5876412105078 14.2659691945051 16.2243745024161 15.5107756160785 16.5291970970032 17.2339014244139 17.3059152451108 17.72485931993 20.7944147975748 19.3736984506172 17.9093705005517 18.0878176136955 17.3221605032577 18.430818125468 19.4569839589758
TCGA-A8-A07R 3 15.3666322264278 3 10.6614208863342 11.1598454193678 9.68117364626412 14.7296215277156 11.3372460324861 7.08556296060595 14.4351619711152 12.0184159402004 10.4971008272747 13.2938892326623 11.4515724564853 11.5865285481445 13.2411001279389 12.5927794949387 11.5530938639018 16.833531880958 12.0629606698174 12.3438106321253 15.0135837831988 13.5726277544387 15.4027789203356 15.240222635053 17.2987046694765 17.8129590262148 20.7190109911441 19.4186866212814 18.0528305092269 18.1573751120541 17.1508000996956 18.9770759181239 19.9357023957624
TCGA-BH-A18G 3 12.3577983082353 11.8377013413036 12.2777348601802 3 9.13378446784308 10.6091221824642 3 13.0649823005513 11.3627681323313 13.4220860447556 11.1916194939551 11.5455043513787 10.5507084334996 10.4521155387643 7.96216430931423 12.1511399246105 13.3943473706222 17.9205616507027 14.6725565329376 12.1085019738147 13.8965346022027 14.8801094595554 16.2541274652617 14.437838965208 17.3220488445977 17.2695389613876 20.0403554537955 19.2224900980879 17.9767338668613 17.3179716246027 18.4441663669033 19.0001974779427 20.618538615852
TCGA-BH-A0BR 11.9082186101752 7.81313948819598 8.59198540090571 8.80624776511251 6.98894332065582 15.9279552096895 12.7550984642029 10.7541755462642 12.8610448569691 16.4715844733561 12.098417271614 9.60684286161921 13.6172361245329 14.3979647179309 10.7626902643555 11.3609798501947 14.4025780584827 14.3986084282485 17.0146008174507 15.9055415971848 14.6803114331797 13.5595995906741 15.9366566972952 17.5574213644184 17.5932526488793 17.2518730645655 18.5575414925017 19.8781768232893 19.8357528828242 17.7208891304147 17.5075780642226 18.8009248601317 17.8791651527428 20.1182711064636
TCGA-A8-A06N 3 3 3 6.92324248792924 4.83088702675352 15.4320980985181 18.4229453233658 4.49404162645976 8.88436626110692 13.3072931767977 9.76146005048855 13.3519496932849 9.56583824734051 8.08058835137999 10.6821777957884 5.54342485208398 15.1248255456709 11.8799845322284 16.7001503324451 12.269102545521 12.8153765503578 14.5456584112304 13.6633154403935 15.3835463699218 14.0318612542869 15.9285496272822 16.145734704516 18.9661009589645 19.9848239680087 19.2868539539509 18.2337197336862 18.456421036708 17.3950843437319 20.2102928048373
TCGA-AO-A03M 5.97697698028452 6.25567364525776 10.2285724101007 10.6669013116728 3 16.0453034354819 13.4451754858817 10.6187623279093 7.22937073651325 13.9372625252747 12.5536877171312 11.737934153255 11.633258859763 12.2545437665292 10.322696224186 11.1822190770561 16.0376329023891 11.2283680026609 17.5483569105613 13.1071582933442 13.6233171950308 12.6112674077147 15.8963844596216 17.1797690678106 16.898299515365 17.6070360232368 17.7076176098702 20.4318903619224 19.2646719111385 18.8537965058617 17.4720089849328 17.855255386705 18.0111241186237 20.3919522624626
TCGA-A8-A09X 7.44963573880601 3 3 9.6058624284668 7.88117089608818 15.3915579937763 11.8532877891824 8.9465227512768 11.9242686586663 14.8360433151103 7.139073078752 12.7966465292233 14.1331237542408 12.5049262877376 11.9176829261792 9.637569352485 14.4686803960298 12.9256100581351 17.47375389908 15.5536780527172 14.4440487023638 12.4506853238871 15.9687734526587 17.3991199087257 17.0890338371177 17.0635772679899 17.609076643507 20.4991806658463 19.4744337185695 18.0109455569683 17.6647698870096 19.2404164799473 18.4097894202309 20.5518614110692
TCGA-E2-A1LS 3 8.05089409965986 3 15.342231358116 3 10.6170534729731 10.0104778343124 6.75827978545514 9.56169597656467 18.2156202632546 8.71399765749496 10.9311672062741 11.6178835479267 9.12185520706661 11.0074659330191 10.7278679194915 11.0642973563016 12.5407683585298 17.4758350388935 13.6590960940838 12.9210252370856 14.1239943388656 14.543175190137 17.4944880931193 15.7204208258618 16.6801462022237 18.4831485605572 20.107672025346 19.3259375853579 17.1483645841003 18.7530169425458 17.693758615999 18.9822194895756 19.3927130610336
TCGA-AC-A5XS 3 3 6.48484964668406 10.2218880686709 7.09228644195878 16.9872872706454 15.8476539730536 9.33704542467597 8.44408194173042 15.6035502945804 9.82626605782618 15.6737596588411 12.9908011108373 12.1849143458553 12.8062742766579 12.3395614295741 14.5751144129526 13.6293100490022 18.5089513415769 14.3422154577729 15.7417327199179 12.9828879575057 16.0596114763223 18.7644516265209 16.2768564074186 16.4156763571967 17.2949883629955 20.6069377650051 18.8848748149454 18.4755235498277 18.4057519444318 17.7915071126766 18.2528436203038 19.9804263201704
TCGA-AC-A23E 3 8.60070440734305 5.93053066305973 6.79127905063399 3 17.2005238411802 14.3317943446397 11.907510413995 14.9700646864448 15.3563907431452 12.2810989891977 11.7270791853254 12.3438884090318 14.5510051723749 10.6660401254179 11.4472118115517 15.0346287357084 15.0577947096891 17.9175471006107 16.6059247787526 13.2112853956307 13.3169728394555 16.3287515731181 17.5010909681644 17.3568513752359 17.0534880014408 17.8346147764722 19.8565336206064 19.5027479248606 18.0733262963118 17.0205437901594 17.7333799106134 18.0625097157931 19.9199345783104
TCGA-A8-A06Y 3 9.08170346872995 3 7.81003055728648 5.55638041135576 15.0895310422946 11.202888214266 8.41338779715888 8.95350217257295 13.5461928690142 10.1064403108525 11.3287758222113 11.4204259371967 9.5264096292325 11.1535743964428 8.55762099069739 14.0441744379346 12.2831025716138 17.3619899131509 14.4261007159503 13.4612883342585 13.8435197790057 13.8549752914049 16.6974528665343 16.5897554019111 16.7175878283144 16.8672931555342 19.49710544962 20.3358303958321 18.7741090041427 18.6563421992994 17.7820044734634 18.6183839228187 20.6926657146222
TCGA-BH-A0H3 6.13613802284207 3 7.41043696017499 10.8469851248262 5.18466882165547 14.7641422820296 14.2964334471033 11.8517187014506 13.2725845693524 17.5639801095793 12.8161657699482 12.929775863236 11.152655311296 12.6134816468831 10.8633554894516 12.8218650926623 13.5422513466784 13.2228139521073 16.7940672995019 15.5294425185975 14.9887472858431 13.1926740061821 16.6241078100448 18.1571181825663 17.413526691864 17.2218374502182 17.4542866585914 18.7111176763266 19.6377651907781 18.3213711783645 17.8091151029428 17.4737555746849 18.4233329475623 19.6763532417929
TCGA-AR-A2LJ 3 6.85677539189609 3 10.2847216526801 7.3741421025405 13.2853815141613 15.2919547202074 10.1770032253631 9.74729632951071 15.7252535184626 12.0680963506945 12.9954761566191 13.4664532172798 11.3377715520335 12.8657628053911 12.5438709862695 13.5933177986026 12.0882951200685 18.1635930692792 14.0859166352826 15.4275004877649 16.1615609920333 16.2538522684097 18.421558944689 16.917302371586 17.5503351118571 18.5681734036699 20.9120415117369 17.9354235139472 17.6671735082491 17.7559941425743 17.8530130910685 17.7178380141129 19.5678380626708
TCGA-A8-A06U 6.45671298535466 6.74580274083317 3 9.66764994154978 6.87042598452234 15.0379871866458 13.2545484136496 10.3710632379753 11.3929927164184 12.7780187858996 11.0844470765885 10.060928960785 10.9255642116776 10.1713314935885 10.8578132101442 9.69937050407887 15.5949628296179 12.0942646528822 17.9346879915652 13.8317690648677 13.7107951921151 14.9890034879841 14.8357868065591 16.3087343765501 16.4815503835169 16.8500926451118 17.3527979452593 20.1940058259957 19.6568524726456 19.0287530010343 18.6208669851304 19.160176128711 18.1631819631789 19.5561437885511
TCGA-D8-A1X6 9.68728672985649 3 3 5.74829305036324 3 17.42272166964 19.4056995389958 4.67792365749241 12.2423668602461 18.1908161223114 14.4812145172619 12.2187163454039 10.5446819438992 10.561886679217 10.3081043703156 9.02953745452999 12.7519737505879 13.9068825070259 17.9408736900667 13.6299262522778 13.922307603071 13.4189140623352 15.3439959327127 16.3766470371761 16.2215550899793 15.8683836662698 17.4172254792916 20.2416158912827 20.4385686206818 18.3228695261533 17.7959495083405 17.7610528161914 17.7053987846964 19.8590922735331
TCGA-A7-A6VY 3 8.78250300010939 7.56050651165988 6.96404638104102 3 10.6084199175184 11.7349106440002 8.60734231020099 8.89136040256389 13.4575220488792 12.5618354365383 9.73821142189571 13.0065051824307 13.9720718248536 13.3999643013601 9.72163001489228 13.3354325493475 11.227172221426 16.312878854229 14.47871308838 12.7262246295516 15.3505523195881 14.7757082509365 16.4625430040574 15.8250327770533 17.8445747479486 17.9336339561443 20.3747916718286 18.9632683948038 17.3099842787038 18.304609466008 17.48504515828 18.0601281010152 19.550748418252
TCGA-E2-A15O 6.48614986867156 6.77576972848641 6.29982309498683 10.1981014531431 3 13.7690121800067 14.0397662589204 9.32531738257954 11.158625722854 16.1354139116686 10.5552658630058 10.4128562907647 12.4775589614507 10.5756197608214 11.986317465493 12.2226918561858 14.24692213931 11.6377977374373 17.4059717180879 12.8648791637135 14.3018935534112 14.6529691829306 14.4056508290815 15.8581120190568 16.6093194104717 17.2768841586534 17.3107396489603 19.5317744465891 20.1082428968808 17.7206353523045 18.6971395308803 17.9041728511082 17.3288515389537 20.0188821645735
TCGA-A2-A0CY 3 7.35258381271233 6.8619272367126 14.9292519289704 7.87929485817687 10.0708111758274 11.097425792768 11.8936585165606 10.269770128407 15.9792367310092 9.65221133212328 11.0237024227716 12.7768535252607 11.0579605628353 13.0136865735633 13.8348479798282 11.2376255134212 13.7054567015577 18.9729349872308 13.6092822806879 13.0105475710051 16.3299947634224 14.2469059802781 17.3817866876986 17.2873498129986 18.8930275875623 18.2501028923427 21.0558587160577 19.6916085791327 18.0787859822695 18.1798767388337 18.3858387359871 18.6568865838771 19.4441836612783
TCGA-OL-A6VO 3 14.6617637472431 6.96432182902543 13.234828102717 5.27341611512864 10.5643817744788 10.550578001254 13.8727441074853 7.20269734531413 13.2076382035118 8.58519609664642 14.1523053770481 11.1399863535507 11.211482823406 13.0108911375108 11.3202240722703 14.0075356787654 13.1922926620969 14.9566740561137 12.0824941124404 13.9605254996745 14.6266422038637 16.4931050511402 16.2384749551619 15.7622418523286 17.7657312723676 17.9793699403909 20.0733836835763 19.4982104764503 17.7666967058142 18.3489102072331 16.7472501232062 17.9521184116186 19.9239858528318
TCGA-A2-A0CL 3 3 6.1217561373363 12.362757156469 3 13.9980865329309 16.3312452523855 10.8144284870746 6.88510040503308 16.3866633721673 11.8498636427637 12.2543876758234 14.7069523161214 12.7406397298825 10.4700544784615 11.8190057595073 14.9047506055432 12.6299497531901 17.2428012315713 15.0516077925778 15.4416915761226 14.834596811354 17.1012581174399 17.7828034090835 17.2022442333609 15.6913480454661 17.6873146957274 19.5844379188646 19.903775844445 17.9694140991973 18.7068237416513 17.4231699757117 17.5945801797826 19.7448449056397
TCGA-AR-A0TQ 3 3 9.58900184484269 9.79039489208295 6.37538262338568 14.7332564588268 18.3946999746703 10.7123293576886 9.54326716145583 14.199047794534 11.7597206903874 11.356741647821 14.2391444040423 11.6125062296643 11.0954210225173 11.7741592192946 14.0386422341177 11.1714013915892 18.3480560027708 13.8700056768086 14.7744960195787 15.6916170134447 16.0452383448183 17.0442163587789 16.9217985489072 17.3824732566516 17.0185218972792 19.8540307173541 20.3143417004695 18.0564847693889 19.5647856377985 18.0310599234498 17.2186986759026 20.3191151321874
TCGA-E2-A573 3 9.0417749813061 6.32805141719669 11.4217796036917 7.6284912196849 12.00882360532 11.7959336086137 5.1283166081626 8.62943208307177 11.2901400884413 10.1530327068446 12.1752127808528 10.9890458139908 11.916071376045 13.3569916616741 9.87696319632354 14.1058340097443 14.4535558264884 16.288520897275 14.3217213661523 14.5480859973649 15.1715476074934 15.8104710657447 17.2259927620981 16.2561538973606 17.7929841629194 17.4930362862464 20.4742149292773 18.7304946864676 18.0920660103619 19.0912121968483 17.1055168867189 18.540801762229 19.7760657603883
