X63928 X2925 X89869 X114 X185 X5024 X6869 X5026 X2903 X5733 X8913 X147 X3706 X146 X3357 X1910 X5136 X2149 X196883 X5153 X4846 X6915 X818 X801 X5566
TCGA-A8-A07R 14.1875842427521 12.129809859327 3 3 10.9870690861852 3 15.9702010476316 9.08205706452364 11.3372460324861 12.117908682612 8.9709516937821 18.220643958723 10.2647272144863 9.85247172000379 12.3644836875304 13.9078763247317 10.951060869128 17.1823616583709 12.3438106321253 13.071606993898 15.7608093579211 13.9265865719023 16.5291405598168 19.9357023957624 18.5114213698996
TCGA-BH-A18G 10.8422977028725 10.5630047718154 8.76946787951744 11.8377013413036 13.3784600073062 3 3 11.609880572769 3 13.1759931453795 12.1571521924511 15.2759268578976 12.4404035311223 11.9327890357226 11.7985258010412 14.5175885663533 12.5726436790606 17.1072138167711 12.1085019738147 12.5299452698693 13.2527025884909 13.9763054172586 17.4354751945989 20.618538615852 18.7224729398465
TCGA-BH-A0BR 10.3792602656475 12.5133655674576 10.3855351420584 8.59198540090571 14.1158114822597 3 13.7209566823617 9.76179297326255 10.7541755462642 14.1337665442976 10.1898359532355 11.4814328131153 15.3130302030082 10.8010369955301 14.6928591262785 14.8991937838801 14.3404378664239 19.6902029528658 14.6803114331797 15.382100112936 15.8566745503457 14.637805065654 17.1316655433267 20.1182711064636 19.1137877697081
TCGA-A8-A06N 3 16.2432349384556 6.25878160698099 3 22.0906012176172 7.53727344211407 8.65078434093556 8.15604090352904 4.49404162645976 18.3938145926445 6.31809214131753 15.5666578968737 14.1356309360022 8.98763696012399 12.9229700891325 15.4576443994552 10.849765185961 17.9823889091639 12.8153765503578 11.519509383567 14.0116183282846 13.771349915164 16.4353739357429 20.2102928048373 17.9949407439065
TCGA-AO-A03M 6.99208403997003 16.7990566018135 9.57531864762527 10.2285724101007 12.6579285562064 6.86680186507122 13.8980247426057 12.2758223795652 10.6187623279093 14.2089259167635 10.6334675259553 15.1863902677798 12.8421960092848 11.7611454447762 12.7922437875818 14.8109003169639 12.8316718463213 18.9157502258793 13.6233171950308 13.1472916888245 15.0771816743845 13.8983779359743 17.2159577996929 20.3919522624626 18.5039129692723
TCGA-A8-A09X 12.5888236132702 13.3898445129037 9.33118425938613 3 11.9105988751752 3 12.8685971211064 12.7088020659338 8.9465227512768 13.6713915685935 7.84534430157594 13.6555657881681 14.9255522880404 10.0893823147139 14.3127892515803 14.893682240357 14.3206612926632 18.4829682685267 14.4440487023638 14.7855519219452 15.9464096963366 14.5557254458251 18.3126195001722 20.5518614110692 18.4228210028821
TCGA-E2-A1LS 10.1412149906534 11.1185510213489 12.303055677635 3 10.9691544688135 9.27861129195541 12.5856516515258 11.3207010300655 6.75827978545514 14.3415293111623 5.97773514755459 12.5136782907602 10.3272607561925 7.63999358332133 14.0238220100047 16.5362631962312 14.0809690620087 17.9301826625567 12.9210252370856 13.1664704516336 13.5219914499428 14.7193675437929 16.0928740104166 19.3927130610336 19.0234832816529
TCGA-AC-A5XS 11.0008158873323 15.3956849702768 3 6.48484964668406 15.5661896697887 3 13.605638498578 12.9684328221221 9.33704542467597 15.9295858651628 10.7819481160821 11.1331376666772 15.1087891773004 11.6965617814739 15.3582475530473 16.2595988533394 14.0272794500471 18.8399415491077 15.7417327199179 14.6037994768067 15.3964626794582 15.3142502948787 16.3577953635458 19.9804263201704 18.1623153680293
TCGA-AC-A23E 3 14.977793359015 6.66156743211787 5.93053066305973 16.7812059059785 3 11.5427984103564 9.25529752080424 11.907510413995 15.9888132250187 12.6550613922078 13.9822556384618 12.9677160420972 10.1550580978114 14.5372439652857 16.290301931727 13.8724443755222 18.8168701334378 13.2112853956307 14.5492318331772 14.2615892629418 14.8497183199539 16.756982083201 19.9199345783104 18.9287430119105
TCGA-A8-A06Y 3 19.8995797790174 3 3 13.4050142283542 3 11.9421732711214 12.7275692700456 8.41338779715888 16.7130060793356 5.74631561611355 13.5509395624261 11.43255535924 9.64892820497684 11.716355768836 15.782209192334 12.8888457961337 17.394069054508 13.4612883342585 12.5235774941101 15.6203084947989 14.4200522807452 16.444230820124 20.6926657146222 18.4639774039295
TCGA-BH-A0H3 8.12141826441337 18.8964505068881 8.9171087352249 7.41043696017499 15.9846707170038 8.96850596105657 13.8725081278461 12.0222540973977 11.8517187014506 17.2673444680473 11.7559974126617 13.2901516220176 11.7294911925666 10.8575084131728 15.2466275536314 15.7606729442464 15.7980655561667 19.3885971379485 14.9887472858431 13.6414354682648 15.9929170599581 14.427676607215 16.3427077160884 19.6763532417929 18.7192400644105
TCGA-AR-A2LJ 7.61598702717047 11.9506222935687 8.66141266264251 3 14.7449658471307 3 14.0730205714598 12.7871714064994 10.1770032253631 16.6825214612217 12.4012709453546 12.9190472520517 13.3881440546238 11.2395006676272 14.9986404435934 15.7838325617131 14.5275798686818 18.2733643306803 15.4275004877649 16.1768998467476 15.0613629569117 15.0947923816591 16.5236772085405 19.5678380626708 18.9333520203658
TCGA-A8-A06U 3 18.0319040075209 7.01990183777599 3 15.1943740584868 3 11.898111992535 11.2701301489242 10.3710632379753 16.7997507673494 9.59415610656558 11.89415076879 14.6575301946789 9.54573193152905 10.9863175532743 14.8667934701333 12.7440911789438 17.7438037053139 13.7107951921151 12.593889243274 14.7842205788366 13.6170376441726 16.5784277487977 19.5561437885511 18.9225029825248
TCGA-D8-A1X6 6.9783272107423 14.1312394176731 3 3 17.4644450843517 7.80232946810313 9.98711112626904 10.3259319873614 4.67792365749241 14.5129095344591 9.39739094446603 11.926437361586 9.67024978970448 3 15.0023514883232 13.9087554398697 12.2059191769467 17.3803492441109 13.922307603071 13.3265874185846 14.5140959015813 13.4365202840205 16.4054495572312 19.8590922735331 18.9645080583894
TCGA-A7-A6VY 3 10.136027964297 3 7.56050651165988 12.1523363915163 3 12.6214482748784 14.6168911051464 8.60734231020099 13.0134600350033 10.3474712938501 9.29465538870247 13.0974849920557 9.60818685520765 12.4526106279417 12.7790159483699 11.2253899583256 17.3199537838372 12.7262246295516 12.7800231856332 14.3376305052624 14.7419403911951 17.4463653362652 19.550748418252 18.9047849830938
TCGA-E2-A15O 7.53245138341266 17.3161466311016 8.98344769948269 6.29982309498683 11.5702958913085 3 11.4866813506786 11.0517117813612 9.32531738257954 17.6249026307897 9.77672062899344 13.2465852584757 15.7647461474209 9.83825823859852 12.947318740394 13.5955402688338 12.7061006326327 18.2794652666132 14.3018935534112 12.8698432573105 14.8341760357167 14.707118766372 16.8703510205866 20.0188821645735 18.6532149578201
TCGA-A2-A0CY 17.3999859383508 13.19541271493 7.63357000343928 6.8619272367126 8.56717653601348 3 12.0990697967829 12.9416229066402 11.8936585165606 12.2360221267877 7.6970394973242 12.708901819765 9.28837427104472 10.8606353538363 8.20692084990321 13.2387312047439 12.4836704379909 15.754222117604 13.0105475710051 11.8677908293766 15.0514218823054 14.8074633026654 16.972228190255 19.4441836612783 19.6713471134332
TCGA-OL-A6VO 9.21178013218682 9.10261464879422 6.7920239932381 6.96432182902543 10.7403242280963 3 13.4381079251641 11.3817381758835 13.8727441074853 12.4973048698711 7.24329422985489 10.974603640818 11.4710081249572 8.98701854016149 13.0597107663839 13.4140730944954 11.8315399179472 16.6020146597475 13.9605254996745 13.5711753191435 14.8512697914953 13.5484671526276 15.9084664077465 19.9239858528318 18.1212746865394
TCGA-A2-A0CL 7.34202678615237 19.6195117574106 7.81307196450015 6.1217561373363 13.6307925633809 3 13.8687406034538 15.5838175193631 10.8144284870746 15.1209609972656 11.4160818006179 13.4253109084465 14.9881035166651 11.6295942811821 13.7641125455549 16.6527806298466 13.8840001278406 20.6378372890135 15.4416915761226 15.3046496392116 16.1766073506952 14.7677684033662 17.5495582618254 19.7448449056397 18.4441684143115
TCGA-AR-A0TQ 6.99102790454554 12.0117911024682 8.01920870323299 9.58900184484269 13.3065697810849 7.8154028527845 13.786534543138 12.4939347201065 10.7123293576886 13.6673043861701 11.065389514156 15.770122763259 15.5565236560518 13.692466548633 14.3046324145303 15.8978602944692 13.5235142086399 19.1805053128111 14.7744960195787 14.8351842425504 15.4618270220933 14.0520601381188 17.091760189064 20.3191151321874 18.2678087564678
TCGA-E2-A573 3 11.3936868734805 8.03648943013811 6.32805141719669 11.9112195683448 3 12.0193213966076 13.9339963406062 5.1283166081626 14.0442298438231 9.19325050518571 15.0947346075543 13.3032507013498 8.88165788900443 12.7159230728042 12.8872752714984 12.8878398834388 17.142378960772 14.5480859973649 13.6692454547847 15.0462844502455 14.8707640132675 16.9306677987436 19.7760657603883 18.5281322944382
TCGA-A2-A0CW 9.59407263850609 14.3757777107945 3 3 12.5996221534824 6.95609740586854 11.7721448582124 9.89196067445077 8.66858882004646 14.5265307773281 8.69550064781053 12.9738414974757 15.8785485146277 9.58843246033145 11.9886477399902 14.2201231554953 12.6537725332033 17.4795235761544 13.6317543412549 13.4106773516961 15.0992489517305 13.8944977780058 17.6480638079443 19.6365097798822 18.3013220307418
TCGA-AC-A3EH 3 17.7997340628912 7.83874812806574 9.3125050199229 14.6629406666304 3 11.8976115923516 10.1912593299136 11.0781277527165 14.5253039489484 12.991059093147 13.1440292026204 13.4147760030697 10.0783143822753 14.2390843285039 13.4421081931321 13.4042480663257 18.2682834795768 13.7654797352106 12.6536672498689 15.3166048961914 14.5011747262746 17.3397978576934 19.6091110193218 19.5091956568429
TCGA-A2-A3XX 11.1624464002222 11.2599854931098 3 12.0996876806679 11.1688804190577 7.19729414261823 11.3842431729138 14.1228823697273 13.4965589790648 12.1046952649735 8.94737312336868 14.0634832127018 11.7630548076864 10.0334746862077 11.4269878118475 15.3292882332001 12.4881704362082 17.7523398859676 15.7136624537832 13.6456359459018 15.6958144950049 15.1556120050131 17.640435438739 19.4170235752294 17.9034920319361
TCGA-AO-A1KQ 9.34049032039207 14.0426182814161 10.047654631176 8.44767438500349 12.6527544075096 3 9.76487149035768 13.0116981058085 8.03580387834577 15.5118472842048 9.42776056548564 12.4423619235382 14.384875687552 14.9277450774534 12.8240219341288 13.7939211836311 12.5013233009762 18.0416990352058 14.2957416742637 14.0268509409414 14.6454395411522 14.5308272331188 16.8451489331446 20.0512055041684 18.7693786328085
TCGA-BH-A0HN 3 16.4571192553983 3 6.64145401190871 10.1160397282171 8.73754226523407 10.0214127650461 12.2798052141094 7.48566322326037 13.8652203184977 12.4192039785935 10.6283151790953 14.4415319718295 7.67389547932598 12.6857874251864 13.198036532205 11.7969233691403 16.2227928992674 13.7291791654178 12.5089243252909 13.5350880588605 15.1924266042559 16.5164951791165 19.7670421533723 19.4761093887164
TCGA-AR-A1AR 10.8329773199151 10.635728633985 14.2427356053147 7.08817332465661 14.0885692273955 7.66318166039126 12.7746509462094 12.598683776231 9.25958149477243 15.3084313398787 10.0802766534972 11.3682163559138 11.1793766616184 10.3274470455382 13.5528699784886 17.8678629707424 13.5607398788243 18.6636450787079 14.2537010580708 15.8186904916584 15.4320114247097 13.4763285269683 16.3761293217258 20.1468398468278 18.9522142566076
TCGA-AO-A0JD 9.39020959709957 19.9063574269376 8.88919507867057 3 12.2885620899617 3 11.6129182883104 10.7348428991271 9.54881560540088 15.2702736819962 10.1632125320743 11.0032105108427 12.4202849363619 9.48296244961416 10.6349232765018 14.5663799429958 12.3931106088635 17.2766170032875 12.8044861659564 12.9163296173419 13.8724114558388 12.6369303132019 15.8021056740871 20.5286485062345 18.9020681094902
TCGA-A7-A0CG 10.7217604047535 17.8970216872624 9.48587084875701 3 14.7115136634619 3 15.2344657285517 11.9031496209121 11.6724165532755 16.0485403827072 12.1233092452288 12.8936387099186 11.9754587277992 9.98368947700618 16.3878249599685 16.9061269699942 16.2852712461012 19.3503331020908 14.8814328984315 15.2590690872481 15.1907880012015 13.8223480811381 16.8446939880297 19.9042487730672 18.4738667904532
TCGA-A2-A0T4 9.34702505254602 13.441905337028 3 3 17.1021094734274 3 15.5397621712572 10.5222848759776 9.59769266770873 16.4337782547457 12.52639339987 12.448968628099 13.9983152950618 12.6472217042147 13.5024658055577 15.7527996055744 14.6079477908287 18.9331803709463 15.2746812971366 14.9065708539755 16.0191501799796 14.3606267384253 16.697729102389 20.3209127011912 18.8292338610481
TCGA-B6-A400 8.0218925343193 7.35346929126261 3 8.49315540929047 10.3464876227752 3 13.3610507764604 12.4678322960506 8.65162184824851 13.6799644419588 10.2808754172995 14.7628669668982 13.3149602422142 11.3968406912818 12.5870440168698 12.5343045460401 11.405732225534 18.5292824414147 14.288969764369 13.9972241758764 15.2886296544227 15.0282635924061 16.6929940712078 19.6202466705065 18.6131557552085
TCGA-E2-A576 3 16.465322279549 3 3 12.0772705860749 3 12.7092678419629 11.9893187296049 9.15759509262773 15.7231066384401 9.70057975454282 11.8720586236048 15.267696595209 11.1910841183863 14.1390965439359 13.7388791753304 13.4255740241676 17.4402711523201 15.8382999071511 13.7922536232218 14.6359751049317 14.806479992196 15.7917226233054 20.0536032830871 17.8491698775314
TCGA-BH-A0WA 10.2379022613725 10.7094674187398 8.34105369584927 7.95230084196111 11.4412723069924 3 12.4494223629955 9.24010437204631 12.6978966713928 13.3139305211797 8.81203629933228 14.2983409932118 12.7748032626965 9.34006842604991 11.9598846638036 14.4588176571251 12.6033209033056 17.6028661865136 13.8912785646576 13.152255159107 15.6127321237562 14.6785909855379 17.1254867292801 19.5932896117636 18.7608797867333
TCGA-A1-A0SN 3 13.5496821638074 3 6.02295120314648 14.5596969403488 7.10897916338336 11.6768959996278 14.4564150445502 10.4411562177934 14.3936971324736 11.3241201020514 12.3687529318959 17.1141459890558 9.26959472473393 14.0879047137381 14.7274293620182 14.0208861139252 19.5635566470167 14.1691934749709 13.5030596252208 14.9702786606135 14.3954352721671 16.7066005327582 20.0265217599383 18.5144760967853
TCGA-A2-A0T3 3 18.0246719008873 9.58688957280334 5.95575978016336 13.4176770587244 7.03667492770225 13.0234873356631 11.2699679264007 9.93042913576765 18.1145472409745 10.645101929323 12.89387796982 14.6601172556003 10.9452997545456 13.9729517719673 14.7682397227531 13.4802210488924 18.9032080326184 16.0190830437758 13.6229082215275 15.1186939312752 13.7339116713418 16.1180083003613 20.0230206832786 18.4962927130006
TCGA-BH-A0AZ 3 12.7949669516377 9.82362953683638 6.5404040043093 15.6394869437234 9.61484411857145 13.0872607136613 10.7335071601359 11.483550156646 16.7238655190693 12.8582871880034 13.6816113172161 14.703217237143 10.6830050210774 15.1942970186611 16.1623402068993 15.1779870219277 20.2262694758158 15.2153701264692 15.7471031932547 16.1270975334711 15.177228947784 16.6566316940704 19.8618005264811 19.0779567155965
TCGA-A7-A4SE 3 11.2846619296666 8.49969120159704 8.27503783126371 13.7158835572552 3 13.8205108605453 14.4093890136989 9.88534584489815 14.7742994137336 11.5961475516272 15.0307108465464 13.2934314568062 12.3348145193532 12.8694214117005 14.7352324960375 13.4140480330967 18.1894400119495 15.3607815454163 14.9390813501261 16.1681486887485 14.9943468298706 16.9220161391573 19.4848380604999 18.5556392564578
TCGA-AQ-A1H2 3 17.8887926043665 3 5.74220567714289 15.8097225210688 6.80505098598289 10.7701361193922 10.6682335946613 5.39078588549333 14.3874259936949 10.17248263482 10.7529248686836 16.350389713966 9.78700115859677 14.5755438806045 13.9087532975601 11.2614356810765 16.3972476171493 13.1714689145427 12.7930569822664 13.6814044390266 15.904086394897 16.4217538433595 19.985588951069 19.5465378389453
TCGA-A2-A1G6 9.96706809764003 17.3305767572965 12.3425387557127 7.87478415470122 15.9443087515664 3 15.7605328403412 9.51910014420528 11.0365238812823 16.798317838882 13.8394502542469 11.4144703190964 9.93225021610121 12.207887755981 13.2341493448335 16.8922249770436 14.3403972616719 18.6193060989833 15.4505806047402 13.2729630626773 14.9012107647714 13.7007201993102 16.7186154963561 19.4210359002865 18.6142472477604
TCGA-A7-A13H 8.70727581445409 18.564945769955 10.2958227402609 3 14.4436839357963 7.05017271727615 13.6875056248964 12.4110595574707 11.5612369740873 17.2987969644628 11.0036529524726 12.3063459800825 13.4526780351161 11.7277289957726 14.5106595518626 14.9309067029337 14.3975663339267 18.8831136828264 15.9234741641665 14.6025331405949 15.4649878916616 14.5019126563377 17.0677085979988 19.1487092439129 18.4386971042641
