X5473 X6346 X5196 X6366 X6363 X114 X6360 X6358 X111 X3576 X1524 X57580 X196883 X54331 X408 X2791 X8503 X3717 X5590 X207 X6774 X5829 X4790 X5908 X1399 X998 X5566
TCGA-BH-A0BW 9.99450071557706 12.2578466058065 9.24567558241126 16.8031179006803 17.0381821011611 3 7.75134146864372 10.7041333231991 12.5995235539737 15.5089293067925 14.1137527135534 17.6798141527463 13.0430818405631 17.0517217834194 16.5031750074434 15.5990237731636 17.3229257035192 17.4818377872576 16.1420389152396 17.329316385854 21.2581047131757 19.1349917120659 20.1244294832483 16.4621711150121 19.1598674980874 20.658558015139 17.44037667576
TCGA-A1-A0SJ 12.2505058398203 9.3681282551214 3 19.1059557533549 19.2813117926319 7.10504225651548 12.1866207918225 15.0656217326598 15.9665841414674 14.5793896911744 13.7364271639058 20.6190432537959 14.9179564001314 15.9722836219089 21.0019226192288 17.8191533053199 16.9069696267214 16.9560889206436 15.6826077216735 18.5311892274098 19.4228991090704 17.5818103188823 17.7645896941402 18.481111196713 19.4846695781263 21.3092771012199 18.4729307651209
TCGA-A2-A0EY 10.0243328290737 10.87666764347 10.8478406931963 17.0821329210765 18.9714093992576 9.55406642718453 10.7336169224507 13.6157088722772 17.0380979177538 14.2753099018801 14.4736398148822 18.3841420402073 14.2659691945051 15.5107756160785 18.4361767198936 16.5291970970032 16.9441919508511 15.8957190876865 15.4561970824934 19.2309569015164 19.7799349225968 18.2505108563908 17.5411305018323 15.4076818861288 19.030100102825 20.4976186838905 19.3405143620118
TCGA-A8-A07R 3 3 3 14.1353143760772 11.2738426632317 3 7.5794390343769 3 14.7296215277156 13.3455282543329 11.811094043993 15.3457071699715 12.3438106321253 13.5726277544387 15.7886281895934 15.4027789203356 16.9366279223237 15.7385905711544 16.3762011756964 18.0658274149146 20.736432555634 18.4320988710731 16.3726991753877 16.4359338508734 19.7870123810117 21.148523721311 18.5114213698996
TCGA-BH-A18G 3 3 10.2401622810275 10.6245727645329 11.4562977301163 11.8377013413036 8.72828213835821 7.84543518142981 10.6091221824642 16.7692905828396 16.3749397884578 15.7996451981733 12.1085019738147 14.8801094595554 16.2755025844764 16.2541274652617 16.7711849824727 15.5387467982293 16.1834148850123 18.5717770303022 18.6448277322022 18.2207850744285 17.4286071548676 15.5895823071724 18.3560763163167 20.912522624948 18.7224729398465
TCGA-BH-A0BR 10.8904275036533 10.5792814771339 3 17.8453507151278 17.6265408422129 8.59198540090571 10.0241140717463 13.1522002030037 12.7550984642029 15.0398884209689 14.1060416819141 19.5400364787415 14.6803114331797 15.9366566972952 16.7802833899359 17.5574213644184 19.0014146822174 15.9918109555723 16.317339551712 19.7099842218528 20.1055307070654 19.2111620933491 17.8074968435161 16.2580334141761 18.1571150380174 20.9936830807148 19.1137877697081
TCGA-A8-A06N 11.8066643273692 3 9.60232716835793 3 10.8154173754386 3 3 9.17133111966894 18.4229453233658 12.5835623105604 14.6199660662912 19.0576122678108 12.8153765503578 13.6633154403935 18.6724002544395 15.3835463699218 16.3238364013209 15.4052135035906 16.0701183488375 18.0875463279419 19.4797807218663 16.9296534638268 17.425592544642 15.5082079230228 19.8059733484683 20.8758095179843 17.9949407439065
TCGA-AO-A03M 9.64905081758075 9.91892184290396 9.89021212359982 18.9900424381314 19.2417204428227 10.2285724101007 3 12.5933852967455 13.4451754858817 12.2157424569983 15.0852104433686 22.5796544949699 13.6233171950308 15.8963844596216 16.7247181416488 17.1797690678106 17.4533482123208 17.4572944116651 16.9030826412047 19.4720719041049 19.6163537522168 19.4572346615155 17.6600215040103 15.7003896687764 19.4875129084207 21.5063930168774 18.5039129692723
TCGA-A8-A09X 3 11.8330853430441 10.4871029249619 17.5310915778924 18.9182126386816 3 10.9550849214964 13.535635449935 11.8532877891824 13.8526098684497 14.5964995527538 18.250050549164 14.4440487023638 15.9687734526587 16.7036223271693 17.3991199087257 17.3103732544935 16.4933493095314 15.9183765602944 19.5280231809819 19.3158949951703 19.1871005036111 17.987346752036 16.1795523703638 18.8397444338072 20.9747585832718 18.4228210028821
TCGA-E2-A1LS 9.56055472797366 3 9.80157463088506 13.1764862887411 17.2956538061324 3 9.27752211051476 12.9387876685497 10.0104778343124 13.0867522312584 15.2896527065079 15.1324673338971 12.9210252370856 14.543175190137 15.557361330759 17.4944880931193 16.1513140861844 15.2684036078959 15.0174780169867 17.3852820255023 18.9617041210003 17.4787809426002 18.1971308642573 16.0827812892655 19.2647597443856 20.8420045878725 19.0234832816529
TCGA-AC-A5XS 3 3 10.6599485412069 19.1493035883234 20.1310057366091 6.48484964668406 12.2129138394838 15.2112261820057 15.8476539730536 14.454945112527 16.2281243045403 17.7384493328209 15.7417327199179 16.0596114763223 17.9254951457549 18.7644516265209 17.7545293694007 16.2948835635891 15.319312540844 18.6955158887244 19.0470361539109 18.1808898253779 17.8715172129265 15.8730552196997 17.811894494204 20.2702162948183 18.1623153680293
TCGA-AC-A23E 8.81311254452682 3 3 8.45064406183344 12.3698723477591 5.93053066305973 7.5631915172081 11.0592381754317 14.3317943446397 16.5104457588445 18.0840101082706 19.7489867771279 13.2112853956307 16.3287515731181 16.9593854729981 17.5010909681644 17.0623786655485 16.8220240157568 15.0607555584057 18.2925182446935 20.2415521742576 17.528330268056 18.492465703834 16.5039172145969 18.951174132728 21.1093398152091 18.9287430119105
TCGA-A8-A06Y 3 3 3 10.4998075517655 12.9656287949017 3 3 9.90342434479167 11.202888214266 12.2538058822349 13.9460446814719 19.8242278823309 13.4612883342585 13.8549752914049 16.4323407939454 16.6974528665343 17.7557298448163 15.9675210631654 15.045216437122 18.0838241701246 19.7637620183076 19.0645008935666 17.6665459649843 15.7280015808098 18.0089801857735 20.1343750132456 18.4639774039295
TCGA-BH-A0H3 9.82827633507087 11.6763636496295 10.0696987304443 20.074486383709 18.9435034382033 7.41043696017499 10.994240309383 15.4526702799939 14.2964334471033 15.5769959659994 16.7517915657324 17.8398915126061 14.9887472858431 16.6241078100448 17.7885896348343 18.1571181825663 17.9444463297509 16.5694131086472 15.3058979810931 17.9201764837384 20.121199841641 18.1554522553102 18.484774192993 16.2307246179168 18.8046702074184 20.8854298074233 18.7192400644105
TCGA-AR-A2LJ 3 10.5720263972459 10.5432286987815 20.6720053500302 20.5552790184531 3 11.4692020063813 15.2390942055832 15.2919547202074 13.4818517059664 16.6696521133271 20.3839971682212 15.4275004877649 16.2538522684097 19.3872906259803 18.421558944689 18.2930164563181 15.8416867110624 16.4928692848253 18.6888558777186 19.424467130041 18.1882694581915 17.9271259400312 15.381362634014 18.107880102157 20.8804196980243 18.9333520203658
TCGA-A8-A06U 3 9.46134050164286 3 17.2120455867821 17.1921853098305 3 3 9.99107977971871 13.2545484136496 14.3742194462696 14.5402556583345 19.9839351300992 13.7107951921151 14.8357868065591 17.7068844013414 16.3087343765501 17.6916671797441 15.7126193598887 16.2019288064592 18.5108323408477 19.9251430252663 18.9186561632513 17.8005128489524 16.0240368224776 18.8633292037503 20.9581039335807 18.9225029825248
TCGA-D8-A1X6 3 8.91635333832611 3 11.5756842851251 14.4312080951741 3 9.930374286515 11.2896840441216 19.4056995389958 12.0826488214114 19.0535790297155 20.042169116274 13.922307603071 15.3439959327127 18.2042274526912 16.3766470371761 18.7680261357404 15.7689998923208 16.3312519304358 18.4056278844953 19.5114412363259 18.301959195815 18.1723999166241 16.1353790584849 18.8582454320748 20.6700866150636 18.9645080583894
TCGA-A7-A6VY 11.2991255534883 10.8362452565508 3 16.6688602853655 14.7357047152498 7.56050651165988 7.74120179236124 7.83136160601011 11.7349106440002 18.686044211665 12.9600528356615 16.9317932229269 12.7262246295516 14.7757082509365 15.8985543951341 16.4625430040574 17.2435328723051 16.722356459172 16.2239573022691 17.9597956854576 19.1584410128539 18.8211926570912 18.4574357618538 15.9594232047201 18.4443823658102 19.9987179782398 18.9047849830938
TCGA-E2-A15O 9.22430844927085 9.49333121051052 3 15.8904049265987 17.2091082096279 6.29982309498683 9.51927419115839 11.6007313208664 14.0397662589204 15.730634103131 14.4735850472143 19.2672975033937 14.3018935534112 14.4056508290815 16.6219903271031 15.8581120190568 18.4338071834729 17.1267317903555 15.4765835870634 18.444365638932 19.255196914802 18.2044189955191 17.7121044944462 15.6158747137315 18.2407368310638 19.7409939501579 18.6532149578201
TCGA-A2-A0CY 3 3 3 3 9.71251593871116 6.8619272367126 8.56312191577392 8.65475539324436 11.097425792768 20.0627217173531 11.1702652037896 21.4139928801372 13.0105475710051 14.2469059802781 16.7945956724522 17.3817866876986 17.5625845080791 12.7559861085364 15.5416562412933 17.8535004770008 18.9675475959305 18.6872846244547 16.6022142503859 16.0434814930998 18.609303021335 20.9845937352628 19.6713471134332
TCGA-OL-A6VO 3 9.22017005918888 3 15.3400298326927 19.0551318694215 6.96432182902543 7.69861318385858 10.6496005653157 10.550578001254 16.9717411320289 12.1006773646188 15.6245143449403 13.9605254996745 16.4931050511402 16.1255188276734 16.2384749551619 16.9014910574795 16.8257756414211 16.246397571948 18.2666512392227 21.1083927074179 16.8154654890606 17.2640149811808 15.0221670806966 18.5199480433202 20.9304623143099 18.1212746865394
TCGA-A2-A0CL 10.0164213303592 11.2822223309217 9.26747918814635 20.0921630345135 21.5439247903338 6.1217561373363 9.32195914144977 13.4998975220753 16.3312452523855 13.8445968854571 15.2700559447713 18.9441626589756 15.4416915761226 17.1012581174399 17.9698156549136 17.7828034090835 16.8624939817736 17.2476837422892 15.2034483946225 18.0467440617715 19.6414640593177 18.7816604384034 18.5838141273621 16.2070543355124 18.7771573159487 20.6490138333588 18.4441684143115
TCGA-AR-A0TQ 3 9.91780417456822 3 18.0498391891599 19.6095759481822 9.58900184484269 10.5248717103155 13.0713405594432 18.3946999746703 14.4242162250472 13.6114597131099 21.5208156310619 14.7744960195787 16.0452383448183 17.3399995594582 17.0442163587789 17.3938696707535 16.0683707031362 15.6691374450871 19.0392682921445 18.6223434853902 19.5688070618119 17.6230189300335 15.8688607359559 18.8769249373176 20.6393680035503 18.2678087564678
TCGA-E2-A573 12.9381773536187 10.5165131145109 9.49573709430218 19.8176139131143 19.663203322031 6.32805141719669 3 10.0543276394304 11.7959336086137 16.1408561353806 14.6707551999123 17.7045916601934 14.5480859973649 15.8104710657447 15.5155886785862 17.2259927620981 17.4539269825157 16.9533687546023 15.8951329119774 18.4749845327262 19.6276313064694 17.938938508076 17.1587778970305 15.6818948134316 18.1994612552401 20.7932650791447 18.5281322944382
TCGA-A2-A0CW 3 9.02493096834539 3 15.3718069747156 17.477627724277 3 7.50868254370125 10.9356449675492 17.6029678463056 11.5883550227712 13.0216456024736 20.4632031858507 13.6317543412549 14.2670144641222 18.0266508837077 16.1994027439189 17.1398768366084 15.6037280658413 15.6445973477688 18.427225448273 18.6233931820872 18.8936197454892 17.4254277443154 15.1513211552153 18.4785051792098 20.0973579292257 18.3013220307418
TCGA-AC-A3EH 3 3 3 18.4334215925271 14.3047656055168 9.3125050199229 8.7721083307234 11.6499657955172 18.6229248514066 12.4091496692268 16.7265861776859 18.0373297795996 13.7654797352106 14.9110822713652 16.5078190644812 16.4564564999283 17.4152215581469 15.6735213348276 16.2381634370929 18.6432625518494 20.3588681336562 18.8748075872635 17.5046901377718 15.9131188994475 18.9849010193107 19.7622220279 19.5091956568429
TCGA-A2-A3XX 9.0092436979092 9.27773150296424 9.24915699952773 18.0409293460574 19.2374045941254 12.0996876806679 9.30362796608565 11.9260875957945 15.4685612658706 13.5851787233941 13.1576391701711 18.594549630186 15.7136624537832 14.7722817467455 15.1522939237256 16.7924811261385 17.3849275402235 15.3390912104508 15.9319963103413 18.4555181050168 19.3020778348623 17.3714584889037 17.6291729268697 15.1728458598459 18.4104551427059 20.5447161187265 17.9034920319361
TCGA-AO-A1KQ 10.4818654904531 9.75949576333118 3 19.0681844358078 18.8132574980383 8.44767438500349 11.0003872536925 12.6750212832361 10.4922566134228 14.4915567257153 13.406381551824 20.0035617085099 14.2957416742637 15.4941266816725 16.7415125360182 17.887447709769 16.5634463738192 16.5677859671185 15.3146412979731 18.1454749273546 19.3150088994427 18.0568177099776 16.6332958402435 16.0100618232622 18.3534732948246 20.3750215550077 18.7693786328085
TCGA-BH-A0HN 3 3 3 11.5363594028605 12.7840839305477 6.64145401190871 8.33041398137289 11.1999252496078 17.1051434270427 10.5042039398978 17.7443556233616 18.8037615083396 13.7291791654178 13.7990241951255 17.0946832792875 15.4799387011651 17.4362158358674 15.6201662868768 16.3287351330711 19.0626981393672 18.7494453864628 18.1664468993409 18.0491290275703 14.4698087466589 18.3450909662527 20.4506761285252 19.4761093887164
TCGA-AR-A1AR 11.4793795613767 10.7543747067188 8.74586413832014 15.3151184957659 20.8147981217846 7.08817332465661 11.001940589657 13.4332882478189 12.8378555470621 17.8194870654953 15.430075823295 17.3195765177932 14.2537010580708 16.8779673432568 16.4484749345512 17.3474698379533 18.425875509565 17.0446499554815 14.7800391257764 17.6052886195826 19.6120918080945 17.3902155828774 18.9529974826194 16.229765198965 18.8542776183458 21.3301153764817 18.9522142566076
TCGA-AO-A0JD 9.12981530488301 3 3 15.5075469519211 18.677370940843 3 3 11.3799989131422 14.1237627368865 17.4856698990313 14.104591679534 19.5898048279612 12.8044861659564 14.6421987285722 15.9448990628771 16.2855147491264 17.2274771150798 16.4415887814265 15.6654643749923 19.3483035963282 18.9905753635546 17.9175252176947 17.5328186414026 16.3803105552111 18.5761885870435 21.0312941321423 18.9020681094902
TCGA-A7-A0CG 14.377609884758 3 12.1823749641668 18.9127658610312 20.8648219062882 3 11.6536967565062 15.3795200936026 16.3032308865505 12.7470050763465 17.4028842798068 19.1415041803083 14.8814328984315 16.9648534870621 17.8835617651724 18.012736920245 17.8303744196356 17.1092675796526 15.5502065896606 18.5175333646902 19.3578422112344 17.9363519325166 18.4529868936862 16.1875730137696 18.7076274118424 21.0541740025224 18.4738667904532
TCGA-A2-A0T4 12.0680413362099 10.759408098361 10.730591682832 16.5199525226907 19.6561999192521 3 10.5237924329263 15.391110559067 14.2139112599284 12.9001447480713 16.9030593242792 19.0047044032249 15.2746812971366 17.178019459854 16.6544131404902 18.849290729902 17.2301564826369 16.1710840728561 14.6750524797679 18.4394255371682 19.7131784299373 18.1658325046167 18.072073487084 16.1350144668912 18.4826327085717 20.7014038616473 18.8292338610481
TCGA-B6-A400 18.7804078141347 15.6002360898947 9.9679133298718 19.4819256910231 17.7248867023289 8.49315540929047 7.49213801792807 10.1155175446174 12.7033244016829 18.219941664653 13.1547735438573 17.640635599093 14.288969764369 15.8709748499503 15.7085454556045 16.57065041657 15.2489289033795 15.8468839672524 15.9696348074521 17.6583881961427 19.2552040692684 17.9963226657205 17.7320214607677 15.7074568619303 18.7532134893263 20.3337896789481 18.6131557552085
TCGA-E2-A576 10.4581771640604 9.73589475452138 3 18.2272424127496 18.8672206658026 3 10.7552201987515 12.7823164820339 13.0467259820726 12.6893713961291 13.8912688772097 19.4042832094177 15.8382999071511 14.8590768067229 17.6554405882427 18.1758079222679 17.9607068532711 14.7627370674385 15.8455208630653 18.5502138187414 18.6536673156958 18.4679415592152 16.6459115383444 15.0091958387907 18.0694175452248 20.0368980262468 17.8491698775314
TCGA-BH-A0WA 11.2910126670344 10.2463504185425 3 19.7825049084408 15.5029598227599 7.95230084196111 7.73336813196674 7.82350946180481 13.9016742377439 16.3397873020155 13.8012481450098 17.1788969470036 13.8912785646576 15.7717031838675 15.4316020204201 16.463766200763 17.1304389578441 15.6203480013774 16.4644227382483 18.0982003744661 19.8536459860513 18.7292096473877 17.5506083541065 15.9919890263884 19.5820636667652 20.6970299984215 18.7608797867333
TCGA-A1-A0SN 9.90518169243813 9.18540163950952 9.15685204013131 17.7496094470779 18.0067866326457 6.02295120314648 8.63601638404018 11.7037245466086 17.3160574171597 14.0949018475872 15.161604981316 18.5668611549873 14.1691934749709 16.0657439725075 16.8802249117702 16.786724032231 17.451730637664 16.0282746878041 15.6275370776347 18.979392278666 19.0799313428564 19.4181660711707 17.7587510432211 16.1737908265974 18.2281868784814 20.6940996356762 18.5144760967853
TCGA-A2-A0T3 8.84160168303783 3 9.08108542171108 17.7386464749313 17.3329448530704 5.95575978016336 13.7594879517916 13.4698950958058 12.9324848451623 15.4781743263811 14.4401646456775 18.8264275137034 16.0190830437758 14.8976894423553 16.7340538935033 17.2824247929245 15.0439470916533 17.2287274614205 15.9455323905222 18.2071024168977 20.0562382751733 17.1512171042486 18.4963641156716 15.6417109170986 19.4359103089128 21.0082414867163 18.4962927130006
