X7200 X2925 X2864 X185 X6869 X846 X2867 X2151 X147 X146 X10125 X3357 X1910 X1902 X2149 X54331 X2791 X6196 X8503 X351 X6915 X10161 X6195 X10287
TCGA-E2-A15J 9.16804417190836 14.9657495056804 7.40801153354745 18.4603607479733 10.7305227810064 6.27213767506812 11.7684943408291 14.6399486583809 12.2113590668035 9.6658957426337 11.3009538787009 10.9702885716685 14.3763186242159 17.4963699940666 16.9049464984517 14.2877945183734 15.6536476640317 16.2250000880152 18.1480861108403 21.8078922747815 14.15320058484 17.3432631008005 18.3808626461566 17.4034455771448
TCGA-BH-A0BW 8.54632187811261 12.507483845449 8.3270350701744 10.5161568415123 13.231740459023 7.15035389927712 12.0420872202784 16.0546941792952 12.3478011177865 8.06271729568183 17.3200117100898 12.9770875731762 16.9942602699178 17.3040787084512 17.7805198818299 17.0517217834194 15.5990237731636 14.0639920186181 17.3229257035192 23.3324932068115 12.8262865486457 17.7175951550453 18.2578293786463 17.6097277805466
TCGA-A1-A0SJ 13.0709565033196 13.454755534961 8.41980954228912 15.7269176519507 14.4009098006583 6.31461805631413 15.3734749006421 18.1811582062326 13.7283852997979 10.1243378822087 17.12127477977 13.2094462211652 17.892192360306 17.0369237762199 19.2895941291452 15.9722836219089 17.8191533053199 17.4222568246115 16.9069696267214 23.1089707287237 13.757099892762 16.5197559833894 17.0778013311643 18.7969880128415
TCGA-A2-A0EY 11.2503654236303 11.832465223585 11.1332079593651 12.4055189321065 14.845960085347 6.25628256267067 18.4930228021462 16.5197419027295 12.319017592595 10.6411651242329 15.4566551479612 13.9017777925214 14.3279432735076 15.7116057910179 18.2224696232333 15.5107756160785 16.5291970970032 17.2339014244139 16.9441919508511 21.0958759574007 13.3704254205476 17.0300930535972 17.72485931993 16.9686865970341
TCGA-A8-A07R 9.35390258666476 12.129809859327 3 10.9870690861852 15.9702010476316 3 12.5759759069836 15.1463546165425 18.220643958723 9.85247172000379 14.9316362331033 12.3644836875304 13.9078763247317 16.3568558794686 17.1823616583709 13.5726277544387 15.4027789203356 15.240222635053 16.9366279223237 21.6478544850968 13.9265865719023 15.1070636192817 17.8129590262148 17.3796927110972
TCGA-BH-A18G 3 10.5630047718154 3 13.3784600073062 3 3 3 14.065943618944 15.2759268578976 11.9327890357226 16.7469628323045 11.7985258010412 14.5175885663533 17.5633752625034 17.1072138167711 14.8801094595554 16.2541274652617 14.437838965208 16.7711849824727 22.7258147608319 13.9763054172586 17.588708258032 17.2695389613876 17.6853293274439
TCGA-BH-A0BR 3 12.5133655674576 7.66489357672406 14.1158114822597 13.7209566823617 3 13.9978294931023 17.2891536537603 11.4814328131153 10.8010369955301 14.0345239718218 14.6928591262785 14.8991937838801 17.2288673549347 19.6902029528658 15.9366566972952 17.5574213644184 17.5932526488793 19.0014146822174 22.5154581837953 14.637805065654 16.6405919491812 18.5575414925017 17.8177472005063
TCGA-A8-A06N 14.8363764905033 16.2432349384556 11.7840645949872 22.0906012176172 8.65078434093556 3 16.3033941035393 10.7328884565426 15.5666578968737 8.98763696012399 14.8259674835712 12.9229700891325 15.4576443994552 14.8237744901095 17.9823889091639 13.6633154403935 15.3835463699218 14.0318612542869 16.3238364013209 21.6399690206221 13.771349915164 15.6824044688928 16.145734704516 15.9924266475118
TCGA-AO-A03M 8.20619531517566 16.7990566018135 3 12.6579285562064 13.8980247426057 6.82384806968438 14.5709895197012 18.5992721213978 15.1863902677798 11.7611454447762 15.2134792799099 12.7922437875818 14.8109003169639 16.6394595773746 18.9157502258793 15.8963844596216 17.1797690678106 16.898299515365 17.4533482123208 21.3827072319951 13.8983779359743 16.7151227327575 17.7076176098702 18.4592680695893
TCGA-A8-A09X 9.78079759997817 13.3898445129037 7.60373220355738 11.9105988751752 12.8685971211064 9.14709149997999 13.1411252493254 16.5247407770173 13.6555657881681 10.0893823147139 15.301192752492 14.3127892515803 14.893682240357 15.4803101418915 18.4829682685267 15.9687734526587 17.3991199087257 17.0890338371177 17.3103732544935 21.3087544053636 14.5557254458251 17.1131883836043 17.609076643507 18.0399836818489
