X727897 X8858 X9245 X80031 X6480 X2159 X22901 X4124 X84752 X2683 X10905 X79001 X4249 X811 X1725 X3703 X9761 X4351 X85365 X23193 X22872
TCGA-AN-A0XO 10.1400133399028 11.3138069590284 8.88988484247463 15.3357246058135 19.0445674638352 13.8730940258244 16.2795429198359 16.5040123746575 16.537856400182 20.8961495459321 17.1908170529953 18.5491652248614 18.3693633962149 22.7840112132092 18.1488447372954 19.484784947798 19.951835732254 16.7730831013311 18.0946404465277 21.2932213667179 19.4832140906525
TCGA-AC-A3W7 18.7700727238589 13.098679349789 8.72168724763688 14.4816848996755 17.3323829087978 15.2497848259352 16.2792844959622 16.8577960319873 16.9554177743135 20.4242618956965 16.7518217867943 17.9830719148306 17.299624053167 22.5866064306393 18.7662903906417 18.7839520386292 19.2815299189383 16.2394816005346 17.7350876349882 21.0990689043004 19.121475657944
TCGA-BH-A0H5 16.6691965311727 10.19273042691 9.72348723685008 14.4688603537211 18.9588164705697 15.0477970547275 15.8436542998356 17.4898805711127 16.4323187807218 20.0306609688601 17.7077152603768 17.6344346434481 18.1919208035136 22.6308357060239 18.2146705419292 19.0209070507898 19.5738907033253 16.6072718383427 18.3983175073368 20.8840949693358 19.0797387200735
TCGA-C8-A1HL 19.4894434276058 12.483759534213 9.26206465906201 13.7204137367895 15.6851511894823 12.1448075649343 17.7974992059384 17.0500054346969 15.5112429320614 19.7681580028071 17.105609782998 19.1296698695101 16.9995019629849 22.8002025785589 18.2588224477763 19.1002006268436 19.1668312357233 16.6020351284438 18.694761663485 20.3470300247425 19.6043678199672
TCGA-A2-A0YF 18.6896562479297 13.2891374272081 10.1574302490253 13.6110952317834 16.8174936710052 13.0153089033423 16.9915772838204 18.5880771320632 15.6954935095741 23.0505486572932 18.3057985067399 18.4711393408375 17.636635230794 22.4662339828297 18.2526259142783 19.0999521191893 19.4352403139769 16.3151425705403 19.0774797601393 21.1883992753317 20.0328178323515
TCGA-E2-A15J 14.5687238885723 11.3997717505556 11.6106225317869 12.0958042365844 18.0018412227007 11.8985688421833 17.8465903418078 16.186650553273 15.7203245439915 22.3516721090942 17.4933850848867 18.2941834139656 17.8437347007581 22.1847773278456 18.7392306929769 19.7489048900143 20.6087448036294 16.669381512739 18.442878958741 21.2159493920746 19.371892850436
TCGA-BH-A0BW 18.3194922250032 8.78909806322176 10.6693624957524 12.9652327612656 18.9457215208004 11.2675069746735 12.8145616338483 16.983822403365 18.1221303786169 20.0906434885084 18.5274727584624 17.6332394994145 18.5252509138467 23.2247241230566 16.9240295134652 19.8686277461084 19.4297683635242 15.7255412498444 18.3001817393971 21.5838841290459 20.6441861392714
TCGA-A1-A0SJ 12.4181791004476 7.90675142118213 10.4923423164301 13.1489375673918 17.4324069950809 14.0167938220809 16.4417389085719 17.7710880043403 17.2543850024693 20.1956924771142 17.5976306136633 18.419045024418 17.6148513233783 22.1341699582346 18.5847824598244 19.3874720398119 18.836312437493 16.2873735717606 17.5797627851728 21.626235242631 19.5319889021736
TCGA-A2-A0EY 17.7223867527086 12.4952743413408 11.0492525018533 12.2541553757617 19.0338023770441 14.2476728521055 16.3843295484362 15.5157432004544 16.1064343665284 22.1831922195964 16.7724499795042 18.1084804290582 17.8454278598673 23.211691752989 18.6883390901719 19.9108906707454 20.1175404778649 16.1041621380443 17.6071525001221 21.7181507201807 18.7555674129567
TCGA-A8-A07R 16.2082010750506 9.59877173083838 8.65425265695242 11.3766812887008 18.2289379487981 13.6697068039214 13.1867771765767 16.1971152642738 15.0381504271409 21.5478669535275 16.7428981902382 18.7637008107397 16.9351817507698 23.2002969001346 17.5581665275484 20.3265647426589 19.1699790113734 16.9012979963973 17.7679327571454 21.8442026955397 18.6371417250088
TCGA-BH-A18G 16.6704875927878 10.3605877425704 18.3324150899093 11.3170190917441 16.456612251613 14.0489096912664 14.9286152235663 16.4436219737438 17.4161698804846 20.7885113135877 17.1325955945832 19.6651044440338 16.8404175107113 23.290329539349 18.8703107639499 19.7162407936332 19.067290733762 16.8973953423404 18.8929735800211 21.0378956945521 18.2717113911322
TCGA-BH-A0BR 11.1731738792575 11.084324076898 8.95136720992119 13.2425296083232 19.7087682264666 13.7091925781763 14.8308712367565 17.1058407725225 18.7221394981462 21.4553139635182 17.7216593434595 18.4976099739201 18.1742164054538 24.3135357428331 17.8349217531132 19.1582666358875 20.8669856826772 15.6879631538246 18.2768925792977 22.1952333817479 19.5562939201058
TCGA-A8-A06N 7.51483024407479 8.16443320926807 9.35282764216112 10.4147476650392 15.1340195635715 10.5383551618383 18.1950436380057 16.2164895011009 12.5842042860188 17.3051097942736 17.0935922250425 17.7898550500396 17.3326248036665 22.0464256057909 19.2234809700934 18.2642123070962 20.28112524279 17.1280639333918 18.2530416277926 20.7208891617568 19.0589752006831
TCGA-AO-A03M 14.253806234249 10.879800200513 8.48824222583266 12.4387925758199 17.4944556175798 12.8700180773869 16.1167844853772 16.5885403446277 17.7002652653469 20.6474907789213 17.90221790953 17.910859823924 17.5262785027165 22.9101785216794 17.574060166662 18.9866204259236 19.5742684231734 16.3609383069246 17.9137515364651 21.3278838242342 19.5292257569964
TCGA-A8-A09X 14.4404900897799 12.0180564827196 7.69840669610067 14.0976506666096 18.5561741531286 14.1158829991359 14.098785090023 17.793252428954 15.7772352310186 20.8264137790938 17.4200715213978 18.1937556774586 16.819790055661 22.8822225252324 17.7337230313072 19.6981782697336 20.8442230813166 16.1250043888325 18.6930840900226 21.4063844014955 19.4640792729697
TCGA-E2-A1LS 16.9907855681458 11.4987343908012 10.8321002824024 12.6932572238195 16.5799192665819 12.0754684588141 13.8969279602602 15.1889631105204 17.5460659993783 19.977439929434 22.2989638129187 19.9647683923331 18.927451583428 23.2550281234902 17.8320595051434 19.4807998183774 20.2182471580169 15.6568663251677 19.5264564616679 20.7061067476229 20.734153841824
TCGA-AC-A5XS 13.4907049930578 14.4933107053576 12.7713482471084 12.3691491293741 17.1324482044034 15.4035901139959 16.067051319372 16.7309369391116 15.6003333192546 20.6637913977558 17.6716480972063 19.4942837029429 16.900350029996 22.9214823992995 18.7384786572674 18.9988687315616 19.7727483070561 16.751070805981 18.6467445527556 20.6262220029269 18.3563505532033
TCGA-AC-A23E 17.6907691575871 10.7435212838662 10.0785022078364 14.3042288629113 17.6519118531733 14.324847781225 16.2867981616852 17.9109741135354 17.3143701558944 20.9374815658955 17.769368083588 19.1360083715255 18.29472794652 23.0308628488537 18.1936944735876 19.8076919892071 20.1675282189456 16.3658339302881 18.8159484674944 21.3609887587183 20.0095272217773
TCGA-A8-A06Y 13.1619635448445 12.8129207486252 9.11884697476716 13.1962820866287 17.0532715567914 11.3682049087335 16.8717632987201 18.9212724303915 16.6299881727143 19.7034080620079 16.8883501673635 18.334571310444 17.2758011531723 23.3766711055612 18.6270650687698 20.1486350680289 21.1427356305456 15.9684660831663 19.4406737275657 21.3934448468797 19.525866880017
TCGA-BH-A0H3 11.2173515601929 10.4110079935828 9.81941520545332 15.3852149856957 18.6177978937833 14.934772342049 17.2706487722154 18.3141123601439 16.6482534270445 20.6953419117048 18.1650735021326 18.3947403943727 17.9941547931937 22.3688792119504 17.8768846890254 19.6303408167227 20.5861353005268 16.6301809861658 18.4613035546365 21.2568381278385 19.5469011744297
TCGA-AR-A2LJ 11.5138337294352 12.244011638978 8.72569955848689 13.7720041881473 17.1480602228172 16.5803006456098 15.9819520900252 16.0014441452873 16.9813740099969 19.8139518872687 16.2562721737025 19.572094376548 17.2247050646842 23.046439555166 19.1002353778671 18.4374233817436 20.1270211793731 17.1252338307908 17.9516195814627 20.6448016120377 18.6504532602852
TCGA-A8-A06U 10.0672284998002 9.55256925834499 10.6447464800991 12.3211102983764 16.4365253580885 11.3634815261251 16.6074733439307 17.1806776721951 16.863543614635 19.8590037498305 17.8211983145208 18.0795770986785 17.3852257096566 22.97933700789 18.5379606021434 18.8861134591678 19.8577546179508 16.8458799011799 19.1701290000317 21.2966377663898 19.5428696795695
TCGA-D8-A1X6 4.53137878423187 9.41653500179399 8.78930805887729 16.6201098724052 16.4224220536951 12.7592418957294 16.8220861224993 16.3429504989576 15.0096517678435 21.4228561984324 17.2886789957152 18.8486831500228 17.2056078222418 21.8836421671707 19.0240980557211 19.0085398241578 20.6782949722901 16.8765628580094 17.9558209256913 20.7368423928625 18.7992078334868
TCGA-A7-A6VY 16.0060111148349 9.35493353176831 10.5563175358938 11.3726534393049 18.0803941103647 13.0609916501076 14.5409772400258 16.4687528725357 16.9638207096727 20.2120185342964 16.5863615364213 18.8991237397438 18.0602303093976 24.2774743825551 18.7073566507513 18.8298450502205 19.9096914378463 15.781295934886 18.4529898748444 21.7239435163691 19.3535662671243
TCGA-E2-A15O 16.3919379999797 12.6301867011109 8.64020057993568 12.180364046977 16.5945188163373 13.9771266588525 15.8232487348002 16.7254613876163 15.3516135858853 19.4560885542053 16.6958652211301 18.509691520709 17.3605268843374 22.0181490852828 18.8173875118828 19.2062346176839 19.7538819145723 16.2604249072412 18.4627080053292 20.3224075312328 19.6287548635979
TCGA-A2-A0CY 19.878492246933 12.0604279320185 13.8979439282446 11.9124916270536 17.4040863423846 13.7715913233835 16.3833777965122 16.4907904858294 16.1302055400629 20.3790948503502 16.580382701244 19.8581861070233 18.1394656625476 23.6484691513854 17.5167343842947 19.5896283636526 20.2530283175851 16.6925732223466 17.8091752201775 21.7152001801797 19.3759324746362
TCGA-OL-A6VO 16.6349277531145 10.0408941481328 18.4088365540119 16.3713290654904 14.517705843444 13.6351892045185 14.5261241951758 15.7843884893967 15.8189341108745 20.38976822057 17.1284709411346 18.803141839928 16.9306474525106 22.692706935199 18.2849078875734 18.7529602746808 18.3599552367575 16.5455991699234 17.6490084774313 20.7928802377486 18.8087425812683
TCGA-A2-A0CL 13.7968384374648 11.4893211660098 7.47758734550293 13.5844501615716 18.4362039779049 13.9998603868052 15.5897647886994 16.6875822023107 16.1164781529802 20.0473654107674 17.5359545981021 17.7809550795704 18.1312398294256 22.5918730801095 18.5051883821335 18.5504683337479 19.4179320527448 15.865616859134 17.8848470331869 20.5477363983598 18.5824388074001
TCGA-AR-A0TQ 20.3016305405066 8.44657070764371 7.82823938442867 13.1406224319016 16.8745216758095 13.3405300958834 16.3827465607978 17.016437862541 17.0166044369518 20.527577299825 17.1947608245113 17.9248392791864 17.7888929499426 23.0598389512927 18.4153792093526 19.9932518313015 19.8919384760447 16.9001024543563 18.6378355921562 21.6169272199133 19.1131651191281
TCGA-E2-A573 18.4703106092138 12.3400489522802 12.7029894474705 11.7454988070921 18.7505169002601 12.3760956992919 14.5209909518707 15.7683132365328 16.8299469720931 20.4088579651475 16.6966737911765 18.3435342104218 17.2220457456644 23.993195942814 18.4504487817482 19.6611896959502 18.9320878295041 15.5034147099479 17.6523197176677 20.6014114699838 18.3024853891956
TCGA-A2-A0CW 17.5486474125322 12.1562707536038 10.1465728619304 11.9329759486903 17.6537053421654 12.8940927546728 16.5560577141162 17.7159960910589 16.0964142928191 20.3310931818421 16.2218756263775 18.1012769583109 17.3663798628668 23.3701658540908 18.3180125553057 19.6201185885063 19.2801834369873 16.4030879066942 18.2989006810768 21.8907904352877 19.2208045203995
TCGA-AC-A3EH 8.36619714114541 10.9870982635777 7.50301773760637 13.0809427283779 17.9228874706033 15.8234764374433 16.5244633378254 16.5060592453601 16.8552252853526 20.4845160903947 16.9748917898727 18.5202489210233 17.1675456217026 22.6197228584336 18.9462397045537 19.1948054817545 20.1945036880056 17.5593235251542 17.7992873836317 21.293441296056 19.1041425267342
TCGA-A2-A3XX 17.0600691772735 10.9420998769921 8.83333202480599 12.2529308503901 17.5921918113968 12.5536686768297 14.2224592247039 15.6145596250873 16.3656040886685 19.484585076097 16.1948334035044 18.8917379430266 17.9674288621074 23.1357377028483 17.7759783384967 19.0043748131432 19.0691750059585 16.1530341675489 17.5062416040508 20.7895999705956 18.8423258423141
TCGA-AO-A1KQ 17.7331287312856 11.2581189401554 9.12311027099795 11.6770652198151 15.1970446441753 12.8842581817081 16.2575771112401 16.6251847841107 15.8591240575281 20.0537238771481 16.4924545533279 18.6879479075587 17.0741050027082 22.7813393464764 19.3245442997277 18.8997264686048 18.7909734304738 16.8077194216146 17.7076980150983 20.8212277504728 18.6916491801095
TCGA-BH-A0HN 10.6147293826742 14.4050428976317 11.3130588504338 14.9091625238869 17.6864471471905 13.1833349197067 16.2612009989387 14.1006685030643 15.3270875484769 19.8643057995899 16.1833414977212 19.225265943081 16.9043504761672 22.7818626386863 19.9391241010511 18.3878215046613 20.1519442373833 17.3910615519743 18.9407768918634 20.0867720633975 18.8209189102137
TCGA-AR-A1AR 11.00870239991 9.27372628584606 8.49865873482317 13.6361097632462 17.460372202123 12.1837548838793 14.3194137578322 17.4235716739685 16.3953624974692 20.4799455680516 18.5456513749762 19.4705673213243 17.8433137740715 22.7117642502346 17.527037648209 19.808029339218 19.5089704198805 15.3022077224025 18.6968296296116 21.2821311767301 20.5457774021318
TCGA-AO-A0JD 10.7367118478738 8.91283815505705 11.7409303177033 13.0207113736023 15.1021346320967 12.9751366515978 16.1320309648856 17.5777979076739 14.4386660647648 20.4139111956071 18.2611911472888 18.2550782457095 16.4003210831134 23.3761818820276 18.2381705282953 19.5519587646071 20.5480205215294 16.9332454835092 17.749674459531 21.4543900040076 18.7926946318908
TCGA-A7-A0CG 20.0857433941937 10.5017117316617 8.97342094649655 15.2723499138457 18.3575870888896 15.5739592182577 16.1983169347973 17.492856371278 17.0722971212924 21.3549862526309 17.7666014126844 18.3225650974751 17.9515615635021 22.4538499409231 17.7324381111906 19.6327865327642 20.0416745194223 16.6145419659719 18.537554574675 21.5260565830617 19.8243013249229
TCGA-A2-A0T4 8.27647006938564 12.1694134600304 8.65242345398434 14.6066145610895 16.8558185525602 15.6850955694624 16.8952621605403 17.3811950584026 17.6504192755112 20.3191956887865 16.9671943931961 18.8456921408426 17.2379115419444 22.447483749534 18.60457476418 18.7544781771543 19.1956848233773 16.3299327288878 18.5719540022186 20.60739370385 19.4407406907342
TCGA-B6-A400 17.6606377133679 12.3527637922413 9.7177796354678 15.2270501549065 16.3520187311268 15.6723245609983 14.2912768994573 16.0954636385862 16.7262431909439 20.8082313184613 16.6025694230534 18.6292707222994 17.8307603195489 23.0906469208893 18.2401382060336 18.3080675431747 18.3100123576907 16.454202159936 17.9102229032452 21.4981358697313 19.2874062744038
TCGA-E2-A576 10.5117037408629 10.8209331529512 9.28964509785491 12.0004564790331 16.8165293457558 14.6369687600542 17.0079818870746 15.5277825483033 14.9840778440035 19.1754911922042 16.3169192662824 19.7375170285784 17.6947040573368 22.5512477136507 19.2542712803042 18.192528478189 19.8683717623198 16.1404953166836 18.1507915462238 20.7896670049259 17.8012834213003
TCGA-BH-A0WA 17.8602313252021 11.333539603272 7.83698759912713 13.4871687672313 18.7823126027216 13.128079557389 14.4124457941358 16.6001714963422 16.7450701420213 20.5261541543681 17.6651109468007 19.416011476007 18.4958951738811 23.4401121060731 17.6009210548855 19.8457936387487 19.8126274168779 16.5595946757201 18.5092327496051 22.0833289183453 19.5670560027918
TCGA-A1-A0SN 19.6589210651648 13.531677155961 9.05797589156279 14.3754370586049 16.8368728703814 13.4956977451472 18.5913269950307 18.594679067568 16.8203738931386 20.8096900676513 17.5051554469766 18.0366190175987 17.3850173547919 23.2646024559651 18.2475664690724 19.5950824877548 20.5351374637629 16.6915247327541 18.593510488791 22.025429930348 19.5873732478511
TCGA-A2-A0T3 12.6943324912402 11.0606935494422 11.0005530329884 13.420554385281 17.0366167421046 13.1846003263787 16.6330143423224 16.6566405285715 18.0575048690573 21.417696743133 17.2329206499877 18.028826983438 17.6714816818529 22.3800977266263 18.272393911088 19.0867858210087 19.2491522317507 15.9458009215711 18.9360266681241 21.4542050379753 20.2625355353239
TCGA-BH-A0AZ 16.6014469862599 17.4691513732285 10.547089562539 15.6185470177026 16.9902978856388 16.4814132828212 16.9637439169774 17.3838293369298 17.9516427891102 20.6457977912439 17.683400123552 18.9011836802924 17.3436295573738 22.6606477127727 18.455132463804 19.1459103993298 19.1060455010296 16.7461122640619 18.855100223165 21.1809116454603 20.4368506218174
TCGA-A7-A4SE 14.5905894765784 13.2475675560659 9.13858770113795 13.5149610284779 16.8982324755704 14.591921989383 14.9883950660941 15.9997829519501 17.382168088722 20.6631577621256 17.3173754762206 18.6100482010152 17.9249478325729 22.5735788171115 18.7034583528953 18.7729463791294 19.001379617947 15.3499390230979 18.1197818289109 21.3887879707207 19.3431122294192
TCGA-AQ-A1H2 11.0721847874664 12.1053383832686 7.76531372331813 15.5969417020012 17.2368765954327 13.1159651990342 16.3021126586311 18.2326213216851 17.4232048150247 20.3162427756146 18.0826539077591 18.7458511741593 17.4242515180185 22.2993856832934 18.6192291934532 18.6486117610579 20.1263871341932 17.2440300445052 18.6264231603768 21.7041903858839 19.2366583050071
TCGA-A2-A1G6 11.5534008337122 12.058945480345 8.07092956533002 16.9124322094053 17.9402881652919 15.0711953193099 15.8407554259538 16.7205111705142 16.6141618507343 19.8149279967049 17.5107368273935 18.2171245869075 17.8991628444844 21.8091498615086 18.0880479315242 19.2477590840584 19.6475148035183 16.6564905201066 18.6024724594413 20.7841652826584 18.9915737965496
TCGA-A7-A13H 13.5033897837609 11.8612507391433 10.4150912152957 13.7536568575043 17.1311100282887 15.1927237798073 16.7995132135749 16.5035713915449 16.3218978332332 20.0111870589855 16.9812688392085 18.2891940778285 17.494251356619 22.4828192796744 18.5689606763954 18.0012690278573 19.293725746841 16.0961811907243 17.9920775000649 20.9524014403011 18.8144238126624
TCGA-B6-A0IP 11.9487184263299 11.9417544620931 8.08487363068461 14.3166938280962 17.160835484607 14.537841648617 17.2089429343764 16.2779290248565 15.9910401918438 20.1906141135974 17.278994196041 18.6738229603843 17.8590099019525 22.5481385353295 18.4441802269587 19.6845513866564 20.2406688062947 16.5119688004405 17.7535971691332 21.1284759781594 19.3271166991018
TCGA-A2-A0CZ 12.3481243251969 12.7911361101809 8.28357535554567 15.2359384753096 17.3704957335304 15.122769235711 16.6560511799998 16.7973930786406 17.9003202659496 20.5366074265362 17.3988259303833 19.0315559281121 17.4267276253216 23.1593662566057 18.9248635614077 19.2250059301388 19.3782683209221 17.3477764108035 18.315488853657 21.3299328301076 19.7737076157671
TCGA-AR-A2LK 11.4728408454531 12.1695605757767 9.16984659148856 12.9899424239868 16.6951212908317 13.21428524664 16.9855849082334 18.9768155993321 16.1054325755602 19.5354304935337 17.3692092566309 18.5363559114466 17.8163124374693 22.2134956582229 18.21674260725 19.0285028221487 19.8086985141079 16.4024294259053 17.8185805337407 20.7215150654531 19.3115039528963
TCGA-A8-A06R 12.3757770649201 12.0992268258001 9.36718968148014 13.4073699603237 18.0872650447207 13.8572878345713 14.4089957517675 16.7239202038089 16.864033450712 19.6307292896512 16.8322130635268 18.7102906476729 17.627215807113 23.0725753836992 18.8614202049901 19.0975409151876 19.7232788479721 15.6055771868101 17.8886872264643 20.937699163158 19.1815228335734
TCGA-AC-A3YJ 8.31800831529864 15.1855901382795 9.36179525373014 18.3682379604368 17.3992722673964 13.5585306543883 16.4358783580174 16.8197635199541 16.9884845791866 18.545666129753 16.6654254762072 19.1730708401473 17.01728939544 23.0043129712669 19.4230999078857 18.9381022535689 20.4209015101581 17.2341986879458 18.1961629254854 20.6812376739337 18.4984706097222
TCGA-5T-A9QA 10.2376566427596 13.5877000383603 11.1309259468309 11.3903106678131 13.5345844691906 13.3927392220085 16.0689032731146 16.1079317475068 17.4191887404801 19.3051212958597 17.6526735618137 18.6625468632161 16.3688025704678 23.3122300970523 18.9011229652128 18.9885318181155 19.5461112099471 17.1033781490527 19.2058373881298 20.3368433801141 19.5383250383884
TCGA-A2-A0CM 18.8153813319653 11.7350455941157 8.54144359393587 12.8531208074363 17.9471750177744 12.3493952708515 14.5901929035796 16.3988183610124 15.7007568025323 19.8920850829499 17.18421139072 18.1986138027859 17.5829946645599 22.9973111558559 18.1082570026354 18.9015393459309 19.420406364233 16.0718340269164 18.1241412374878 20.335776718916 19.732455154839
TCGA-A2-A0D2 16.8730332342827 12.1306757323285 9.3983178407396 11.9975085988876 17.5497183587698 14.1881943714438 13.8976954219746 16.2630036013869 15.0780334426721 20.2101431473049 16.0134377006535 18.9848392149843 17.7067238526693 24.3097843530204 18.3635817046453 20.1752827596257 19.1499845626734 16.2333299905436 18.0944421443244 22.0176275957832 18.9464269424635
TCGA-A2-A4RW 13.1619398890567 11.1177906238802 9.58424768810219 15.2461844453415 16.8751177481105 15.8920498735309 16.4256369946122 17.0013341173472 17.3760207926723 20.1317642113982 17.1715542129705 18.3648790944307 17.7502642835164 22.3797416295602 18.2918340549282 18.2930499557362 19.4086056353064 15.839818155012 18.1821438751723 21.1320750194542 19.1766309507774
